"","DivPosts$X","DivPosts$X.11","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","Sentiment","SentimentScore"
"1300","University of Toronto","Sweet tooth: @UTSC researchers discover cavities in 54-million-year-old fossils #UofT ??? https://t.co/h96ak75Olp https://t.co/BhZ3C6d1Gl",0,1,0,0,1,0,1,1,0,1,"positive",1
"1301","U of T Sexual Violence Prevention & Support","RT @UofTConsent : News about #SexualViolence can be overwhelming and difficult. We're here to provide support. You're not alone. 

There are also so many helpful community resources: https://t.co/mhpOfAd6jo https://t.co/KUskCfHhre",0,0,0,1,2,0,0,3,0,5,"positive",5
"1302","University of Toronto","Stephanie Dixon, a decorated Paralympian, embarks on new journey as #UofT grad student ?? https://t.co/26UTdgiBXS https://t.co/OzMWqCgeXY",0,1,0,1,1,0,0,0,0,1,"positive",1
"1303","Political Science","RT @UofT_PolSci : As we return to @UofT campus, we will be remembering our friend and faculty member Carolina de Miguel Moyer as we walk the halls of Sidney Smith and at a beautiful, newly finished outdoor space @NewCollegeUofT dedicated to her memory. #NeverForgotten https://t.co/v5KQik0aLn https://t.co/6z9lQZDrXx",0,0,0,0,2,0,0,3,0,3,"positive",3
"1304","University of Toronto","Public health guidelines, and province’s physical distancing &amp; capacity limits for non-instructional spaces and events led to this decision. Convocation is an important milestone for students, their loved ones &amp; our community. We look forward to one day celebrating in person. 2/2",0,2,0,0,1,0,0,1,0,5,"positive",5
"1305","University of Toronto","This fall’s convocation ceremonies at #UofT, Ryerson, Seneca and York will not be in-person. U of T’s virtual ceremony is scheduled for 12 p.m. ET on Thursday, Nov. 18. #UofTGrad21 details to follow. 1/2 https://t.co/B9JXmmTUP6",0,0,0,0,1,1,1,0,1,1,"neutral",0
"1306","U of T Libraries","RT @uoftlibraries : Welcome (back) to #UofT Libraries! ??
 
Here’s what to expect when visiting us this Fall. ?? #UofTBackToSchool

https://t.co/Oh9pEe2wnH https://t.co/a5Oat6htdC",0,1,0,0,0,1,1,1,1,1,"neutral",0
"1307","U of T Engineering","RT @uoftengineering : Happening September 20 ????: Join the #UofTEngineering community for the 2SLGBTQAI+ U of T Engineering Meet &amp; Greet, an online event with speed-rounds of networking fun ????????????: https://t.co/S2mYzZ76Js #BackToSkule #UofTBackToSchool https://t.co/5ODPy7SkPv",0,1,0,0,1,0,0,0,0,3,"positive",3
"1308","U of T Arts & Science Registrar","RT @ArtSciRegistrar : #UofTBackToSchool is a great time to consider co-curricular opportunities to develop leadership &amp; social skills. Follow this thread to learn about some of the excellent outside-the-classroom opportunities available to @UofTArtSci students ?? [1/6] https://t.co/LgcMgSIwdh",0,2,0,0,1,0,0,1,0,3,"positive",3
"1309","University of Toronto Student Life","RT @UofTStudentLife : Good morning, #UofT! Today’s ASKme Anything information booths are popping up at these locations (10am-3pm):
??King's College Rd. &amp; College St.
??St. George St. &amp; College St. 
??St. George St.&amp; Willcocks St.
Details: https://t.co/IhJRBJZAAd #StartStrongUofT #UofTBackToSchool https://t.co/1Mw2D3D1ZC",0,1,0,0,1,0,1,1,0,2,"positive",2
"1310","University of Toronto","Experts explore ‘power of place’ at the @TimesHigherEd World Academic Summit co-hosted by #UofT ?? https://t.co/ZXR0WhE0zg https://t.co/36W1FmosXz",0,1,0,0,0,0,0,1,0,1,"positive",1
"1311","University of Toronto","On the 20th anniversary of 9/11, @UofT_dlsph sits down with three #UofT environmental health experts to talk about lingering health impacts &amp; lessons learned. #NeverForget https://t.co/EpMuq2p7hN https://t.co/zs0sTABEFd",0,0,0,0,0,0,0,0,0,1,"positive",1
"1312","University of Toronto","As fall classes begin, #UofT President Meric Gertler welcomes the safe return of members of the U of T community across the university’s three campuses. #UofTBackToSchool ?? https://t.co/Dv2XOAdXwS https://t.co/TzEZZOStPd",0,1,0,0,1,1,0,2,1,4,"positive",3
"1313","Dunlap Institute","RT @DunlapInstitute : Just because we may one day have the technological capability to colonize space, does that mean we should?

Tomorrow at our #PlanetParty, we'll debate space colonization. Ask astronomers anything you want to know - leave questions below! https://t.co/IFIVxmMD9H

#Astro #SpaceX https://t.co/9FT7PWj28D",0,1,0,0,0,1,1,0,1,1,"neutral",0
"1314","U of T Engineering","RT @uoftengineering : In honour of #BackToSkule, @UofTEngDean sat down to answer some of your most frequently asked questions on the official #TikTok of #UofTEngineering ?????? #UofTBackToSchool. https://t.co/GwUkC4OljE",0,0,0,0,0,0,0,1,0,0,"neutral",0
"1315","University of Toronto Student Life","RT @UofTStudentLife : Join student-led sessions to explore recommendations from the community regarding the role of Campus Safety Services, including recommendations around possible alternative models to better support students in mental health crises: https://t.co/AqmnLCo1HT #UofT https://t.co/BoJWsGnlul",0,1,0,0,0,0,0,0,0,3,"positive",3
"1316","University of Toronto","'Here we are, now it's our turn': #UofT's groundbreaking women’s studies program launched 50 years ago ?? https://t.co/8CeWIk2Muk https://t.co/BORF3vCshl",0,0,0,0,0,0,0,0,0,0,"neutral",0
"1317","U of T Varsity Blues","RT @Varsity_Blues : Read all about Michael Morgan’s journey in our first 2021-22 installment of #StudentAthleteStories

??: https://t.co/duIhU6a5Bd

WE ALL #BLEEDBLUE | #WeAreTO https://t.co/A0Nk0IUX73",0,1,0,2,1,1,0,0,1,1,"neutral",0
"1318","University of Toronto Vaccine Clinic","RT @UofTVaxClinic : Good morning Toronto!

We are open for WALK-INS today! Spread the word ???

Time: 12:30pm - 3pm (while supplies last)

??Pfizer &amp; Moderna 

 ??255 McCaul Street 

International students welcome! ?? https://t.co/BYOqhiNjTN",0,2,0,0,1,0,1,2,0,3,"positive",3
"1319","University of Toronto","From Noether to Nightingale, @UofTArtSci course shines light on math's women pioneers #UofT ?? https://t.co/AW2tKeCHm7 https://t.co/RtwUFloQAE",0,0,0,0,0,0,0,0,0,0,"neutral",0
"1320","U of T Arts & Science Registrar","RT @ArtSciRegistrar : #UofTBacktoSchool tip ?? @UofTArtSci students, need help with something and not sure where to start? 

Drop by your College Registrar's Office for help with academic, financial or personal issues: https://t.co/HdBwNTXE5l https://t.co/hJql3Vx1Pc",0,1,0,0,0,0,0,2,0,1,"positive",1
"1321","University of Toronto","Help keep our #UofT community safe! Upload your proof of vaccination via UCheck now. It only takes a minute. Instructions can be found here: https://t.co/C1DiSHAGif https://t.co/8u7d4O85aP",0,1,0,0,2,0,0,4,0,3,"positive",3
"1322","UofT Can Pol Society","RT @uoftcanpol : Don't miss out on #UofTVotes Voter Registration Day! Join us today at 11:00 AM EST on Zoom! Register ?? https://t.co/r5D0KoqPbx https://t.co/AgIbeLE6Wx",0,0,0,0,0,0,0,0,0,1,"positive",1
"1323","University of Toronto","Old friends, new beginnings: #UofT students return for first week of in-person classes #UofTBackToSchool ?? https://t.co/aXcn5iewGB https://t.co/KJIYT66KA9",0,0,0,0,0,0,0,0,0,0,"neutral",0
"1324","Daniels Faculty","RT @UofTDaniels : Welcome to the start of the new academic year! ??

At the Daniels Faculty, we continue to advance innovations in teaching and learning by bridging the studies of the built and natural environment.

https://t.co/DEZSku41Dt

#UofTBackToSchool #UofT",0,3,0,1,1,0,1,3,0,5,"positive",5
"1325","University of Toronto","Find real-time and/or appointment-based confidential support for any school, health, or general life concern with #UofT My SSP. Download the My SSP app: https://t.co/Em9lUhoWoh or call 1-844-451-9700. Outside of North America, call 001-416-380-6578. https://t.co/EbKyg9vJOX",0,1,0,0,0,0,0,4,0,2,"positive",2
"1326","U of T Sexual Violence Prevention & Support","RT @UofTConsent : There's still time to submit your work for the Begin by Listening Symposium! If you're a student research, activist, or media-maker creating work about #SexualViolence, submit by EOD tomorrow ? https://t.co/pRyqKEorOi

Successful applicants will receive an honorarium of $200. https://t.co/Ws3TCYtywc",0,4,0,0,1,0,0,1,0,1,"positive",1
"1327","Three Geese Radius","RT @shawnmicallef : Soon to meet my 1st yr students on their 1st day @UofT. Last few years been 1st class of their 1st day. Realized after 1st time it's a v big deal. Slow &amp; kind then, mostly welcome to university, adulthood, it'll be fun. May mention some learning things, but mostly welcome.",0,4,0,0,3,0,1,2,0,5,"positive",5
"1328","University of Toronto","Meet first-year student Isaiah! Isaiah knew very early on that he wanted to come to #UofT to run for the @Varsity_Blues track team. Find out how he made his dream of attending #UofT come true. #UofTBackToSchool ?? https://t.co/GEhc46fYwm https://t.co/pKz6hZs3oS",0,1,0,1,0,1,0,1,1,0,"negative",-1
"1329","Leslie Dan Faculty of Pharmacy","RT @UofTPharmacy : As we welcome students, faculty and staff back to campus, remember to follow these important steps to keep yourself and our community safe and healthy. #UofTBackToSchool

?? Watch now ?? ?? https://t.co/QspRH8IpAh",0,1,0,1,1,0,0,3,0,5,"positive",5
"1330","Madeleine Mant","RT @maddymant : Thanks @michaelianblack for the well wishes on my new job! Can confirm I've got my briefcase, syllabus, and some Margaret Mead facts ready. to. go. @utm @uoft @utmanthropology #BackToSchool https://t.co/C7ylbL0h0h",0,1,0,0,0,0,0,1,0,2,"positive",2
"1331","Melanie Woodin","RT @Mawoodin : Welcome back, A&amp;S. It's great to be back on campus! #UofTBackToSchool https://t.co/ZjPqE1sQT9",0,0,0,0,0,0,0,0,0,0,"neutral",0
"1332","University of Toronto","Read our latest #COVID19 weekly planning update for the #UofT community (Sept. 9, 2021) https://t.co/TGymq6oIJc https://t.co/8FqwEX2piZ",0,1,0,0,0,0,0,1,0,2,"positive",2
"1333","U of T Arts & Science Registrar","RT @ArtSciRegistrar : ??Attention @UofTArtSci students - classes begin today! Follow this thread and learn about what you will need in the upcoming weeks to make the most of your classes. #UofTBacktoSchool ?? https://t.co/MisNYeyXI7",0,0,0,0,0,0,0,0,0,2,"positive",2
"1334","University of Toronto","#AI startup @CohereAI raises US$40-million for natural language software #UofT ?? https://t.co/u0OV1z8Vwa https://t.co/XfxYziQIW6",0,0,0,0,0,0,0,0,0,0,"neutral",0
"1335","University of Toronto Student Life","RT @UofTStudentLife : TODAY @ 12pmET! Our amazing ASKme Anything student ambassadors are going LIVE on Facebook with tons of info for new students. Get your questions ready and join us! https://t.co/XM5CXSU7Rm #UofT #StartStrongUofT https://t.co/2p18vIZwvQ",0,1,0,0,0,0,0,0,0,1,"positive",1
"1336","University of Toronto","#UofT management expert @Sonia_Kang offers six tips for negotiating with your kids ?? https://t.co/RGa237fRdc https://t.co/HZMzgu29Rs",0,0,0,0,0,0,0,2,0,2,"positive",2
"1337","University of Toronto","In photos: #UofT students make a much-anticipated return to campus #UofTBackToSchool ?? https://t.co/1CljGyNFy4 https://t.co/UDwjEJxe5k",0,0,0,0,0,0,0,0,0,0,"neutral",0
"1338","University of Toronto Vaccine Clinic","RT @UofTVaxClinic : ???We are running Sept. 14th and Sept. 15, 1:00pm - 4:45pm

??Link in bio to book an appointment! 

We're servicing: 
- international students coming to U of T 
-anyone who needs a 1st or 2nd dose
-anyone who received a non-Health Canada approved vaccine abroad 

??255 McCaul St. https://t.co/wnH3od9cxT",0,1,0,0,0,0,0,0,0,2,"positive",2
"1339","Joe Moysiuk","RT @CambroJoe : The long awaited ""mothership"" is here. Just out from the @ROMtoronto #BurgessShale team, please welcome #Titanokorys gainesi, a new species of giant #Cambrian #radiodont. #VanierCanada @eebtoronto @UofT @UofT_Palaeo 
https://t.co/fiq0dckQ28 (open access link should go live soon) https://t.co/sYLlj8Qc4O",0,1,0,1,0,0,0,1,0,0,"neutral",0
"1340","Leslie Dan Faculty of Pharmacy","RT @UofTPharmacy : Looking forward to seeing our new and returning #PharmD and #PharmSci students back at the faculty! Bring on the fall term! ?? ?? #UofTBackToSchool #ImPharmacy https://t.co/suYyxZyS46",0,0,0,0,0,1,0,1,1,2,"positive",1
"1341","Art Museum","RT @artmuseumuoft : Welcome back to the Art Museum! ?? Starting September 8, visit our spaces to see new exhibitions: Plastic Heart: Surface All the Way Through and Alternative Convention: Top Value Television’s Four More Years. Reserve your tickets: https://t.co/e86V8XkFJ0 #UofT #UofTBackToSchool https://t.co/8q0C73FOvh",0,2,0,0,1,1,1,1,0,5,"positive",5
"1342","Asian Institute UofT","RT @AI_UofT : Welcome (back) new &amp; returning AI students! We can’t wait to (re)connect with you in the year ahead! Hear our students &amp; alumni share their journey @AI_UofT 
Watch the full video here: https://t.co/DjwuVlV1PD 
@munkschool @UofTArtSci @global_uoft 
#UofTBackToSchool https://t.co/sdof1NK1AW",0,4,0,2,2,0,0,1,1,4,"positive",3
"1343","University of Toronto","Welcome back, #UofT! Upload your proof of vaccination via UCheck now. It only takes a minute. Instructions can be found here: https://t.co/rbEychLeWZ https://t.co/yIx9oE1vz5",0,1,0,0,1,0,0,3,0,1,"positive",1
"1344","U of T Arts & Science Registrar","RT @ArtSciRegistrar : .@UofTArtSci students, we are back on campus! Our office (Welcome Services) will be open starting September 9, 2021 from 9:30 am – 5:00 pm for drop-in visits. You can also reach us by phone or email: https://t.co/f67jdIh1w6 #UofTBacktoSchool
[1/3] https://t.co/Pu4DW6NYwk",0,0,0,0,0,0,0,0,0,0,"neutral",0
"1345","Mary Aglipay","RT @maryaglipay : ? First day of @UofT_dlsph PhD Epidemiology done! It’s just me and my computer and pyjamas on the bottom half but a successful day nonetheless! https://t.co/ZVfcLJaPl4",0,1,0,0,1,1,0,1,1,1,"neutral",0
"1346","OISEUofT","RT @OISEUofT : Welcome (and welcome back) to OISE. This year will look a lot different – but we will get through it together as a community. In this video, our alumni offer advice on making the most out of your time here! #UofTBacktoSchool https://t.co/MjUzkKGUYw",0,1,0,0,0,0,0,1,0,2,"positive",2
"1347","University of Toronto","#UofT students win awards for their accessible design ?? https://t.co/6fyLksLgjk https://t.co/0bpDrJd7Oq",0,0,0,0,0,0,0,0,0,1,"positive",1
"1348","Jill Dunlop, MPP","RT @JillDunlop1 : Welcome back students! Touring @UofT. It was great to visit on the first day of school. You could feel energy in the air with happy students back on campus. Thank you to the awesome team at @UofT for the warm welcome. I wish you a safe &amp; successful school year. https://t.co/ciUgWjjEuy",0,2,0,0,3,0,0,5,0,4,"positive",4
"1349","U of T Government Relations Office","RT @uoftgro : Exciting to have Minister @JillDunlop1 @UofT today to speak about a bright post pandemic future with our researchers and students. https://t.co/1wbqGslViG",0,1,0,1,1,1,1,0,1,1,"neutral",0
"1350","University of Toronto Student Life","RT @UofTStudentLife : Good morning, #UofT! Today’s ASKme Anything information booths are popping up at these locations (10am-3pm):
??King's College &amp; College
??St. George &amp; College
??St. George &amp; Willcocks
??St. George &amp; Hoskin
Details here: https://t.co/IhJRBJZAAd #StartStrongUofT #UofTBackToSchool https://t.co/TeZV75871C",0,1,0,0,1,0,1,1,0,2,"positive",2
"1351","University of Toronto","Work-study students to provide #UofT professors with tech support this fall #UofTBackToSchool ?? https://t.co/lLSPR82UhJ https://t.co/IXYp14ilVj",0,0,0,0,0,1,0,1,1,2,"positive",1
"1352","University of Toronto","Welcome back! Here's everything you need to know about fall 2021 at #UofT ?? https://t.co/UPpho1crgp

#UofTBackToSchool https://t.co/zTpF1EWUN8",0,0,0,0,0,1,0,0,1,0,"negative",-1
"1353","University of Toronto","Nine #UofT professors named Fellows of the Royal Society of Canada ?? https://t.co/OeT1KHqwRx https://t.co/aBTAs5GhVP",0,0,0,0,0,0,0,0,0,0,"neutral",0
"1354","University of Toronto","Five #UofT faculty members named to Royal Society of Canada’s College of New Scholars, Artists &amp; Scientists ?? https://t.co/S7PPu6pQVk https://t.co/o77y3002Xx",0,0,0,0,0,0,0,1,0,1,"positive",1
"1355","University of Toronto","#UofT researcher Iva Seto from @UTM explores impact of climate change on food security in the Yukon ??? https://t.co/CsxW4w07V9 https://t.co/9ccBdxeTFg",0,0,0,1,1,0,0,1,0,1,"positive",1
"1356","U of T Varsity Blues","RT @Varsity_Blues : ?? 

WE ALL #BLEEDBLUE | #WeAreTO https://t.co/YpSdceZYks",0,0,0,1,0,1,0,0,1,0,"negative",-1
"1357","University of Toronto","‘A win for everyone’: #UofT receives green light to proceed with Centre for Civilizations, Cultures &amp; Cities ??? https://t.co/KqF7BtvFkl https://t.co/jXpIrE3QDq",0,0,0,0,1,0,0,1,0,1,"positive",1
"1358","University of Toronto Student Life","RT @UofTStudentLife : Good morning, #UofT! Today’s ASKme Anything! information booths are popping up at these locations (10am-3pm):
??King's College &amp; College
??St. George &amp; College
??St. George &amp; Willcocks
??St. George &amp; Hoskin
Details: https://t.co/IhJRBJZAAd #StartStrongUofT #UofTBackToSchool https://t.co/rUlTXABcoJ",0,1,0,0,1,0,1,1,0,2,"positive",2
"1359","University of Toronto","Welcome back, #UofT! Here are just a few of the places we've missed over the past 19 months. #UofTBackToSchool ?? https://t.co/NrnosbAaPG https://t.co/wJTZUXlhap",0,0,0,0,0,0,0,0,0,0,"neutral",0
"1360","University of Toronto","#UofTBackToSchool: Are you a new #UofT student? To have access to online services starting Day 1 of classes, you must convert your JOINid to a UTORid before classes begin. 

Learn more: https://t.co/klJegzOi5b https://t.co/PWtbrLh2L2",0,0,0,0,0,0,0,0,0,2,"positive",2
"1361","University of Toronto","#UofT's new online portal makes it easier for students to find mental health services &amp; resources on all three campuses, as well as those of partner organizations in the community. ?? https://t.co/xox8OYvb1t https://t.co/DNHxOoEAyC",0,0,0,0,1,0,0,1,0,3,"positive",3
"1362","Adalsteinn (Steini) Brown","RT @SteiniBrown : Proud to share that @UofT_dlsph's @akwatukhenti is offering @UofT's first course focussing specifically on Black mental health, which he is teaching through a public health lens. Learn more:   https://t.co/KZwF8flv7a https://t.co/DpgIRUFjqd",0,3,0,0,2,1,0,3,1,4,"positive",3
"1363","University of Toronto Vaccine Clinic","RT @UofTVaxClinic : Here is your reminder to book an appointment for our clinic next week!??

???Tuesday Sept. 7th and Wednesday Sept. 8th 1pm - 4:45pm

To book, please find the link in our bio. 

??255 McCaul St.

#vaccinated  #UofT #TorontoVaccine #BackToSchool #findyourimmunization 
#ThisIsOurShot https://t.co/gMZFmCYN3O",0,0,0,0,0,0,0,0,0,0,"neutral",0
"1364","University of Toronto","Groundbreakers: #UofT initiative brings together experts to address major societal issues ?? https://t.co/gXZWPwrnED https://t.co/69Zd6ifXIa",0,0,0,0,0,0,0,0,0,1,"positive",1
"1365","University of Toronto Student Life","RT @UofTStudentLife : Good morning, #UofT! Today’s ASKme Anything! information booths are popping up at these locations (10am-3pm):
?? King's College Rd. &amp; College St.
?? St. George St. &amp; College St. 
?? St. George St.&amp; Willcocks St.
Details: https://t.co/IhJRBJZAAd #StartStrongUofT #UofTBackToSchool https://t.co/1MJjWweCOJ",0,1,0,0,1,0,1,1,0,2,"positive",2
"1366","University of Toronto","#UofT ranked 18th in the world &amp; 2nd among North American public universities by @TimesHigherEd ??? https://t.co/5Cb3FhsVj9 https://t.co/4D6jzmkp1e",0,1,0,0,0,0,0,0,0,1,"positive",1
"1367","U of T Alumni","RT @uoftalumni : Get back in action with a @UofTSportandRec membership! #UofT alumni can access lane swims, group fitness and more in our facilities, learn more and purchase yours today: https://t.co/k4lA4N1VtZ https://t.co/YQRhxrgrFF",0,0,0,0,0,0,0,0,0,2,"positive",2
"1368","University of Toronto","'An honour': #UofT alumna &amp; Olympian @_AliciaBrown receives @CANFUND support ?? https://t.co/D0d07GUNVk https://t.co/pFNzBKeS72",0,0,0,0,0,0,0,0,0,0,"neutral",0
"1369","U of T Varsity Blues","RT @Varsity_Blues : Happy September, Blues fans! ????

WE ALL #BLEEDBLUE | #WeAreTO https://t.co/v6IdSL8kxP",0,1,0,1,1,1,0,1,1,1,"neutral",0
"1370","University of Toronto","#UofT researchers say that systematic factors that influence the onset &amp; course of diabetes are key areas that will drive the future of diabetes care &amp; discovery. #Insulin100 ?? https://t.co/y8Vub3dQyz https://t.co/llni3iuGV3",0,1,0,0,0,0,0,0,1,2,"positive",1
"1371","University of Toronto","Read our latest #COVID19 weekly planning update for the #UofT community https://t.co/TGymq6oIJc https://t.co/AEhqZz1CTU",0,1,0,0,0,0,0,1,0,2,"positive",2
"1372","University of Toronto","‘How powerful is place?’ #UofT hosts major global academic summit with @TimesHigherEd ?? https://t.co/OHBjVVod3r https://t.co/ikT8boX6aJ",1,1,1,1,1,0,0,2,0,3,"positive",3
"1373","University of Toronto Student Life","RT @UofTStudentLife : Good morning, #UofT! Today’s ASKme Anything! information booths are popping up at these locations (10am-3pm):
??King's College Rd. &amp; College St.
??St. George St. &amp; College St. 
??St. George St.&amp; Willcocks St.
Details: https://t.co/IhJRBKhbrL #StartStrongUofT #UofTBackToSchool https://t.co/tr7M2kf3qP",0,1,0,0,1,0,1,1,0,2,"positive",2
"1374","University of Toronto","Massage stones help scientists uncover role of prefrontal cortex in sensory perception, according to a new @UofTArtSci study #UofT ?? https://t.co/Fe7dZtWWOS https://t.co/M1b50n0WeD",0,0,0,0,1,0,1,0,0,2,"positive",2
"1375","University of Toronto",".@UofTMedicine students &amp; faculty recognized with Temerty Awards for Excellence in Professional Values #UofT ?? https://t.co/Pgr0VCrOlt https://t.co/GvBAdzoQH0",0,0,1,0,1,0,0,3,0,3,"positive",3
"1376","University of Toronto Scarborough","RT @UTSC : Have you heard the news? The #UTSC Farmers’ Market is back! Starting today you can make your purchases in-person (at the corner of Military Trail and Ellesmere) or online! ????

Come out and support local shops from the #UTSC community! #UofT #ScarbTO  https://t.co/Nk7vsmobYR https://t.co/lEcBnXIAsy",0,0,0,1,0,0,0,0,0,1,"positive",1
"1377","U of T Mississauga","RT @UTM : ""It's important for girls to see strong, powerful female bodies represented. I want them to know that strong and athletic is beautiful &amp; that they don't need to change who they are.”

#UTM alum &amp; Olympian Alicia Brown has won a CAN Fund #150Women award!???????https://t.co/aYjFZzJi6t https://t.co/rnjHcVGDbH",1,2,1,2,3,0,1,3,0,7,"positive",7
"1378","University of Toronto","#UofT researchers develop new quantum 'fingerprinting' protocol to improve information exchange ??? https://t.co/M9BaQv0Ggk https://t.co/vLsCRZZ1ic",0,2,0,0,1,0,0,2,0,4,"positive",4
"1379","Hart House","RT @harthouseuoft : For your inner artist, Hart House gives you the freedom to express yourself, online or in-person. Explore @HHTheatre, Hart House Creative LifeSchool and @artmuseumuoft offerings. There’s something for everyone: https://t.co/6hTDX5Dyjc 

#HartHouse #uoftbacktoschool @UofT https://t.co/zcavKf0Gk2",0,1,0,0,1,0,0,1,0,2,"positive",2
"1380","University of Toronto","#UofT launches Data Sciences Institute (@UofTDSI) to harness global data revolution ?? https://t.co/fjLMvk29tt https://t.co/hG6zuQRAmI",1,1,0,1,0,1,1,1,1,1,"neutral",0
"1381","University of Toronto Student Life","RT @UofTStudentLife : Good morning, #UofT! Today’s ASKme Anything! information booths are popping up at the following locations (10am-3pm):
??King's College Rd. &amp; College St.
??St. George St. &amp; College St. 
??St. George St.&amp; Willcocks St.
Details here: https://t.co/IhJRBJZAAd #StartStrongUofT https://t.co/exKwpyG3Ko",0,1,0,0,1,0,1,1,0,2,"positive",2
"1382","University of Toronto","#UofT student's internship highlights importance of cross-cultural teaching &amp; learning ?? https://t.co/jmOdEJy6u1 https://t.co/Vcj7qUyhpc",1,1,0,1,0,1,0,0,1,2,"positive",1
"1383","U of T Arts & Science Registrar","RT @ArtSciRegistrar : ??Brush up on your English Language skills with ELL courses. These free mini-courses at @UofTArtSci take place on the first six Fridays of the Fall term. 

Registration is now open: https://t.co/4VFdTV1Xnz 
[1/2] https://t.co/87GMo96O49",0,0,0,0,0,1,0,0,1,0,"negative",-1
"1384","UofT Family Medicine","RT @UofTFamilyMed : DFCM's @Latif_M is helping build #vaccineconfidence one phone call at a time. “Everyone who calls @VaxFactsClinic cares about their health. By listening and understanding their values we can often put their minds at ease.” @SHNcares https://t.co/R9mjhJgQWa",0,2,0,0,0,0,0,2,1,3,"positive",2
"1385","Bloomberg Nursing","RT @UofTNursing : #Burnout cannot be solved by teaching individuals coping mechanisms. A systems level approach is needed to protect #healthcare professionals from harm, especially #nurses, say #mentalhealth experts including @GStrudRN via @ConversationCA https://t.co/GBV9IieK3K https://t.co/KUhWsWMQFa",0,0,0,1,0,0,0,1,1,3,"positive",2
"1386","University of Toronto","Iron deficiency affects half of pregnancies, yet many women aren’t screened, according to a new @UofTMedicine study #UofT ?? https://t.co/b7oPkY7yu8 https://t.co/jIPFMVjkJs",0,0,0,0,0,0,0,1,1,2,"positive",1
"1387","First Nations House","RT @UofTFNH : Are you a new Indigenous Student @ UofT? Join our Orientation event on Fri, Sept 17th from 3pm-5pm EST 

Come learn about the supports we offer &amp; get a chance to meet some fellow students!

Registration &amp; more info on CLNX!
https://t.co/wHPmZZtHdP https://t.co/MFU0q0EVOY",0,0,0,0,0,0,1,1,0,4,"positive",4
"1388","University of Toronto Student Life","RT @UofTStudentLife : Good morning, #UofT! Today’s ASKme Anything! information booths are popping up at the following locations (10am-3pm):
??King's College Rd. &amp; College St.
??St. George St. &amp; College St. 
??St. George St.&amp; Willcocks St.
Details here: https://t.co/IhJRBJZAAd #StartStrongUofT https://t.co/lOl4v7mUfq",0,1,0,0,1,0,1,1,0,2,"positive",2
"1389","University of Toronto",".@UofTStatSci students analyze oceans of data to understand how water temperature affects sharks #UofT ?? https://t.co/2pzP1nOwGQ https://t.co/xLDGE5LSs5",0,0,0,0,0,0,0,0,0,0,"neutral",0
"1390","University of Toronto Student Life","RT @UofTStudentLife : International students, get answers to your questions + support around learning remotely this year and/or finding community as an international student — this Friday, Sept. 3, 9-10amET Details here: https://t.co/LUtlerCcCX #UofT https://t.co/I9s2oRDX9Q",0,0,0,0,0,0,0,0,0,2,"positive",2
"1391","University of Toronto","#UofT's @RicharLisa &amp; @drandrewb are highlighting the systemic racism faced by Indigenous Peoples in Canadian health care – and urging action be taken to address the problem https://t.co/f4yFvEnEU5 https://t.co/iHvJcWf6dy",0,0,0,1,0,1,0,0,1,1,"neutral",0
"1392","University of Toronto Scarborough","RT @UTSC : Start the new school year on the right beat with #UTSC’s back to school playlist! Curated by our #UTSC community. ?? #UofT #UofTBackToSchool https://t.co/gdhhV31kEr https://t.co/ILv6xZw8NU",0,1,0,0,0,0,0,1,0,1,"positive",1
"1393","University of Toronto","Paralympian Kaley McLean found support to chase her dreams at @UTSC ?? https://t.co/RvsD3FS8rD https://t.co/3iXSqqyugz",0,0,0,0,1,0,0,1,1,1,"neutral",0
"1394","University of Toronto","While you were away… #UofT was busy building for the future ?? #UofTBackToSchool https://t.co/1jGWL3Qv1L https://t.co/dw3U8LS08q",0,0,0,0,0,0,0,0,0,1,"positive",1
"1395","U of T Engineering","RT @uoftengineering : We're on #TikTok! Follow @UofTEngineering for all you need to know about #BackToSkule, an inside look into life at @UofT, and more ??! #UofTBackToSchool https://t.co/gwWY2aGhtv",0,0,0,0,0,0,0,0,0,0,"neutral",0
"1396","University of Toronto Student Life","RT @UofTStudentLife : Good morning, #UofT! Today’s ASKme Anything! information booths are popping up at the following locations (10am-3pm):
??King's College Rd. &amp; College St.
?? St. George St. &amp; College St. 
Details here: https://t.co/IhJRBJZAAd #StartStrongUofT https://t.co/TPBCdpwtSD",0,1,0,0,1,0,1,1,0,2,"positive",2
"1397","University of Toronto","Linghao Feng is a 2nd year student at @UTM who enjoys making films and playing basketball. How does he combine his passions? His solution is a slam dunk. ?? https://t.co/GEhc46fYwm https://t.co/Vh2iGmonqu",1,1,0,1,1,0,1,0,1,2,"positive",1
"1398","U of T SGDO","RT @UofTSGDO : We are so excited to announce the full schedule of events for U of T’s 2021 Queer Orientation (QO)! 25+ events with 24 campus partners celebrating LGBTQ2S+ communities at #UofT! Sept 20-24, 2021.
#UofTQO
QO EVENT CALENDAR: 
https://t.co/hR5b9hZlTs https://t.co/JyqJxTZNCR",0,2,0,0,2,0,1,1,0,3,"positive",3
