,DivPosts$X,DivPosts$X.11,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,Sentiment,SentimentScore
1382,Schulich WesternU,"RT @SchulichMedDent : “April 25, 2010. That was the last soccer game I played. My career ended. I was 38 years old. Concussion chose me, and it changed my life forever.” Keynote speaker @BriScurry, two-time Olympic gold medalist and World Cup champion with @USWNT, shares her story at #SeeTheLine. https://t.co/eovyGfzXEr",1,3,0,0,1,1,0,1,1,4,positive,3
1383,Western University,"@SteveKerfoot @andpru We will provide more details in the coming days about proof of vaccination and testing, including information for those who require an accommodation as the result of a medical condition or other grounds protected by the Ontario Human Rights Code.",0,3,0,1,0,0,0,4,0,5,positive,5
1384,Schulich WesternU,"RT @SchulichMedDent : We’re proud to host #SeeTheLine virtually today, supporting #concussion research and education. “See the Line continues to bring together partners and researchers who are changing and challenging the way we look at and treat concussions,” says @88EricLindros, Honorary Chair.",2,2,1,1,2,2,1,3,2,3,positive,1
1385,Western University,"What if there was a rapid, remote, real-time way to check the health of Canada's aging bridges? @westernuEng prof Ayan Sadhu, exploring bridge safety through #AI, is one of nine #WesternU researchers awarded $2.6M from @InnovationCA #CFIfunded #JELF https://t.co/U9nwYe1l3P",0,1,0,0,0,0,1,1,0,1,positive,1
1386,Western University,How can the @CityofLdnOnt help those experiencing homelessness thrive after becoming housed? Western researcher @cannemarshall led a community-based project to find out and here's what they learned. @westernuFHS @westernuNursing  https://t.co/YTV75mO6Uu,0,0,0,0,0,0,0,0,0,1,positive,1
1387,Western University,"@CelinaDeLancey Western is together with King's, Huron &amp; Brescia on our new vaccine policy: https://t.co/X60P7YXMgh",0,0,0,0,0,0,0,1,0,1,positive,1
1388,Western University,@daniellemuma We proudly share this news with Huron as well as Brescia and King's: https://t.co/X60P7YXMgh,0,1,0,0,1,0,0,1,0,1,positive,1
1389,Western University,"#COVID19 Update: All #WesternU, @kingsatwestern, @huronatwestern, @BresciaUC students, staff and faculty who plan to be on campus this fall will be required to demonstrate proof of vaccination. https://t.co/X60P7YXMgh",0,1,0,0,0,1,0,2,1,1,neutral,0
1390,Western University,#WesternU and #LdnOnt continue to lead health research and #innovation - now with a $10 million boost from @FedDevOntario and the new southwestern Ontario health tech hub leading the way for @Canada ???? @pfragiskatos @melaniejoly @SchulichMedDent https://t.co/FuPyL8HB7X,0,1,0,0,0,0,0,2,0,3,positive,3
1391,Western University,"Canada is investing in a bold, bright future of health technology and innovation. There is no better place to do so than southwestern Ontario!
? 100+ years of groundbreaking medical discoveries
? World-class, first-of-kind health tech research labs
? Thriving startup ecosystem https://t.co/DoCpxsK4Mx",0,2,0,1,2,0,0,2,0,6,positive,6
1392,Canadian Space Agency,"RT @csa_asc : “I am absolutely thrilled about the observations of the Orion Nebula that Webb will take.” Els Peeters, professor @WesternU. Get inspired by the story of an expert behind Canada’s participation in @NASAWebb: https://t.co/8dalVrOSaj https://t.co/AXkhhZKifE",0,0,0,0,1,0,1,3,0,4,positive,4
1393,Universities Canada | Universités Canada,"RT @univcan : Out of this world ??

The Canadian Space Agency granted over $1 million to a research team from @UBishops and @WesternU  in developing a new telescope to gain more understanding about space!

Read more about it here ?? https://t.co/YvNRdfsggW

#UnivResearch #CdnPSE",0,1,0,0,1,0,0,2,0,3,positive,3
1394,Gazette Sports,"RT @SportsAtGazette : Missing the #Tokyo2020 Olympics already?

@OUAsport released an article mentioning all @WesternMustangs and @WesternU alumni who competed in the event. ????????? https://t.co/RSkzb75py1",0,0,0,1,0,1,0,0,1,0,negative,-1
1395,Western University,"Four ??!

London athletes are bringing home Olympic Gold x4! #Tokyo2020

We are #soproud to call this city home, and to cheer for so many amazing #LdnOnt and #WesternU athletes. https://t.co/IMHWsbkK5h",0,1,0,0,1,0,1,1,0,2,positive,2
1396,Western University,"The Perseid meteor shower peaks this week on Aug. 12 - 13, and the stars are aligning for a really big show, according to #WesternU postdoctoral associate Denis Vida @meteordoc. Here's what you need to know to see this celestial show. #PerseidMeteorShower https://t.co/SBaAQYhcka",0,1,0,0,1,0,0,2,0,2,positive,2
1397,CIHR,"RT @CIHR_IRSC : Diana Lewis @WesternU is evaluating the health impacts of industrial development on #Indigenous communities.

Learn more about her work ??  #IndigenousPeoplesDay https://t.co/p48rHiNZSh",0,0,0,0,0,0,0,0,0,1,positive,1
1398,Western University,"@Sriforever4 @jeanette_adjei We celebrate our PhD candidate @jeanette_adjei, her academic work and her tweet. It is important to recognize the work of our students along with the many identities that they embody. We are proud and support our Black students and community.  #BlackInChem",0,1,0,0,1,1,0,3,1,5,positive,4
1399,Western University,@MattWest_S4 #COVID19 vaccination is required for students living in on-campus housing. Is it possible that this applies to your student? More information available here: https://t.co/yR12U7r51p,0,0,0,0,0,0,0,0,0,1,positive,1
1400,Western University,@Sam12511077 The survey will help gauge vaccination rates and inform health and safety measures as the university prepares for the fall term. More details available here: https://t.co/oSDJ72HEgb,0,1,0,0,0,1,0,1,1,1,neutral,0
1401,Western University,"Congratulations to @westernuSocSci researcher Diana Lewis, awarded $1.3M from @CIHR_IRSC for her work co-developing environmental health risk assessments for Indigenous communities living near industrial sites. https://t.co/1kNUnngHU0",0,1,0,1,0,0,0,0,1,0,negative,-1
1402,Western University,"Today is the last day to participate in the #WesternU community vaccination survey for all faculty, staff and students. If you haven’t already, be sure to fill out the single-question survey sent to your Western email. https://t.co/KcSalsKdUt",0,0,0,0,0,0,0,3,0,4,positive,4
1403,Western University,".@CollegesOntario and @OntUniv call for a province-wide vaccination requirement for postsecondary students, staff and faculty.
 
Vaccination helps protect our campuses and our communities. Western strongly encourages its campus community to get vaccinated. https://t.co/vChWCYlMfC",0,0,0,0,0,0,0,1,0,4,positive,4
1404,Western University,"Upcoming #COVID19 testing hours for #WesternU students and employees:
Monday, Aug. 9 to Wednesday, Aug. 11 – 9 a.m. to 1 p.m.
Thursday, Aug. 12 – 9 a.m. to 4 p.m.
Friday, Aug. 13 – 9 a.m. to 1 p.m.
Saturday, Aug. 14 – 9 a.m. to 4 p.m.
https://t.co/wRnrrbudwo",0,0,0,0,0,0,0,0,0,0,neutral,0
1405,Western University,"Upcoming #COVID19 vaccination availability on-campus for #WesternU students, employees &amp; alumni: 
Saturday, Aug. 7 – 9 a.m. to 4:30 p.m.
Thursday, Aug. 12 – 9 a.m. to 3:30 p.m.
Friday, Aug. 13 – 9 a.m. to 1:00 p.m.
Saturday, Aug. 14 – 9 a.m. to 4:30 p.m.
https://t.co/wRnrrbudwo https://t.co/aybUol9F1u",0,0,0,0,0,0,0,0,0,0,neutral,0
1406,David (P) Leonard,"RT @davidpleonard : In 2016, I booked @karinaleblanc for a @westernu #WalrusTalks. Many youth soccer players waited around to meet her. A little girl wanted a pic, and just as it was taken, a surprise @_jessiefleming photobombed. The girl's face when she saw the pic and the bonus content was ??. ??",1,2,0,2,4,0,3,1,0,4,positive,4
1407,Western University,@sadika_bidushy @UofSCGPS @usask So many important and wonderful milestones ahead!,0,0,0,0,1,0,1,2,0,3,positive,3
1408,Western University,"GOLD! ???????? From the edge of our seats to ON OUR FEET! Congratulations @TeamCanada Women's Soccer, @sincy12 and Londoners @Shelina4 &amp; @_jessiefleming! #LdnOnt is owning the podium at #Tokyo2020 #ForestCityPride https://t.co/fro2h9OvSx",0,0,0,0,0,0,0,0,0,1,positive,1
1409,Western University,"Breaking up really is hard to do, according to new study led by Samantha Joel @datingdecisions. For most of us, just ""being"" in a relationship is the thing. https://t.co/FtIL7qug33",0,0,0,0,0,0,0,0,0,1,positive,1
1410,Western University,"Tracking #wildfire smoke across the continent is an aim of a network of micro-pulse lidars installed across eastern and northern Canada, including one at #WesternU campus. The work is significant for detecting potential health hazards in the air. https://t.co/AAVDpbCWbs",0,1,0,1,0,1,1,0,1,1,neutral,0
1411,Social Sci @WesternU,"RT @westernuSocSci : Breaking up is hard to do! When making decisions about what to do w/their romantic relationships, people are typically inclined to move relationships forward rather than end them, according to a paper by @westernuPsych's Samantha Joel @datingdecisions https://t.co/f47Gi7s97S",0,1,0,0,1,0,0,1,0,2,positive,2
1412,"Paola Hunter, RD",RT @PaolaMHunter : Congrats @DamianWarner!! When I was a student @WesternU I would go skating at Thompson arena in between classes and watch Damian train! Very exciting to see it pay off today!!! https://t.co/ngFs96oHch,0,3,0,1,2,0,1,1,0,2,positive,2
1413,Brendon Samuels ??,"RT @eyeonthefly : Hey @WesternU community, I'm helping to organize a campus cleanup for September after orientation week. We want to target where litter accumulates while prioritizing green spaces and the river. Can you suggest areas where volunteers should clean up? Please reply or send me a DM! https://t.co/WD6tAOG9aj",0,0,0,0,2,0,0,4,1,4,positive,3
1414,Christine Stapleton,RT @Coachstapleton : We are #purpleandproud to support @DamianWarner in our @WesternU facilities!  @WesternMustangs track and field coach @Coach_Croley is a key member of #TeamWarner.  #runwithus #goStangs #westernU https://t.co/3kvqBGZWFm,0,1,0,0,0,0,0,1,0,0,neutral,0
1415,Western University,"Women are owning the podium for Canada at the Tokyo Olympics, and celebrating their success in sport benefits future generations, according to #WesternU prof @JaneSThornton. #WomenPower #Tokyo2020 https://t.co/y9w9A7zl38",0,2,0,0,2,0,0,0,0,2,positive,2
1416,Western University,"With Ontario's elementary and secondary schools looking at full return to in-person learning this September, the burden of keeping them open should not just fall on schools. Community-level mitigation is key, says #WesternU prof @PrachiSrivas. https://t.co/AtDe86R4wc",0,0,0,0,0,1,0,1,1,4,positive,3
1417,Western University,"Huge congratulations to Londoner @DamianWarner, Olympic gold medallist winner in #Tokyo2020. #PurpleAndProud of the many Mustangs standing behind him this year, including @WesternMustangs very own @Coach_Croley, Dr. Lisa Fischer from @FKSMC and many more! #ldnont https://t.co/9C6NorXlrc",0,1,0,0,1,0,1,1,0,4,positive,4
1418,Western University,"Extra doses of the Moderna vaccine are available to #WesternU students, employees and alumni for walk-in appointments at the on-campus vaccination and testing centre until 4 p.m. today and from 9 to 11:30 a.m. tomorrow. https://t.co/wRnrrbudwo",0,1,0,0,0,0,0,0,0,2,positive,2
1419,Western University,"#WesternU is surveying the campus community to gauge vaccination rates and inform health and safety measures as the university prepares for the fall term. Survey will be sent to students, faculty and staff. #COVID19 #CovidVaccine #BacktoSchool2021 https://t.co/oSDJ72HEgb",0,1,0,0,0,1,0,2,1,4,positive,3
1420,Western University,Opinion: Professors Aleksander Essex (@westernu) and Nicole Goodman (@brocku) – “Now is the time to regulate voting technologies in Canada” https://t.co/HxnEpx1XGE,0,1,0,0,0,0,0,0,0,1,positive,1
1421,Western University,"Starting today, #WesternU students and employees can book an appointment online for their first and second #COVID19 vaccine doses at the on-campus vaccination and testing centre in the Graphic Services Building. https://t.co/wRnrrbudwo",0,0,0,0,0,0,0,0,0,2,positive,2
1422,Western University,"We continue to commit to dismantling the structures of racism that perpetuate systemic violence.  
 
It is each and every Canadian’s responsibility to demand justice and reparations.",2,2,0,1,0,1,0,2,2,2,neutral,0
1423,Western University,"The legacy of this history is reflected in the ongoing racism, inequities and discrimination experienced by so many. 
 
On #EmancipationDay we recognize Canada was built by enslaved Black and Indigenous Peoples on stolen land.",3,1,2,2,0,3,0,1,4,2,negative,-2
1424,Western University,"Today marks the first #EmancipationDay since the Canadian House of Commons passed a bill to recognize the anniversary of the abolition of slavery in the British Empire. Today, we reflect on the history of enslaving Black and Indigenous Peoples in Canada. https://t.co/ipV03XlCkD",1,0,1,1,0,2,0,0,3,0,negative,-3
1425,Western University,"Indigenous entrepreneurs in Saskatchewan are taking charge of their destinies and finding success despite inequities, this is according to new research by #WesternU PhD graduate @kshtriya. @IveyResearch @miyosiwin @RezXMag @PasapaShana https://t.co/k0D5NZwnw5",0,1,0,0,1,0,0,0,0,1,positive,1
1426,Western University,Mental preparedness is key for #Olympic swimmer and #WesternU student @samanthaaa__r. Cheering for this Mustang athlete as she competes for her home country Antigua in the women's 50m freestyle at the #TokyoOlympics. #purpleandproud #Tokyo2020 https://t.co/Yc2c6YH4Aj,0,1,0,0,1,0,0,0,0,2,positive,2
1427,Western University,@jessicaltakes Hi there - we're sorry to hear this. Can you send us a DM with more details so that we can best support you?,0,0,0,0,0,0,0,0,0,0,neutral,0
1428,London Health Sciences Centre,RT @LHSCCanada : Are you pregnant or breastfeeding and have questions about the COVID-19 vaccine? Thinking about having children in the future? We're partnering with @MLHealthUnit Friday for an Instagram Live Q&amp;A session with Drs. Taryn Taylor and Carol King from @WesternU! https://t.co/5jhOwpuxCJ,0,0,0,0,1,0,0,1,0,3,positive,3
1429,Western University,Congrats to @westernualumni and #LdnOnt native Susanne Grainger (and her teammates) on the GOLD MEDAL WIN! ?? @Suse3 #purpleandproud #teamcanada #rowing https://t.co/bc4RerbDCV,0,1,0,0,1,0,1,1,0,2,positive,2
1430,Western University,"We love watching #WesternU and #LdnOnt athletes at #Tokyo2020. Did you know that @TeamCanada's first gold medal went to Londoner Maggie Mac Neil? Congratulations @mags_swims26! And to Maggie's mom Dr. Susan McNair, faculty at @schulichmeddent &amp; #WesternU! https://t.co/hMVDZQHf9j",0,1,0,0,2,0,1,2,0,4,positive,4
1431,Western Alumni,"RT @westernuAlumni : No one really knows how the apple tree on University Hill got there. During the early 1920s, the hill was cleared for landscaping yet you can see the small sapling in photos from the 1930s! 

(We don't recommend eating the ??)

??: @westernulibsarc, 1984 
#westernu #ldnont #tbt https://t.co/5NK5rdSk1A",1,2,1,0,1,0,1,2,1,3,positive,2
1432,Western University,Globe &amp; Mail opinion piece by Western faculty on the importance of government-mandated COVID-19 vaccination. https://t.co/wnOP2xOt25,0,2,0,1,0,0,0,1,1,2,positive,1
1433,Western University,"In the event that we reach audience capacity during today's memorial honouring Madiha Salman and Salman Afzaal, we have added a second streaming option to offer additional space.
Option 1??(Original): https://t.co/xB2pWVAOZ6
Option 2??(Additional): https://t.co/9653x0XnKO https://t.co/XY3GSrFU2d",0,1,0,0,0,0,0,0,0,2,positive,2
1434,Western University,"Let's go, Mustangs! Julie-Anne Staehli (@jastaehli, track and field, women’s 5000m) and Samantha Roberts (@samanthaaa__r, swimming, women's 50m freestyle) are both scheduled to compete in Tokyo tomorrow morning! #purpleandproud https://t.co/RBQ1SgJ2PO",0,2,0,0,0,0,0,0,0,0,neutral,0
1435,Universities Canada | Universités Canada,"RT @univcan : ?     ?    ?    ?? 
     
      ?      ??        ??   

                 ?? 

Look up!
It's a star!
It's a sparkle! 

It's @WesternU leading a worldwide effort to monitor meteor showers and meteorite falls! 

Check it out ?? https://t.co/K88QRstttW

#CdnPSE",0,2,0,0,2,0,1,2,0,3,positive,3
1436,Western Alumni,"RT @westernuAlumni : ?? New #PurplePerk alert! ?? 

Western grads can now save 20% off online orders of fresh, local Fire Roasted Coffee! 

Download the Purple Perk app for the discount code, available on IOS and Google Play. 
#westernu #purpleandproud #ldnont",0,0,0,1,1,0,0,1,0,2,positive,2
1437,Schulich WesternU,RT @SchulichMedDent : A technique developed at @WesternU uses MRI data to digitally recreate the 3D folds of the hippocampus into a 2D structure – essentially ironing out the wrinkles. This may provide researchers and clinicians with a more accurate picture to understand brain disorders.,0,0,0,0,0,0,0,3,0,3,positive,3
1438,MLHealthUnit,"RT @MLHealthUnit : Are you pregnant or breastfeeding and have questions about the COVID-19 vaccine? Thinking about having children in the future? 

Join us next Friday for an Instagram Live Q&amp;A session with Dr. Taryn Taylor and Dr. Carol King from @LHSCCanada &amp; @WesternU. #LdnOnt #Middlesex /1",0,0,0,0,1,0,0,1,0,4,positive,4
1439,Western University,"""Ambassador, mascot - whatever the team needs"" - @MarnieMcB on being @TeamCanada's chef de mission. We are #purpleandproud to see Marnie and @DShoemaker_COC (both @westernuAlumni!) playing key roles vaulting athletes to #Tokyo2020 success this summer! https://t.co/3bgqQIUaAl",0,1,0,0,1,0,0,2,0,2,positive,2
1440,Western University,"Global Meteor Network is a collection of more than 450 video meteor cameras hosted by amateur astronomers and professionals alike in 23 countries across the globe. Led by @meteordoc, the network is making incredible discoveries and cool pics too! https://t.co/PwMoB5WvDX",0,1,0,0,0,0,0,0,0,1,positive,1
1441,Western University,"#WesternU will host and livestream a memorial service to honour the lives of alumni Madiha Salman and Salman Afzaal and their family. Join our community in remembrance this Thursday, July 29 from 1 to 2 p.m. on Zoom.",0,0,0,0,0,0,0,0,0,2,positive,2
1442,Western Geography & Environment,"RT @westernuGeoEnv : Congratulations to our very own, Elmond Bandauko, for being one of five Western scholars to receive the 2021-2022 Vanier Canada Graduate Scholarship! https://t.co/VwOZPhXPuW https://t.co/trYwdG5ErL",0,0,0,0,1,0,0,0,0,1,positive,1
1443,Western University,"We are celebrating Mary Simon, Inuk leader and Canada's first Indigenous Governor General. In the year of #Canada150, Ms. Simon spoke to our Class of 2017 and her calls to action continue to guide us towards a stronger, more equitable Canada. #GG30 https://t.co/EXdcEvrobb",0,3,0,0,1,0,0,6,2,6,positive,4
1444,Western University,"@BH0806 @prideldnfest @WesternUSC @westernsogs The language used in your tweet (reply to our tweet) contributes to stigma, prejudice and discrimination. Our social media accounts are a space for inclusive and respectful conversation, and we ask that you consider this in the future.",3,0,2,2,0,2,0,2,3,2,negative,-1
1445,Western University,"With @prideldnfest 2021 coming to an end, it’s important that we continue to show our support to the 2SLGBTQ+ community every day. Together, we can stay focused on creating more inclusive spaces and approaching everyone with a sense of compassion. @WesternUSC @WesternSOGS #LdnOnt https://t.co/8Mzg2LbiBI",0,3,0,1,0,0,0,3,0,6,positive,6
1446,Western University,"Catch some great stories this summer from Labatt Memorial Park, the oldest ball field in the world. #WesternU historians are co-leading guided tours recalling home runs, floods and Hall of Famers. #ldnont @tourism_london @londonmajors @CDNBaseballHOF https://t.co/e8W6L1Au1y",0,0,0,0,0,0,1,1,0,0,neutral,0
1447,Western University,New @ConversationCA piece by @JaneSThornton on how some athletes' performances improved with the #Tokyo2020 Olympic Games being delayed. https://t.co/6tOVe5uBUs,0,0,0,0,0,0,0,0,1,1,neutral,0
1448,Western University,"Rower-turned-entrepreneur Nicole Baranowski has built @Hairstrongband scrunchie into an international brand. Now, an angel investor is helping her grow even bigger. #entrepreneurship @iveybusiness @westernuFHS #purpleandproud https://t.co/5FN45hYaxr",0,2,0,0,2,0,1,2,0,2,positive,2
1449,Western University,#FollowFriday Western at the Olympics edition! @MarnieMcB @conort22 @jastaehli @jillmoffatt_ @Suse3 @jmartins2014 @westernuOlympic @CBCScottRussell @adriearsenault @cbchh @DShoemaker_COC @Darvill_rowing @ibrambell @mhirst23 @DamianWarner Go Stangs! Go #LdnOnt! Go #TeamCanada!,0,1,0,0,0,0,0,0,0,0,neutral,0
1450,Western University,Do Canada's building codes need an upgrade to guard against tornadoes? #WesternU researcher @gregoryalankopp says they do. @westernuNTP https://t.co/g9RkPJj6lo,0,0,0,1,0,0,0,1,0,2,positive,2
1451,Western University,New findings from @KateHeeChoi and @PatrickADenice show #COVID19 infections continued to spread more in at-risk neighbourhoods even though vaccine rates grew faster in these communities. #westernu @ConversationCA https://t.co/mzm3QiZWIb,0,1,0,1,0,0,0,1,1,1,neutral,0
1452,Western University,"Get the full roundup of Western’s athletes and experts at the Tokyo Olympics, in Western News. #purpleandproud #GoStangs #Tokyo2020 https://t.co/NJCVh5tsK2",0,0,0,0,0,0,0,0,0,1,positive,1
1453,Western University,Plan your #Tokyo2020 schedule and Friday night so that you catch two more @westernuAlumni on the water! @jillmoffatt_  competes at 10 p.m. (ET) and Jen Martins at 10:50 p.m. (ET). https://t.co/Y3zowAWpmW,0,1,0,0,0,0,1,0,0,0,neutral,0
1454,Western University,"First #MustangSpotting will be at #OpeningCeremonies! ?? Scott Russell, Adrienne Arsenault and Heather Hiscox leading @CBC’s #Tokyo2020 coverage - all three are @westernuAlumni! @CBCScottRussell
@adriearsenault @cbchh https://t.co/eLUR2NFK5v",0,0,0,0,0,0,0,1,0,0,neutral,0
1455,Western University,"Catch (and cheer!) #WesternU on the field, the water and #behindthescenes at #Tokyo2020. Go Mustangs! #purpleandproud #teamcanada https://t.co/NJCVh5tsK2",0,1,0,0,1,0,2,1,0,1,positive,1
1456,Western University,@CBCScottRussell @WesternMustangs @Olympics Don't mind us! Just going back through all the amazing #purpleandproud pictures and tweets you've shared over the years! #laterlikes #flashback,0,0,0,0,0,0,0,0,0,0,neutral,0
1457,Western Mustangs,"RT @WesternMustangs : “Being a young woman growing up in sport shaped me so significantly. It showed me I could do hard things and that gave me a strong sense of confidence.” – Sara Nathanson, BA’98, Varsity #WesternMustangs alumna and athletics donor 

Adopt a Mustang today: https://t.co/JAFkz7v6eU https://t.co/XD0XeoZ9Ob",0,1,0,1,2,0,1,1,0,3,positive,3
1458,Western University,We are so excited to cheer on #WesternU grads and Olympians @jillmoffatt_ and Jen Martins as they row for #TeamCanada #purpleandproud #rowing #Olympics2021 https://t.co/Y3zowAWpmW,1,2,0,0,2,0,2,2,1,2,positive,1
1459,Ontario Colleges and Universities,"RT @ONtrainandstudy : Ontario is supporting #OntarioMade innovation at @WesternU by investing over $9.7M in 16 research projects.

Research will support the development of homegrown products and ideas that will help boost the provincial &amp; local economies. https://t.co/glGqcyV3BW https://t.co/Dw8j9wYQpQ",0,0,0,0,0,0,0,1,0,2,positive,2
1460,Western University,We can’t wait to toot our horns ?? and welcome our newest Mustangs to campus! Set yourself up for success at #WesternU with Thriving Foundations - programs to prepare you for student life. ?? https://t.co/sA4DfbXoA1 https://t.co/4xBlA6QJGn,0,4,0,0,2,0,0,0,1,3,positive,2
1461,Western University,"#COVID19 caused a massive, worldwide disruption of formal education. @westernuEdu professor @PrachiSrivas calls for smart investments in education equity now, to support future life opportunities for this affected generation.",1,1,0,1,0,0,1,2,2,2,neutral,0
1462,Western University,Move and meditate. New study published in @FrontPsychol says #mindfulness and exercise can be helpful as non-drug alternative to help children with ADHD learn. Study is co-authored by #WesternU prof Barbara Fenesi. #learning #ADHD https://t.co/lrJ4bTbgRG,0,1,0,0,2,0,0,2,0,6,positive,6
1463,Western University,"For years, researcher @gregoryalankopp has suggested builders use longer nails in roofs and placing them every six inches, rather than the current foot, apart. After @westernuNTP investigated #barrietornado last week, he has even more evidence. 
#westernu https://t.co/PhyhKEiHCC",0,0,0,0,0,0,0,0,0,0,neutral,0
1464,Western University,"World-changing  research at #WesternU got a huge boost from @ONtrainandstudy with a $2.65M grant for 3D-imaging tech that's a faster, better, less costly way to diagnose and treat patients with tumours or osteoporosis. @JillDunlop1 @SchulichMedDent https://t.co/CI0oscGWuz",1,2,1,1,2,1,1,2,1,2,positive,1
1465,Western University,"So many Mustangs participating as athletes, coaches, officials and broadcasters at the #TokyoOlympics! We're cheering for all of you! @WesternMustangs @westernuAlumni @CBCOlympics #purpleandproud #TeamCanada #Olympics2021 https://t.co/5V2kkhzYq4",0,0,0,0,1,0,0,0,0,1,positive,1
1466,Western University,"Tomorrow, many members of the Western and London Muslim community will gather on 
campus for Eid al-Adha prayer (outdoors, with masks &amp; physical distancing). Advance registration 
is required (https://t.co/r7UY8WhGXi).",0,2,0,1,1,0,1,0,0,2,positive,2
1467,Western University,"Today, we are thinking of our Muslim community here at #WesternU as they begin to observe #EidAlAdha. We wish our Muslim students, faculty, and staff an opportunity to feel a sense of peace, the love of friends and family, and a moment to celebrate. Eid al-Adha Mubarak. https://t.co/HjSvqAtxxz",0,2,0,0,2,0,0,2,0,6,positive,6
1468,Western University,"Western welcomes Minister @JillDunlop1 for a tour of #WesternU labs during announcement of $2.653M investment in #OntarioMade research, including imaging science. @ONtrainandstudy @SchulichMedDent https://t.co/jo8t8F7zhm",0,1,0,0,0,0,0,0,0,1,positive,1
1469,Schulich WesternU,"RT @SchulichMedDent : You have a #concussion, now what? Join Dr. Lisa Fischer at #SeeTheLine on August 12 as she debunks concussion myths and outlines best practices around concussion care.",1,0,0,0,0,1,0,0,1,2,positive,1
1470,City of London,"RT @CityofLdnOnt : Starting Monday, our community centres, arenas &amp; aquatics centres will reopen with some great recreation opportunities. 

Whether you’re into lane swims ??????? or painting ??, ballet ?? or badminton ??, there’s something for everyone.

Learn more at https://t.co/QHlGHiY0BQ https://t.co/ny6lYfmMj6",0,1,0,0,1,0,0,0,0,4,positive,4
1471,Western University,@ScottMacShack great question! @westernufood we’re all excited to see the Angry Goose back on campus ??,1,1,1,0,1,0,1,1,1,2,positive,1
1472,Ontario's Universities,"RT @OntUniv : (1/4) As @OntUniv and @OUSAhome prepare to welcome new and returning students this fall, we encourage all faculty, staff and students to get vaccinated against COVID-19. #ONpoli

Read the joint statement: https://t.co/X7gnWSeKpv https://t.co/L9Q1WXKGGR",0,1,0,0,1,1,0,3,1,4,positive,3
1473,Western University,#WesternU law professor Richard McLaren is leading separate investigations into allegations of wrongdoing in two international sports organizations #boxing #basketball https://t.co/BzOg7fQdyT,2,1,1,0,1,1,0,3,1,2,positive,1
1474,Western University,"“We want to remember them as they lived: as a devoted family, as Western scholars and researchers, and as caring and well-loved members of the broader community.”

Western to honour Madiha Salman and Salman Afzaal through scholarships in their names.
https://t.co/GpADNonasO",0,0,0,0,0,0,0,0,0,1,positive,1
1475,Western University,"What will life look like post-pandemic? A new film and song, both with #WesternU connections, provide a sneak peek for #LdnOnt #postpandemicpositives #alivetogether @JJSereday @mikewillydawg https://t.co/SO4XOzGS5T",1,0,0,2,0,1,1,1,2,1,negative,-1
1476,Western University,"""Snakes...why'd it have to be snakes?"" Because Indy, according to new research at #WesternU, the venom can be used for making ‘super glue’ that stops bleeding in seconds using visible light. https://t.co/V3SRSMueJt https://t.co/8SQvkBg8Kn",1,0,2,2,0,1,0,0,2,0,negative,-2
1477,Western University,"Congratulations to our five #WesternU PhD candidates, named among 166 #VanierCanada scholars nationwide. @CIHR_IRSC @westernuSocSci @SchulichMedDent 

#cdnpse #onpse #ldnont https://t.co/IGi8gRQj5m",0,0,0,0,0,0,0,0,0,0,neutral,0
1478,Western University,What tomorrow's move to step three of Ontario’s Roadmap to Reopen means for #WesternU https://t.co/y7yJslqItK,0,0,0,0,0,0,0,0,0,0,neutral,0
1479,Western University,The #PrideProgress flag will be raised at #WesternU on the University Community Centre’s Concrete Beach from July 15-25 to coincide with @prideldnfest. #LdnOnt,0,1,0,0,1,0,0,0,0,2,positive,2
1480,Western University,".@prideldnfest, planned for July 15-25 will be held virtually. Though celebrating #Pride feels best when we can do so in person, we know the #LdnOnt community will make this year’s feel special in its own way. Find the calendar of activities at: https://t.co/6aGLGy5qZK",0,1,0,0,3,0,0,0,0,4,positive,4
1481,Western University,"Happy @prideldnfest! #WesternU joins city-wide celebrations of our 2SLGBTQ+ community. More than ever before, it’s important to acknowledge that Pride is for everyone. A Pride that we are proud of must always be inclusive of and in radical support of all. https://t.co/6aGLGyn1Ri https://t.co/60iCH4teqe",0,2,0,0,3,0,0,3,0,6,positive,6
1482,Western Mustangs,"RT @WesternMustangs : After a delay of a year, the 2020 Summer Olympic Games officially kick off on Friday July 23, 2021 and the #WesternMustangs are representing! 

Read more about all our many #Mustangs going to Tokyo: https://t.co/octCTpmXEC

#RunWithUs #WesternU #Tokyo2021 #olympics #tokyo https://t.co/ApOQ4gZTLx",2,1,1,1,0,1,0,0,2,0,negative,-2
1483,Institute for Earth and Space Exploration,RT @westernuSpace : Wondering what the Space Explorers’ Summer Camp looks like this year? Here is a sneak peak of our virtual camp and kids are loving it! Register now for the upcoming weeks for our summer camp.  #spaceexplorers2021 @westernuSpace https://t.co/8KGVytq52W,1,0,0,1,1,0,1,1,1,1,neutral,0
1484,CBC London,"RT @CBCLondon : Lack of regulation for tattoo ink poses health risk, says Western University researcher https://t.co/NncknG2cVw https://t.co/EaSTaPm8pA",0,2,0,1,0,0,0,0,2,1,negative,-1
