"","DivPosts$X","DivPosts$X.11","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","Sentiment","SentimentScore"
"2524","UWaterloo Alumni","RT @uwaterlooalumni : Be the leader that advocates for staff and supports their mental and physical wellness.

Read as alumnus Chris Goddard (BA ’01) shares his story and the human side of running a business: https://t.co/9KKeEZLITi

#UWaterlooForever #UWaterlooAlumni @uwaterlooARTS https://t.co/Raf6Ws9vrw",0,0,0,0,0,0,0,1,0,1,"positive",1
"2525","University of Waterloo","As the global pandemic forces students, businesses and entire industries to adapt to rapid change, #UWaterloo is deepening its commitment to developing resilient talent for the future with the launch of @WxLinstitute.

Read more: https://t.co/RcLytluHtm #UWaterloo #futureoftalent https://t.co/tkdKtzrOJo",0,1,0,2,0,1,1,0,1,4,"positive",3
"2526","University of Waterloo","We are excited to announce the launch of our @WeChatApp Official Account to better connect with our #UWaterlooCommunity. This new social media platform features updates and resources for current &amp; prospective students. 

Learn more: https://t.co/jRvTKOZRWk #UWaterloo #WeChat https://t.co/JO9T83xWrN",0,2,0,0,2,0,1,4,0,4,"positive",4
"2527","UWaterloo Life","RT @UWaterlooLife : @yourWUSA Welcome Week in happening right now! Your student association is excited to welcome all students to the campus community virtually with a week of fun events to kick off the school year!  Take a look at what's happening ?? https://t.co/9GJldx7PTa https://t.co/SNtQxXxXNd",1,2,0,0,2,0,1,3,1,3,"positive",2
"2528","University of Waterloo",".@Shopify and #UWaterloo have partnered to help students sharpen their e-commerce skills through a free online course. This will be offered as part of the Digital Skills Fundamental courses that was launched in June. 

Learn more: https://t.co/P4Ujoyemrx #Shopify @HireWaterloo https://t.co/KZUVmkuKXr",1,1,0,0,0,0,0,2,0,2,"positive",2
"2529","Vivek Goel","RT @UWaterlooPres : .@UWaterloo will be home to its own on-campus #COVID19 assessment and testing centre starting October 1, in partnership with @StMarysGenHosp, Ontario Health West and @ROWPublicHealth. 

This is an important piece of #UWaterloo’s response to the pandemic. https://t.co/Qm4PHuMpyp https://t.co/WPkih7M6vL",0,0,0,1,0,1,1,3,1,2,"positive",1
"2530","University of Waterloo","Though things will look a little different this year for our Alumni Weekend and Alumni Black and Gold Day, we hope you will join us for the virtual events on September 25 and 26, 2020! ????

Learn more: https://t.co/QFit8UBx8c #UWaterloo @uwaterlooalumni https://t.co/Qc5As1thrq",0,1,0,0,1,1,1,1,1,4,"positive",3
"2531","UWaterloo Health","RT @uwaterloohealth : #AHSintheMedia: Public Health experts like @UWSPHHS Professor John Hirdes comment on current #COVID19 trends and the impact of students returning to school: https://t.co/7UtkLUKYjM @UWaterloo",0,1,1,0,0,0,0,2,1,2,"positive",1
"2532","University of Waterloo","Starting your first year of university is a big moment, especially since back-to-school has never looked quite like this. Enter Waterloo Ready, a community-building program developed by @UWaterlooLife that helps support #UWaterloo students. 

Read more: https://t.co/ifydcC0OMa https://t.co/nQGLHPOjHI",0,2,0,0,0,0,0,1,0,3,"positive",3
"2533","University of Waterloo","Coming soon: A campus #COVID19 testing centre is opening Oct 1 in the Health Services building to support the safety of our #UWaterloo community.

The centre is in partnership with @StMarysGenHosp, Ontario Health West and @ROWPublicHealth. 

Learn more https://t.co/LTPFbou2cq https://t.co/596W0VUo9u",0,1,0,0,0,0,0,1,0,4,"positive",4
"2534","University of Waterloo","“I chose #UWaterloo because of its unique IP policy and the large availability of talent for when I start my own company.” says Ali Rizvi, PhD Candidate, Management Sciences. Learn more about @WaterlooENG
 grad studies: https://t.co/y2l88kaKzc @UWaterlooGSPA https://t.co/GKbGoB40Ia",0,1,0,0,0,0,1,2,0,5,"positive",5
"2535","Waterloo Mathematics","RT @WaterlooMath : Professors have a #ProfoundImpact on the personal and professional lives of their students. Share your story and the impact a prof has had on you on the Waterloo Math Digital Community: https://t.co/ldQB8CQwTG https://t.co/VC5v5AEpOv",0,1,0,0,1,0,0,3,0,3,"positive",3
"2536","Waterloo Environment","RT @envwaterloo : Has life in cities been changed forever? From mass transit to health, to development and social justice, the pandemic has impacted nearly every facet of life. Join us Sept. 26 for a riveting panel talk discussing Cities in the Age of COVID-19. https://t.co/Mzx5pbOzVv https://t.co/g0xTao1WTd",0,0,0,1,0,1,0,1,1,4,"positive",3
"2537","University of Waterloo","Read more on this study from @UwOptometry on the use of brain stimulation to potentially help people with macular degeneration recover their vision. ?

#UWaterloo #UWaterlooNews https://t.co/tvgDNJKpvZ",0,1,0,0,0,0,0,0,0,2,"positive",2
"2538","UWaterloo Health","RT @uwaterloohealth : #AHSintheMedia: “The pandemic has presented an opportunity to rethink and act radically and really consider the actual purpose of tourism,” writes @UWRecandLeisure prof and co-author Karla Boluk. Read five ways to make your next holiday more sustainable: https://t.co/NjoWVwLKPZ https://t.co/ykwVu8wv2v",0,2,0,1,1,1,0,1,1,4,"positive",3
"2539","Waterloo Warriors","RT @WlooWarriors : Happy Monday Warriors??

ICYMI: Here is a look at all of our new safety protocols at the CIF! 

We are very excited to see you back on campus Warriors!

?????? @UWaterloo @UWaterlooLife @yourWUSA @GSA_UWaterloo 

https://t.co/NkreFiQ2P1",0,2,0,0,2,0,1,2,0,2,"positive",2
"2540","University of Waterloo","In 1972, Scott Vanstone (BMath '70, MMath '71, PhD '74) walked into Ron Mullin’s (MA '60, PhD '64) office and told him he wanted to be his student. Since then, Scott’s impact is felt through his work, research articles, awards and more: https://t.co/cgdBam9Eco #profoudimpactday https://t.co/H5caBGVhHa",0,0,0,0,0,0,0,0,0,0,"neutral",0
"2541","Waterloo Mathematics","RT @WaterlooMath : #DYK Sept 14 is #ProfoundImpactDay? Marking this inaugural day is the launch of the Waterloo Math Digital Community. Join today to engage with students, researchers, &amp; alumni, displaying our collective impact.
Learn more: https://t.co/oLENcocwlw
@aprofoundimpact https://t.co/TFwKliRM7H",0,2,0,0,0,0,0,0,0,4,"positive",4
"2542","University of Waterloo","@nancy_heide Peak Canadian courtesy. ????",0,0,0,0,0,0,0,0,0,1,"positive",1
"2543","University of Waterloo","1995! Time flies. ? 

???? #UWaterloo https://t.co/IXfeTGLNnA",0,1,0,0,0,0,0,0,0,0,"neutral",0
"2544","University of Waterloo","@JodiSz @WaterlooMath Great story @JodiSz! ????",0,0,0,0,0,0,0,0,0,0,"neutral",0
"2545","University of Waterloo","How do we strengthen personal wellness practices in this new normal? Prior #UWaterloo co-op students Manreet and Alexis discover and explore ways to optimize their physical, mental and social wellness: https://t.co/h3JbRnU7uB #UWaterlooCoop #mentalhealth https://t.co/7BlmztQikf",0,1,0,0,0,0,0,1,0,1,"positive",1
"2546","University of Waterloo","While September is about starting a new academic year, some at #UWaterloo are already working on next year. 

On this episode of the @uwdailybulletin podcast, Scott O’Neill tells us the ways student recruitment is changing with the times and more: https://t.co/dBBrPKntO2 https://t.co/LqcplXMXj5",0,0,0,0,0,0,0,1,0,2,"positive",2
"2547","UWaterloo News","RT @UWaterlooNews : As the largest freshwater system in the world, what happens to our economy when the Great Lakes are damaged by #climatechange? Learn more about the new integrated model that evaluate the economic impacts of climate change on the Canadian Great Lakes Basin: https://t.co/qaPROzpLEr https://t.co/4WCcypVEyx",0,0,0,1,0,0,0,2,0,2,"positive",2
"2548","UWaterloo Life","RT @UWaterlooLife : International students! Have you filled out the University's mandatory International Student Travel Plans and Quarantine form? ?? https://t.co/e9qCuXuXHH https://t.co/vF8s9YsYki",0,0,0,1,0,0,0,0,0,0,"neutral",0
"2549","University of Waterloo","Happy Friday, #Warriors! Can you guess what year this was taken in? #UWaterloo ???? https://t.co/aJZuvQyFfv",0,1,0,0,1,0,1,1,0,1,"positive",1
"2550","University of Waterloo","In 1972, Scott Vanstone (BMath '70, MMath '71, PhD '74) walked into Ron Mullin’s (MA '60, PhD '64) office and told him he wanted to be his student. Since then, Scott’s #profoundimpact echoes today through his work, research articles, awards and more: https://t.co/cgdBam9Eco https://t.co/D3ELZiNFz5",0,0,0,0,0,0,0,0,0,0,"neutral",0
"2551","UWaterloo Health","RT @uwaterloohealth : #AHSintheMedia: Now that children are back at school, infectious disease experts are urging Canadians to reintroduce physical distancing with vulnerable people in their #COVID19 bubbles. @UWSPHHS Prof. Zahid Butt explains what this means for grandparents: https://t.co/X0fl8k58nD",1,0,2,2,0,2,0,1,3,0,"negative",-3
"2552","Vivek Goel","RT @UWaterlooPres : With many @UWaterloo students, faculty and staff members making the phased and gradual return to campus, be sure to take a look at what's open on campus, including non-academic buildings. https://t.co/dndWUdc62T https://t.co/UH9FvxmbTo",0,1,0,0,0,0,0,2,0,3,"positive",3
"2553","Waterloo Mathematics","RT @WaterlooMath : Join us to celebrate Alumni Black and Gold Day at Home!  Whether you watch the concert, take part in the virtual fun run or enjoy the day of math-specific activities, we hope you have a great time. 
Register today: https://t.co/ZQkl7z9rAG
#UWaterlooForever #UWaterlooAlumni https://t.co/UgP3qpxp71",0,5,0,1,3,1,1,2,1,5,"positive",4
"2554","Waterloo Int'l","RT @WaterlooINT : Excited to announce that @UWaterloo has launched a WeChat Official Account to better connect with the  Mandarin-speaking Waterloo community. This new social media platform features updates and resources for current &amp; prospective students. Learn more here: https://t.co/7jDu9dwhNy https://t.co/RCh9HuKjIT",0,1,0,0,2,0,1,5,0,5,"positive",5
"2555","Waterloo Warriors","RT @WlooWarriors : Welcome Back Warriors??????

While everything feels &amp; looks a little bit different, we assure your health &amp; safety is our top priority!

Please watch our CIF Reopening Video that outlines all of the new safety protocols in place!

@UWaterloo @UWaterlooLife
https://t.co/CsFIVl0kiE",0,2,0,1,0,0,0,2,0,1,"positive",1
"2556","University of Waterloo","Starting your first year of university is a big moment, especially since back-to-school has never looked quite like this. Enter Waterloo Ready, a community-building program developed by @UWaterlooLife that helps support #UWaterloo students. 

Read more: https://t.co/ifydcBJdUC https://t.co/5n703j5X8A",0,2,0,0,0,0,0,1,0,3,"positive",3
"2557","University of Waterloo","Welcome back, @UWaterloo. Reminder that wearing a face mask or face covering is required in all common areas inside buildings. 

Check out the Return to Campus Guide for everything you need to know before heading back to #UWaterloo campus: https://t.co/ELhU9XVoZW https://t.co/br6uJBSzAd",0,0,0,0,0,0,0,1,0,1,"positive",1
"2558","Jeff Casello","RT @JeffCasello : I’m happy to share a new grad student-focused website with info about #UWaterloo commitments related to grad student funding, TA/RA-ship payment/time allocations, grad students acting as sessional instructors, and addressing non-financial challenges. https://t.co/lAOonaJJQz",0,4,0,0,2,0,0,3,1,2,"positive",1
"2559","Daily Bulletin","RT @uwdailybulletin : If you're coming to campus this fall term, protect yourself and others: wear a mask, check-in, download WatSAFE, wash your hands frequently and practice physical distancing.  

Get more safety tips here: https://t.co/6hJuaGyyEP https://t.co/FLX2xVXzQD",0,1,0,0,0,1,0,1,2,2,"neutral",0
"2560","University of Waterloo","@mathurahravi @googlestudents Congratulations ??",0,0,0,0,0,0,0,0,0,0,"neutral",0
"2561","University of Waterloo","@ademide25_ Hi there - plans for 2021 are still being finalized. I recommend you connect directly with your program. https://t.co/jy8h8nlwIm",0,0,0,0,0,0,0,1,0,1,"positive",1
"2562","University of Waterloo","We look forward to gradually welcoming more of our #UWaterloo community back to campus this term. Many buildings and supports have re-opened or have announced expanded in-person services on campus. 

See the full list of what's open and when at https://t.co/gK210VcWT7 https://t.co/BhcBU0ngAZ",0,0,0,0,0,0,0,0,0,3,"positive",3
"2563","UWaterloo News","RT @UWaterlooNews : What happens when flu season bumps up against a global pandemic?

Canadian health-care professionals are expecting an increase in demand for influenza vaccinations this upcoming flu season. Read more: https://t.co/NtFqla8FVa https://t.co/fLE1C0oleP",1,1,0,2,0,1,0,0,4,1,"negative",-3
"2564","University of Waterloo","For the fourth year in a row, @UWaterloo is pleased to recognize outstanding community members as recipients of the 2020 President's Community Impact Awards – submit your nominations: https://t.co/yyP61n3k6e #UWaterloo #UWaterlooCommunity @UWaterlooPres https://t.co/v6qLlA6y1l",1,1,0,0,2,0,0,0,2,3,"positive",1
"2565","University of Waterloo","@amy_matharu @uwaterlooalumni Welcome back Amy! ????",0,0,0,0,0,0,0,0,0,0,"neutral",0
"2566","University of Waterloo","A group of exceptionally talented incoming students are starting @UWaterloo this fall with a prestigious scholarship in tow. Meet Waterloo’s 2020 #SchulichLeaders cohort: https://t.co/BgSWm3ElVX https://t.co/KlLssIPjH0",0,0,0,0,1,1,0,0,1,1,"neutral",0
"2567","Daily Bulletin","RT @uwdailybulletin : On Sep 9 &amp; 10, academics across the country are participating in #scholarstrikecanada. UWaterloo acknowledges the many specific calls to action for post-secondary institutions and is committed to bringing the changes needed to combat racism. 
https://t.co/uyCAxeiqWr",1,1,0,1,0,0,0,2,2,2,"neutral",0
"2568","University of Waterloo","@sarahchun02 Welcome Sarah! ????",0,0,0,0,0,0,0,0,0,0,"neutral",0
"2569","Vivek Goel","RT @UWaterlooPres : Welcome back to the start of a new term and academic year, @UWaterloo! https://t.co/MaBiAZcANY https://t.co/upqS6fwxbN",0,1,0,0,0,0,0,1,0,1,"positive",1
"2570","University of Waterloo","As an athlete, Brendan Pinto suffered a major injury and faced a grueling road to recovery. Now a PhD student in @UWaterlooKin, his research aims to prevent others from experiencing the same consequences of pain and injury as he did. Learn more: https://t.co/OrE0RuAZ0G #UWaterloo https://t.co/Xr25DAYewU",1,0,0,3,0,2,0,0,2,4,"positive",2
"2571","University of Waterloo","Whether you’re a new or returning #UWaterloo student, your safety is our top priority. Learn more about what to expect and the steps you can take to help maintain a safe and healthy campus. 

Welcome back, Waterloo. ????

Read the full guide: https://t.co/u9sjNuYWNG https://t.co/T8C4powjRM",0,2,0,0,1,0,1,4,0,7,"positive",7
"2572","UWaterloo Library","RT @UWLibrary : We are looking forward to welcoming you back tomorrow #UWaterloo! This is what you can expect when arriving at Davis Centre Library. For more information please visit: https://t.co/cQcZamnxgd https://t.co/0wkASLvKf7",0,2,0,0,0,0,1,1,0,5,"positive",5
"2573","University of Waterloo","Whether you’re a new or returning #UWaterloo student, your safety is our top priority. Learn more about what to expect and the steps you can take to help maintain a safe and healthy campus. Welcome back, Waterloo!

Read the full guide: https://t.co/u9sjNuYWNG https://t.co/P5ibj5nHff",0,2,0,0,1,0,1,4,0,7,"positive",7
"2574","University of Waterloo","Happy #longweekend, #UWaterloo! 

Here are the best two minutes and thirty-five seconds you could spend today, brought to you by @UWaterloo students Sophia and Nicholas: https://t.co/a8zxZI2ag6  

???? @KIWaterloo",0,1,0,0,1,0,0,1,0,1,"positive",1
"2575","University of Waterloo","Curious as to what is open and closed on #UWaterloo campus this #longweekend? 

Learn more: https://t.co/VfQia6lBAN @uwdailybulletin https://t.co/Wt4fpytMqn",0,0,0,0,0,0,0,0,0,1,"positive",1
"2576","University of Waterloo","How can you navigate your co-op experience while #workingfromhome? Ryan Aldous, previous co-op in University Relations, Government Relations, shares how he was able to pivot and adopt new skills during his experience. 

Read more: https://t.co/2vowym82CL #UWaterloo @HireWaterloo https://t.co/lWo7bEAplw",0,1,0,1,0,0,0,1,1,2,"positive",1
"2577","University of Waterloo","On this episode of the #BeyondTheBulletin podcast, Mary Wells, @WaterlooENG's new dean, tells us about hopes for the Faculty and engineering in Canada and more. 

Listen and subscribe: https://t.co/0FMEiuuZcS #UWaterloo @uwdailybulletin https://t.co/k8DFmo3Or6",0,1,0,0,0,0,0,1,0,1,"positive",1
"2578","UWaterloo Alumni","RT @uwaterlooalumni : Wildfires, rising sea levels, melting ice caps. Quinn Abram (BSc '16, MSc '19) explores the change in our environment and how all life in Canada is connected.

Read more: https://t.co/ZpzaDlcd7t
@WaterlooSci #UWaterlooAlumni #UWaterloo https://t.co/MmwexYXd7V",0,1,0,1,1,0,0,0,0,2,"positive",2
"2579","Region of Waterloo Public Health","RT @ROWPublicHealth : Let’s protect each other. Our post-secondary community is part of what makes @RegionWaterloo great. Dr. Wang has a message for new and returning students in our community. Read it now at: https://t.co/iqZj2RU9ue https://t.co/uIPKnh17gP",0,0,0,0,0,0,0,0,0,2,"positive",2
"2580","Pembina Institute","RT @Pembina : 2050 is closer than we think. “Yesterday, last year, 10 years ago is when we needed to start decarbonizing the Canadian economy,” says Sarah Burch of @UWaterloo. CBC looks at the future of fossil fuels, electrification &amp; hydrogen on our path to net-zero. https://t.co/Xfc2ppxP4g",0,1,0,0,0,0,0,1,0,0,"neutral",0
"2581","University of Waterloo","As part of our safe return to @UWaterloo campus, we have developed a tool called Campus Check-In that will help monitor campus building occupancy levels both within buildings and within departments. 

Learn more: https://t.co/Gmd7H18EZT #COVID19 #UWaterloo https://t.co/ZG7lkmDzBW",0,0,0,0,1,0,0,1,0,3,"positive",3
"2582","University of Waterloo","Welcome back, @UWaterloo! Whether you are a new student or returning to campus, your safety is our top priority. Learn more about best practices on campus, what to expect, and more: https://t.co/u9sjNuYWNG #UWaterloo https://t.co/NDMiUqaQcH",0,2,0,0,0,0,1,2,0,3,"positive",3
"2583","University of Waterloo","With classes gearing up as summer winds down, our @UWaterloo faculty and staff have been working to provide both incoming and returning students with an engaging Fall Term. 

Here is everything you need to know before heading back to #UWaterloo: https://t.co/RYTuhMWs6I https://t.co/m3satgZVeB",0,0,0,0,1,1,0,3,1,4,"positive",3
"2584","UWaterloo Alumni","RT @uwaterlooalumni : Jackie Lee (BSc ’06) will be a panelist at Alumni Black &amp; Gold Day. Ahead of this discussion, she answered questions about Masks for Covid, an organization she co-founded during the pandemic.

Read more:  https://t.co/5RPpmoy9oF #UWaterlooAlumni #UWaterlooForever @WaterlooSci",0,1,0,1,1,2,1,1,2,4,"positive",2
"2585","UWaterloo News","RT @UWaterlooNews : What we know about #COVID19 seems to change daily. We asked @ahswaterloo Professor Narveen Jandu, an expert in microbiology, to give us an update on the science of the virus in this Q and A: https://t.co/6XMkqqoTRJ #UWaterlooNews https://t.co/v2HG2Avwzg",0,1,0,1,0,0,0,2,1,2,"positive",1
"2586","University of Waterloo","@WlooWarriors @BioSteelSports ??",0,0,0,0,0,0,0,0,0,0,"neutral",0
"2587","UWaterloo Health","RT @uwaterloohealth : What we know about #COVID19 seems to change daily. Get up-to-date on how the virus spreads, what the symptoms are and the long-term effects on the body in this Q&amp;A with microbiology expert and @UWSPHHS Professor Narveen Jandu: https://t.co/ssFutz1luM @UWaterloo https://t.co/bE6E6wK1Wl",0,2,0,1,0,0,0,2,1,2,"positive",1
"2588","UWaterloo Arts","RT @uwaterlooARTS : Did you know it's been 60 years since @UWaterloo officially formed the Faculty of Arts? Read the original announcement and watch for more #UWaterlooArts60 content coming your way this fall. #TBT   https://t.co/8atdneubaU",0,3,0,1,1,1,0,2,1,2,"positive",1
"2589","University of Waterloo","Dillon Browne, @uwaterlooARTS professor, discussed the short and long-term social and developmental consequences of #COVID19 on our kids during our recent #UWaterlooCommunity lecture. 

#ICYMI, watch the full lecture here: https://t.co/b2Ct5mAjOY https://t.co/KJyeK3TvVp",0,2,0,1,0,0,0,1,0,2,"positive",2
"2590","University of Waterloo","A Canada-U.S. partnership is helping resource-strapped long-term care organizations improve resident outcomes, says a new study. 

Read more: https://t.co/On9YOkgQqT #UWaterloo @ahswaterloo https://t.co/Luv0Ce16zm",0,2,0,0,1,0,0,2,0,4,"positive",4
"2591","UWaterloo Co-operative and Experiential Education","RT @HireWaterloo : Many organizations fulfill their full-time #talent needs by hiring graduating #UWaterloo students. With the largest co-op program worldwide, many graduates will have up to 2 years of full-time work experiences. Learn more about #hiring Waterloo grads: https://t.co/RYJfO4AMYG https://t.co/KpJ36i34nH",0,1,0,0,1,0,0,0,0,4,"positive",4
"2592","University of Waterloo","Together, the @uwscisoc, @WaterlooSci departmental clubs and the Psychology Society donated $5,500 to help the local community fight #COVID19. The donation came from unused event funds and was shared amongst three organizations. Read more: https://t.co/YX0rsGqKxY #UWaterloo https://t.co/OEfJflpqtD",1,0,0,1,0,0,0,0,1,2,"positive",1
"2593","University of Waterloo","@ClarNiFheorais ????",0,0,0,0,0,0,0,0,0,0,"neutral",0
"2594","University of Waterloo","As part of our safe return to @UWaterloo campus, we have developed a tool called Campus Check-In that will help monitor campus building occupancy levels both within buildings and within departments. 

Learn more: https://t.co/Gmd7H0R48l #COVID19 #UWaterloo https://t.co/NiyEHtr2kY",0,0,0,0,1,0,0,1,0,3,"positive",3
"2595","University of Waterloo","@lindawarley Congratulations @lindawarley! Thank you for everything – best of luck with retirement. ????",0,2,0,1,2,1,1,1,1,2,"positive",1
"2596","Vivek Goel","RT @UWaterlooPres : Excited to have @UWaterloo become one of Canada’s first 5G smart campuses as we have partnered with @Rogers on advanced research for Canadian-made 5G solutions in a real-world setting. https://t.co/ZeM3JuJGPI https://t.co/p3IVk3qXVq",0,1,0,0,1,0,1,2,0,3,"positive",3
"2597","UWaterloo Arts","RT @uwaterlooARTS : We hear this a lot ?? The number one skill entrepreneur @Chris_Goddard (BA '01) learned during his degree: ""The ability to think creatively and constructively."" Read more about how a #UWaterlooArts degree helped prepare him for this delicious venture ??
 https://t.co/pLPbOohlEV",0,1,0,0,1,0,0,0,0,4,"positive",4
"2598","University of Waterloo","How will the disruptions of 2020 affect our children and their development? #UWaterloo professor @krllewellyn discussed education as a human right, and more during our ""Will Our Kids Be Alright?"" #UWaterlooCommunity lecture with @KitchLibrary: https://t.co/b2Ct5mAjOY https://t.co/0Mcn1FFxcD",0,0,0,0,0,0,0,1,0,1,"positive",1
"2599","University of Waterloo",".@UWaterloo has become one of the first 5G smart campuses in Canada as part of a partnership with @Rogers that leverages #UWaterloo's global leadership in computing, engineering and co-operative education. ??

Learn more: https://t.co/5oAYhcMbSj https://t.co/hngB5ALMOB",0,0,0,0,0,0,0,1,0,2,"positive",2
"2600","Kitchener Public Library","RT @KitchLibrary : Tips for parents: 

?Take care of yourself, without guilt
?Promote emotionally supportive interactions at home
?Get help when needed.

Hear from @UWaterloo researchers for more ways we can limit the effects of the pandemic on our children: https://t.co/1d9Xe6W90K",0,0,1,1,0,2,0,0,2,0,"negative",-2
"2601","University of Waterloo","@TheGuyThatRules @KitchLibrary @uwaterlooARTS Hey there, we think Janice was just alluding to the importance of preparation should there be a second wave of #COVID19. Feel free to watch the full lecture video for more context! ????",0,3,0,1,0,0,0,0,0,2,"positive",2
"2602","UWaterloo Health","RT @uwaterloohealth : #AHSintheMedia: Has the anticipated second wave of #COVID19 begun? If you subscribe to the Toronto Star, read expert opinions from epidemiologist and @UWSPHHS Prof. Zahid Butt and others from around the world on the status of COVID-19: https://t.co/Kbf21Ws2lE @UWaterloo",0,3,0,0,1,0,0,2,1,3,"positive",2
"2603","University of Waterloo","@mikaila28695747 Thank you for bringing this to attention. We’re aware of this group and their offensive videos. Our University administration is looking into this serious matter and the individuals involved. We do not condone the misogynistic sentiments and language the group is promoting.",1,1,1,0,0,0,0,0,1,3,"positive",2
"2604","University of Waterloo","""Preparation is key"" said Janice Aurini, #UWaterloo Sociology professor, during our #UWaterlooCommunity ""Will Our Kids Be Alright?"" lecture in regards to a potential second wave of #COVID19. 

Watch the full lecture: https://t.co/JKe1ffJhny @KitchLibrary @uwaterlooARTS https://t.co/1oF3qUizME",0,2,0,1,0,0,0,1,0,2,"positive",2
"2605","University of Waterloo","@SheilaBauman @KitchLibrary A fantastic lecture – thanks for sharing @SheilaBauman!",0,0,0,0,0,0,0,0,0,0,"neutral",0
"2606","University of Waterloo","@timalamenciak Thanks for helping our students move into #UWaterloo @timalamenciak! Admittedly, our geese always offer the strangest welcome. ????",0,0,0,0,0,0,0,0,0,1,"positive",1
"2607","Waterloo Warriors","RT @WlooWarriors : King Warrior feeling it this Tuesday morning! #TikTokTuesday ?????? 

@UWaterloo @UWaterlooLife https://t.co/3N6or87anO",2,1,1,2,1,1,1,1,1,3,"positive",2
"2608","University of Waterloo","@WlooWarriors @UWaterlooLife Best thing we've seen all morning. ????",0,0,0,0,0,0,0,0,0,0,"neutral",0
"2609","UWaterloo Health","RT @uwaterloohealth : Our mascot, AHSSIE, is very excited to welcome all of the first-year, transfer and exchange students to the first day of Orientation! ???? #UWOW20

This year, Orientation will be offered online and will run from September 1-7. Find the schedule on Portal: https://t.co/qBkhK1lOKE https://t.co/Lig4nl2xwy",0,1,0,0,1,0,1,2,0,2,"positive",2
"2610","University of Waterloo","How did @Chris__Goddard (BA ’01), co-founder of @CraftBrandCo., a Toronto agency that partners with local brewers, develop critical business skills through the #UWaterloo theatre program? 

Read the full story here: https://t.co/8ZzmCH4hYg #UWaterloo #UWaterlooAlumni https://t.co/vjEu1IXAYY",0,1,0,0,0,0,0,0,0,2,"positive",2
"2611","University of Waterloo","@KitchLibrary Thank you for being such a great partner for this event! 
????",0,0,0,0,0,0,0,0,0,1,"positive",1
"2612","UWaterloo News","RT @UWaterlooNews : .@WaterlooENG researchers found in a new study that resistance to social robots is easing as people either experience isolation themselves or see how it is affecting others. ??

Read more: https://t.co/KJmk0ibrWL #UWaterlooNews https://t.co/7AqSjWxxK4",1,0,0,0,1,1,0,1,2,2,"neutral",0
"2613","University of Waterloo","How will the disruptions of 2020 affect our children and their development? #ICYMI, the recording for our #UWaterlooCommunity ""Will Our Kids Be Alright?"" online lecture with @KitchLibrary is now available. 

See what the experts had to say: https://t.co/b2Ct5mRVdy #UWaterloo https://t.co/7xMDz69CQD",0,0,0,0,0,0,0,0,0,0,"neutral",0
"2614","University of Waterloo","@nancy_heide @UWaterlooLife ??",0,0,0,0,0,0,0,0,0,0,"neutral",0
"2615","University of Waterloo","“Waterloo’s ecosystem is designed for startups,” says @ArmenBakirtzian CEO and co-founder of @intellijoint. Learn more about how #UWaterloo innovation works in tandem with research: https://t.co/oUs4M7S4qN https://t.co/uCYpxI4sbO",0,0,0,0,0,0,0,1,0,2,"positive",2
"2616","University of Waterloo","@uwaterlooARTS ??",0,0,0,0,0,0,0,0,0,0,"neutral",0
"2617","UWaterloo Alumni","RT @uwaterlooalumni : Professor Jason Thistlethwaite (PhD '11) is an expert in mitigating climate crises. He recently took the time to share his insights on intersecting impacts of natural disasters and COVID-19.

Read more: https://t.co/vpUz6cnfSG

#UWaterlooAlumni
@envwaterloo",0,2,0,0,1,0,0,3,0,3,"positive",3
"2618","University of Waterloo","@angelarooke1 @uwaterlooARTS Elvis. ????",0,0,0,0,0,0,0,0,0,0,"neutral",0
"2619","University of Waterloo","The co-op program @WaterlooENG was a major draw for Anson Yu, an incoming student who will start her studies this fall with backing from the @loranscholar scholarship worth up to $100,000. 

Read more: https://t.co/OExqfyQxpq #UWaterloo #UWaterlooCoop @HireWaterloo https://t.co/gGEVqvL7Wv",0,1,0,0,1,1,0,0,1,3,"positive",2
"2620","University of Waterloo","On this episode of the #BeyondTheBulletin podcast, Ian VanderBurgh, director of @uWaterloo_CEMC discusses helping parents and teachers keep their students learning during the pandemic and more.

Listen and subscribe: https://t.co/ffciyj5Wq2 #UWaterloo @uwdailybulletin https://t.co/aBLkLM2mdB",0,1,0,1,0,1,0,1,1,2,"positive",1
"2621","UWaterloo Arts","RT @uwaterlooARTS : Missed our online event with @KitchLibrary? The recording is now available! See what @UWaterloo experts had to say about child development and #BackToSchool2020 in the #COVID19 era.  https://t.co/oBYjiswPMb",0,1,0,0,1,0,0,0,0,1,"positive",1
"2622","UWaterloo Co-operative and Experiential Education","RT @HireWaterloo : Congrats to all @uwaterloo students who have recently graduated! If you're an employer looking to expand your talent pipeline, you can post full-time positions on our job board WaterlooWorks. Learn more about hiring #UWaterloo graduates:  https://t.co/RYJfO4AMYG https://t.co/zKbAuiUf8q",0,2,0,0,0,0,0,0,0,4,"positive",4
"2623","University of Waterloo","While every co-op term presents its own set of challenges and obstacles, #COVID19 presented an even bigger challenge this year.

#UWaterlooCoop students Ryan, Lena, Alexis and Manreet reflect on the term and offer advice for the next cohort: https://t.co/P8JGw7pL4X #UWaterloo https://t.co/jpYmLwHJ19",1,0,0,1,0,0,0,1,1,1,"neutral",0
