,,Visual Properties,,,,,Labels,,,Graph Metrics,Do Not Edit,,Other Columns,,,,,,,,,,,,,
Western University,Western University,,,,,,,,,,,,2022-03-11T17:17:01.000Z,Fri Mar 11 17:17:01 +0000 2022,39,"PM @JustinTrudeau will deliver closing remarks at the #WesternU student-led @IDinSTEM virtual conference this weekend, adding to an already-amazing lineup of speakers. #STEM #LdnOnt https://t.co/btHELQha6P",14,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://news.westernu.ca/2022/03/student-led-stem-conference-to-feature-prime-minister-address/ ,3,2,,,
Western University,Western University,,,,,,,,,,,,2022-03-11T16:22:00.000Z,Fri Mar 11 16:22:00 +0000 2022,15,"""Many people are facing ongoing challenges to their physical, cognitive and mental health following recovery from COVID-19 infection, and we don’t yet know whether these will resolve with time."" 
— @Comadork, neuroscientist and professor at @BMI_WesternU
#WesternU",5,en,"<a href=""https://twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>",Tweet,,1,2,,,
Western University,Western University,,,,,,,,,,,,2022-03-11T15:33:00.000Z,Fri Mar 11 15:33:00 +0000 2022,8,"""Sadly, we’ve learned that the inequities and structural and systemic violence in our society run so deep that they shaped every aspect of our response, and non-response, to the pandemic."" 
— @NadineWathen, CRC in Mobilizing Knowledge on Gender-Based Violence
#WesternU",2,en,"<a href=""https://twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>",Tweet,,1,1,,,
Western University,Western University,,,,,,,,,,,,2022-03-11T14:43:44.000Z,Fri Mar 11 14:43:44 +0000 2022,10,"Six million deaths, 450 million confirmed cases, 11 billion vaccines administered. Two years after #WHO declared a global pandemic, what have we learned and how do we move forward? #WesternU experts weigh in with insights beyond the numbers. #COVID19 https://t.co/RiJGWiRuuy",5,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://news.westernu.ca/2022/03/because-of-covid-western-experts-weigh-in-on-two-years-of-pandemic/ ,3,0,,,
Western University,Western University,,,,,,,,,,,,2022-03-11T11:49:25.000Z,Fri Mar 11 11:49:25 +0000 2022,26,"#WesternU is extending its full system of support to those affected by the #Ukraine crisis, including access to financial aid, academic accommodations and mental health services. @westernuIntl https://t.co/REcaUbK71W",13,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://news.westernu.ca/2022/03/western-support-students-ukraine/ ,2,1,,,
Western University,Western University,,,,,,,,,,,,2022-03-11T01:56:01.000Z,Fri Mar 11 01:56:01 +0000 2022,3,A @tvo op-ed co-authored by @westernuFHS professor @susana_caxaj outlines ways in which Ontario can better protect #migrant #farmworkers. #WesternU https://t.co/XPyluY3zZm,3,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://www.tvo.org/article/ontario-must-do-more-to-protect-migrant-workers-heres-how ,3,3,,,
Western University,Western University,,,,,,,,,,,,2022-03-11T00:33:00.000Z,Fri Mar 11 00:33:00 +0000 2022,7,#WesternU international law experts provide insights on whether a ruling from the @CIJ_ICJ in favour of #Ukraine can stop Russia's invasion. @westernuLaw https://t.co/46xBKvXVd7,1,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://news.westernu.ca/2022/03/expert-insights-can-the-international-court-of-justice-stop-russias-invasion-of-ukraine/ ,2,2,,,
Western University,Western University,,,,,,,,,,,,2022-03-10T20:55:33.000Z,Thu Mar 10 20:55:33 +0000 2022,1611,"After consultation with the @MLHealthUnit and #WesternU workplace health and wellness physicians, it has been decided that Western’s masking mandate and vaccination policy will remain in effect until at least the end of this term. Read the full update:
https://t.co/faBuB9FyjZ",296,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://www.uwo.ca/coronavirus/updates/mar10-2022.html ,1,1,,,
Faculty of Education,Western University,,,,,,,,,,,,2022-03-10T18:15:00.000Z,Thu Mar 10 18:15:00 +0000 2022,0,RT @westernuEdu : Lockdowns and school closures have impacted children and youth during COVID-19. Education professor Claire Crooks will address these issues and post-pandemic well-being during the upcoming Let’s Talk About Education event in April. Read more: https://t.co/SqC1LozRYC #westernu https://t.co/7H0YqyezPL,0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,https://www.edu.uwo.ca/news-events/2022/post-pandemic-well-being.html ,1,0,photo,https://pbs.twimg.com/media/FNfe1DhX0AE7FHP.jpg,
FacilitiesManagement,Western University,,,,,,,,,,,,2022-03-10T15:40:03.000Z,Thu Mar 10 15:40:03 +0000 2022,0,"RT @westernuFM : Project milestone??The bright new Indigenous Learning Space (ILS) skylight has been lifted into place. When complete, ILS will be a place for all to gather, learn, and build relationships in the spirit of reconciliation, decolonization, and Indigenization. @westernu??by J. Jones https://t.co/9NUQdN2JZr",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,,0,1,photo,https://pbs.twimg.com/media/FNRSe2OXsAAQxso.jpg,
Western BrainsCAN,Western University,,,,,,,,,,,,2022-03-10T01:56:01.000Z,Thu Mar 10 01:56:01 +0000 2022,0,"RT @Brains_CAN : Why do people experience brain fog, a symptom of long COVID? #WesternU neuroscientist, @Comadork explains. 

https://t.co/WZl9f6HXN9 via @nationalpost",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,https://nationalpost.com/brain-health/remember-covid-why-many-of-us-are-suffering-from-brain-fog ,1,2,,,
Western University,Western University,,,,,,,,,,,,2022-03-10T00:33:02.000Z,Thu Mar 10 00:33:02 +0000 2022,6,"Hear what #WesternU Philosophy prof @HenrySidgwick has to say in this episode of The New Reality.
@westernuArts @rotmanphilo https://t.co/UQfFiPWyPp",6,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://twitter.com/globalnews/status/1500173044714811392 ,1,3,,,
Western University,Western University,,,,,,,,,,,,2022-03-09T23:09:01.000Z,Wed Mar 09 23:09:01 +0000 2022,9,"A new @ConversationCA piece by #WesternU Kinesiology prof @punchingprof examines why sports are intertwined with political events. ""The broader sporting landscape is...illustrating the politically charged nature of international sport in the 21st century.""
https://t.co/24WAV3Gnz6",3,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://news.westernu.ca/2022/03/expert-insight-sports-a-political-tool-in-reaction-and-inaction-to-putins-war/ ,1,2,,,
City of London,Western University,,,,,,,,,,,,2022-03-09T21:57:01.000Z,Wed Mar 09 21:57:01 +0000 2022,0,"RT @CityofLdnOnt : As we navigate the next part of our #COVID19 journey, let's continue to show each other #LdnKindness and patience. 
For more information on the changing #COVID19 regulations, visit: https://t.co/dYEZhmPqjU
@MLHealthUnit https://t.co/zxpkiRB0Cn",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,https://bit.ly/3MldOkZ ,3,1,photo,https://pbs.twimg.com/media/FNa0YamX0AQQwx4.jpg,
NFF,Western University,,,,,,,,,,,,2022-03-09T19:44:01.000Z,Wed Mar 09 19:44:01 +0000 2022,0,"RT @NFFOntario : Introducing our next speaker for the Conference:

?? Olivia Ghosh-Swaby ??

Olivia is a 2021 Vanier Canada Graduate Scholar &amp; PhD student in Neuroscience @WesternU. She is an advocate for #EDI in #STEM and university athletics.

Register for FREE here: https://t.co/YvAB8xefnq https://t.co/w9GQXXDLz9",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,http://www.neighboursfriendsandfamilies.ca ,2,1,photo,https://pbs.twimg.com/media/FNaby6VXwAUCWkq.jpg,
Western University,Western University,,,,,,,,,,,,2022-03-09T17:44:01.000Z,Wed Mar 09 17:44:01 +0000 2022,10,"“The obvious best place to put solar energy is to integrate it directly into whatever you might be powering,” #WesternU professor Joshua Pearce tells NBC News in an article about implementing solar panels in the U.S. @westernuEng @iveybusiness 
 https://t.co/tJq1vxDLlQ",3,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://www.nbcnews.com/tech/tech-news/county-county-solar-panels-face-pushback-rcna16233 ,1,2,,,
Western University,Western University,,,,,,,,,,,,2022-03-09T15:09:00.000Z,Wed Mar 09 15:09:00 +0000 2022,21,Hey #WesternClassOf2022 – want to kick-start your career right here on campus? #WesternU is offering new staff positions that come with full-time hours and competitive salaries and  benefits. Roles begin June 2022 and continue until March 2024. Learn more and apply today!,19,en,"<a href=""https://ads-api.twitter.com"" rel=""nofollow"">Twitter for Advertisers.</a>",Tweet,,2,0,,,
Student Central,Western University,,,,,,,,,,,,2022-03-09T11:09:00.000Z,Wed Mar 09 11:09:00 +0000 2022,0,RT @westernuReg : The FINAL schedule for April 2022 examinations is now posted. You can access your personal exam schedule at https://t.co/GIXIVVlYOp or the full schedule at https://t.co/k9H8GqTvZX #westernu https://t.co/jKnw6zHYjm,0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,http://myexams.uwo.ca https://studentservices.uwo.ca/secure/examschedule/?examSession=Spring ,1,0,photo,https://pbs.twimg.com/media/FNVhjZ_WQAcM3mp.jpg,
Western University,Western University,,,,,,,,,,,,2022-03-09T03:33:01.000Z,Wed Mar 09 03:33:01 +0000 2022,3,"Will you continue watching movies at home or will you go to a theatre post-pandemic? ""People are still watching a lot of entertainment... what has really shifted is the way we access that content."" says @westernuFIMS prof Selma Purac on @TheAgenda. https://t.co/GQkStSnpdF",1,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://www.tvo.org/video/cinema-in-a-post-covid-world ,0,2,,,
Western University,Western University,,,,,,,,,,,,2022-03-09T00:22:01.000Z,Wed Mar 09 00:22:01 +0000 2022,7,"Western’s Vaccination and Testing Centre is now conveniently located in the heart of campus. #GetBoosted while you walk through campus in Thames Hall, room 3189. 
#WesternU 
https://t.co/wRnrrbudwo",3,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://www.uwo.ca/coronavirus/vaccine.html ,2,0,,,
Western University,Western University,,,,,,,,,,,,2022-03-08T23:22:00.000Z,Tue Mar 08 23:22:00 +0000 2022,23,"""To me, women’s equity means that I can stop processing so many professional interactions through a gender lens.""
— @scgQuasar, director, Institute of Earth and Space Exploration, and science advisor to the president of the @csa_asc
#WesternU #IWD2022",7,en,"<a href=""https://twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>",Tweet,,2,2,,,
Western University,Western University,,,,,,,,,,,,2022-03-08T22:16:00.000Z,Tue Mar 08 22:16:00 +0000 2022,30,"""Women’s equity means entering a meeting, seeing represented faces and then being asked for a response to an issue; making a response, and hearing a pause that suggests it was heard.""
— Terry McQuaid, director, wellness and well-being
#WesternU #IWD2022",3,en,"<a href=""https://twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>",Tweet,,2,0,,,
Western University,Western University,,,,,,,,,,,,2022-03-08T19:48:01.000Z,Tue Mar 08 19:48:01 +0000 2022,28,"In 1929, the #PersonsCase let women participate more fully in public and political life. Today, #WesternU grad @CarinaGabriele_ received a @GGCanada Award in Commemoration of the Persons Case for her contributions to advancing #GenderEquality. #IWD2022 https://t.co/0ScDinVFla",5,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://news.westernu.ca/2022/03/western-grad-receives-governor-general-award/ ,4,2,,,
Western University,Western University,,,,,,,,,,,,2022-03-08T19:34:00.000Z,Tue Mar 08 19:34:00 +0000 2022,23,"""Diversity in academia enriches the educational experience, encourages creative thinking, and promotes the full inclusion of excellence across the spectrum. University leaders must champion inclusivity.""
— @LesleySRigg, vice-president (research)
#WesternU #IWD2022",5,en,"<a href=""https://twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>",Tweet,,2,1,,,
Western University,Western University,,,,,,,,,,,,2022-03-08T17:51:01.000Z,Tue Mar 08 17:51:01 +0000 2022,8,"“If you’re hyper-focused on what you’re ‘supposed’ to do, you may miss out on the path that leads to what you’re actually meant to do.” - #WesternU alum Maria Thomas, #TrinidadandTobago #Rugby president.
@ttru_868 @RugbyAmericasN #purpleandproud #IWD2022 
https://t.co/vkPbqwfAr7",5,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://news.westernu.ca/2022/03/alum-leads-trinidad-and-tobago-rugby/ ,5,2,,,
Western University,Western University,,,,,,,,,,,,2022-03-08T17:03:00.000Z,Tue Mar 08 17:03:00 +0000 2022,25,"""Women’s equity work means actively working towards removing barriers to access and success for women and non-binary individuals.""
— @rachel_cabunoc, associate director, @westernuhousing
#WesternU #IWD2022",10,en,"<a href=""https://twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>",Tweet,,2,2,,,
Schulich WesternU,Western University,,,,,,,,,,,,2022-03-08T16:19:00.000Z,Tue Mar 08 16:19:00 +0000 2022,0,"RT @SchulichMedDent : To address the gender imbalance in teaching and leadership positions in medicine, Dr. Tina Mele is collaborating on research initiatives to define clear strategies for equitable sponsorship, participation and access to career advancement opportunities.

#IWD2022",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,,1,0,,,
Western University,Western University,,,,,,,,,,,,2022-03-08T15:14:00.000Z,Tue Mar 08 15:14:00 +0000 2022,31,"""Women’s equity for me means equal recognition for equal work, and having our work valued and not taken for granted. It is of benefit to the entire society to have women participate fully.""
— Jayshri Sabarinathan, professor at @westernueng
#WesternU #IWD2022",10,en,"<a href=""https://twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>",Tweet,,2,1,,,
Western University,Western University,,,,,,,,,,,,2022-03-08T14:02:01.000Z,Tue Mar 08 14:02:01 +0000 2022,15,"For International Women's Day, #WesternU women leaders reflect on what women's equity means to them and to their work. @womensday #BreakTheBias #IWD2022 https://t.co/Yfq2EOV3xz",10,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://news.westernu.ca/2022/03/western-women-share-reflections-on-international-womens-day/ ,3,1,,,
Student Experience,Western University,,,,,,,,,,,,2022-03-08T12:22:01.000Z,Tue Mar 08 12:22:01 +0000 2022,0,"RT @westernuSE : Celebrate #IWD22 with talks by elder Myrna Kicknosway and @WesternU Artist in Residence Kelly Greene as part of ""Breaking the Bias at Western: Celebrating Indigenous Women &amp; Culture""

Both talks are open to students, staff, and faculty. Learn more: https://t.co/FV9ivFX9K9. https://t.co/iYQpexxv0y",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,http://wellnesseducation.uwo.ca ,1,1,photo,https://pbs.twimg.com/media/FM9RhDZXIAA0uU-.jpg,
Western University,Western University,,,,,,,,,,,,2022-03-08T11:22:03.000Z,Tue Mar 08 11:22:03 +0000 2022,113,"#InternationalWomensDay is a day of unity. Today and every day, we celebrate the outstanding achievements of women worldwide while actively working to #BreakTheBias. From challenge comes change. Let's come together for our #WesternU community and beyond. #IWD2022 https://t.co/q6ZkzYQBKK",48,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,,4,0,photo,https://pbs.twimg.com/media/FNUtr6bXMAAF-0q.jpg,
London Film Office,Western University,,,,,,,,,,,,2022-03-08T01:56:01.000Z,Tue Mar 08 01:56:01 +0000 2022,0,"RT @filmlondonon : A new program @WesternU aims to broaden students' awareness of creativity as an essential job skill for the 21st century.@filmlondonon is one of the program's community partners, providing internships, placements, job leads &amp; opportunities in #ldnont. ?? https://t.co/OuEZf1lkFT",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,https://bit.ly/creativeldn ,1,2,,,
Student Experience,Western University,,,,,,,,,,,,2022-03-08T00:33:01.000Z,Tue Mar 08 00:33:01 +0000 2022,0,"RT @westernuSE : Check out our line-up of speakers for ReShape Week! We've got talks from Jungle Flower, Samantha Bitty, Farrah Khan, and Karly Church. 

Each talk will take place over Zoom and focus on GBSV education and prevention. 

To learn more &amp; register, visit https://t.co/B3bRJH6do8! https://t.co/WXXrmQqP71",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,http://reshape.uwo.ca ,0,0,photo,https://pbs.twimg.com/media/FNRIE_yX0AItr5r.jpg,
Western Libraries,Western University,,,,,,,,,,,,2022-03-07T23:23:01.000Z,Mon Mar 07 23:23:01 +0000 2022,0,"RT @westernulibs : One day you'll look back on this time and think, ""Gee, I miss wearing a mask."" Okay, no you wont. ?? But you might regret taking it off and making people ask you to put it on.

Pick up masks at any of our 5? libraries with your #WesternU ONECard. 

Be kind. Mask up. ?????? https://t.co/LLMxyraU5k",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,,1,0,photo,https://pbs.twimg.com/media/FNQU-A9WUAYWDJQ.jpg,
Western Alumni,Western University,,,,,,,,,,,,2022-03-07T11:09:01.000Z,Mon Mar 07 11:09:01 +0000 2022,0,"RT @westernuAlumni : Our first selection for the new Alumni Book Club is Long Bright River by @LizMooreBooks! 

Read the book at your own pace, join in the private forum moderated by PBC Guru, and connect with more than 500 #WesternU grads who have already registered.",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,,1,1,,,
Western University,Western University,,,,,,,,,,,,2022-03-07T11:00:49.000Z,Mon Mar 07 11:00:49 +0000 2022,2,"Reminder #WesternU: vaccination services are unavailable today as the centre is moving to Thames Hall, room 3178. Vaccine services will resume tomorrow in the heart of campus.

Today’s the last day for rapid testing at the Graphic Services Building. https://t.co/wRnrrbudwo",2,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://www.uwo.ca/coronavirus/vaccine.html ,1,0,,,
Western University,Western University,,,,,,,,,,,,2022-03-06T20:53:01.000Z,Sun Mar 06 20:53:01 +0000 2022,16,"Starting March 8, you can #GetBoosted on your way to class! The Vaccination and Testing Centre at #WesternU will move from the Graphic Services Building to Thames Hall, room 3178. 

Vaccine services will be unavailable March 7 to facilitate the move.
https://t.co/wRnrrbudwo",6,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://www.uwo.ca/coronavirus/vaccine.html ,2,0,,,
Western University,Western University,,,,,,,,,,,,2022-03-06T20:12:00.000Z,Sun Mar 06 20:12:00 +0000 2022,11,"Ontario tornado models still use 1970s assumptions, leaving homes unprepared. @westernuEng student Niall Bannigan's research goal is to develop better modelling for improved protection against tornados.

Inspiring Minds showcases graduate research from #WesternU. @VPRWesternU",2,en,"<a href=""https://ads-api.twitter.com"" rel=""nofollow"">Twitter for Advertisers.</a>",Tweet,,1,2,,,
Western University,Western University,,,,,,,,,,,,2022-03-05T19:19:01.000Z,Sat Mar 05 19:19:01 +0000 2022,8,"Congratulations to @TesherMusic! 

We can't wait for @TheJUNOAwards, hosted by fellow #WesternU grad @SimuLiu. https://t.co/DyNtpjj2hP",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://twitter.com/iveybusiness/status/1499410988482932740 ,1,3,,,
Western International,Western University,,,,,,,,,,,,2022-03-05T01:56:01.000Z,Sat Mar 05 01:56:01 +0000 2022,0,"RT @westernuIntl : In collaboration with #WesternU's Ukrainian Students' Association, we will be collecting donated items to provide to the London Ukrainian Centre to support relief efforts for those living in Ukraine. Find information: https://t.co/J6gVNEScWH. @WesternUSC @westernsogs @westernuSE https://t.co/zE47xLBZzy",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,http://uwo.ca/international/news/2022/supporting_relief_efforts_for_those_living_in_ukraine.html ,1,3,photo,https://pbs.twimg.com/media/FNCEwT2XwAU3svh.jpg,
Ivey Institute for Leadership,Western University,,,,,,,,,,,,2022-03-04T23:23:01.000Z,Fri Mar 04 23:23:01 +0000 2022,0,"RT @iveyleadership : In short order, Zelenskyy has revealed that character-infused leadership does not serve to provoke but invoke. 
#leadership #chractermatters @iveybusiness @WesternU @kymilani 
https://t.co/wSe5ramifu",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,https://www.thestar.com/opinion/contributors/2022/03/04/volodymyr-zelenskyy-a-masterclass-in-leadership.html ,2,3,,,
Western University,Western University,,,,,,,,,,,,2022-03-04T20:05:00.000Z,Fri Mar 04 20:05:00 +0000 2022,15,"#WesternU student and @canadalifeco intern Oleksii Kocheriev longs for peace in #Ukraine, feeling pride for his country and family in the midst of war. @westernuScience https://t.co/zjfvIw0Qvs",6,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Tweet,https://news.westernu.ca/2022/03/ukrainian-student-shares-pride-for-country-family-in-midst-of-war/ ,2,2,,,
Western Libraries,Western University,,,,,,,,,,,,2022-03-04T18:05:01.000Z,Fri Mar 04 18:05:01 +0000 2022,0,"RT @westernulibs : Hey #WesternU, what's your ideal library experience? We need your input to shape our priorities for the next 4 years. ?? 

Take our survey by March 16 and you could win a $500 gift card to Best Buy, a grocery store gift card, or a Starbucks gift card ????
https://t.co/pRMYxrxAQj https://t.co/JXxcXvBNjj",0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Retweet,https://www.research.net/r/WLStrategicplanningStakeholderConsultation ,1,0,photo,https://pbs.twimg.com/media/FNA9ZGjX0AAd23U.jpg,
