,,Visual Properties,,,,,Labels,,,Graph Metrics,Do Not Edit,,Other Columns,,,,,,,,,,,,,
University of Toronto,University of Toronto,,,,,,,,,,46,,2022-03-17T14:01:08.000Z,Thu Mar 17 14:01:08 +0000 2022,15,'A human tragedy at the greatest scale': #UofT researcher Lynne Viola on how distorted history shapes today’s war in Ukraine ???? https://t.co/SZCIN0wcew https://t.co/dnzsEIzThR,3,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/7Hg ,1,0,photo,https://pbs.twimg.com/media/FODl8wjXsAkSPoJ.jpg,https://pbs.twimg.com/media/FM7pHJSWYAIelrz.jpg
University of Toronto,University of Toronto,,,,,,,,,,47,,2022-03-16T21:01:14.000Z,Wed Mar 16 21:01:14 +0000 2022,7,"Find real-time and/or appointment-based confidential support for any school, health, or general life concern with #UofT My SSP. Download the My SSP app: https://t.co/Em9lUhoWoh or call 1-844-451-9700. Outside of North America, call 001-416-380-6578. ?? https://t.co/2TTyGmKdOp",3,en,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",Tweet,http://uoft.me/myssp ,1,0,video,https://video.twimg.com/amplify_video/1430899526261301258/pl/IxpFj20K0OTI_076.m3u8?tag=14,https://pbs.twimg.com/media/FM3lGbJXwAwPHCJ.jpg
Black Research Network,University of Toronto,,,,,,,,,,48,,2022-03-16T20:01:01.000Z,Wed Mar 16 20:01:01 +0000 2022,0,"RT @uoftbrn : The #BlackResearchNetwork is forging connections, amplifying world-changing research and sparking interdisciplinary collaborations between Black scholars @UofT. Learn how you can fuel the future of Black-led research ?? https://t.co/FN05GKTznB #UofTDefyGravity https://t.co/UO6Fb24UO1",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://buff.ly/3IhfJnm ,2,1,photo,https://pbs.twimg.com/media/FN_k3HMWYAkbOsm.jpg,https://pbs.twimg.com/media/FM3sbXbWUAg7690.jpg
University of Toronto,University of Toronto,,,,,,,,,,49,,2022-03-16T19:20:52.000Z,Wed Mar 16 19:20:52 +0000 2022,72,Researcher Geoffrey Ozin from @UofTArtSci has been awarded the prestigious #Killam2022 Prize for his groundbreaking work in nanochemistry. ?? https://t.co/9dJIjPumP1 https://t.co/26M4nwo5hb,4,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/7H8 ,1,1,photo,https://pbs.twimg.com/media/FN_kQ52XMAIq00X.jpg,
Munk School,University of Toronto,,,,,,,,,,50,,2022-03-16T18:01:01.000Z,Wed Mar 16 18:01:01 +0000 2022,0,"RT @munkschool : On March 18, The Hon. @melaniejoly, Minister of Foreign Affairs, joins @SteinJanice to discuss Canada’s foreign policy in a time of deep uncertainty and transformation. #cdnpoli 

Register for this online event: https://t.co/hCEs7sQcKz https://t.co/3KGBZqkCp6",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,http://bit.ly/3wcK2JN ,1,2,photo,https://pbs.twimg.com/media/FN-3TdMXEAI0hgU.jpg,https://pbs.twimg.com/media/FM3Bn0jVcAE5SJd.jpg
University of Toronto,University of Toronto,,,,,,,,,,51,,2022-03-16T17:04:52.000Z,Wed Mar 16 17:04:52 +0000 2022,14,"March is Fraud Prevention Month at #UofT. Learn fraud prevention tips, scams to look out for &amp; resources available to help protect yourself &amp; your money. ?? https://t.co/z5AfFG0OIu https://t.co/N86QUYlJPr",9,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/fpt ,1,0,photo,https://pbs.twimg.com/media/FN_I3kaXIAYz0-M.jpg,https://pbs.twimg.com/media/FM2rcPXUUAMImez.jpg
University of Toronto,University of Toronto,,,,,,,,,,52,,2022-03-16T16:01:25.000Z,Wed Mar 16 16:01:25 +0000 2022,17,#UofT explores university housing development at Bloor &amp; Spadina ??? https://t.co/qe1t3iAxrM https://t.co/WEcmTdQvtf,1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/7H6 ,1,0,photo,https://pbs.twimg.com/media/FN-3hOSWYAY-war.jpg,https://pbs.twimg.com/media/FMxw0K9XIAg-ECs.jpg
U of T Law,University of Toronto,,,,,,,,,,53,,2022-03-16T15:01:01.000Z,Wed Mar 16 15:01:01 +0000 2022,0,"RT @UTLaw : Today, #UofTLaw is hosting ""The war in #Ukraine: Law and a world in crisis."" 

This session features a panel of experts from #UofT in discussion about the Russia-Ukraine conflict and what it might mean for the future of the int'l order.

https://t.co/fvq47UHQNk",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://www.eventbrite.ca/e/the-war-in-ukraine-law-and-a-world-in-crisis-tickets-296872703247 ,3,0,,,https://pbs.twimg.com/media/FMyZjyTVQAISqWX.jpg
University of Toronto,University of Toronto,,,,,,,,,,54,,2022-03-15T21:02:35.000Z,Tue Mar 15 21:02:35 +0000 2022,31,Road traffic isn’t just bad for the air – it's potentially a major source of water pollution according to a new @UTSC study #UofT ??? https://t.co/Gs5uu77oW0 https://t.co/DQS9QBfTkk,11,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/7GS ,1,1,photo,https://pbs.twimg.com/media/FN605trWYAMS3H7.jpg,https://pbs.twimg.com/media/FMx-x-iVkAYNBmo.jpg
University of Toronto Scarborough,University of Toronto,,,,,,,,,,55,,2022-03-15T20:39:15.000Z,Tue Mar 15 20:39:15 +0000 2022,0,RT @UTSC : We are thrilled with the government’s support for the Scarborough Academy of Medicine and Integrated Health (#SAMIH) at #UTSC. More details on this milestone announcement coming soon. #UofT #ScarbTO @UofTNursing @uoftmedicine @uoftgro https://t.co/leWgI3AK3q,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://twitter.com/ONtrainandstudy/status/1503773220075454477 ,4,3,,,https://pbs.twimg.com/media/FMxdN8mXIAoEJIv.jpg
U of T CECCS,University of Toronto,,,,,,,,,,56,,2022-03-15T20:01:00.000Z,Tue Mar 15 20:01:00 +0000 2022,0,RT @uoftceccs : Our next Adams Sustainability panel discussion is tomorrow at 2pm! Learn about the Sustainability Change Programs to see how you can implement sustainability both on campus and in a virtual world! Register at https://t.co/IcrDvYUJqn https://t.co/gfGK54Fojl,0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://cvent.me/Agv5dO ,0,0,photo,https://pbs.twimg.com/media/FN5RvnPX0Ak8apG.jpg,https://pbs.twimg.com/media/FMs03OoX0AI4_8P.jpg
First Nations House,University of Toronto,,,,,,,,,,57,,2022-03-15T19:01:00.000Z,Tue Mar 15 19:01:00 +0000 2022,0,"RT @UofTFNH : First Nations House Indigenous Student Services presents a lunch time world water day event w/Amy Desjarlais Tues March 22 12-1 PM Earth Sciences courtyard. If it rains we move indoors to the Multi Faith Centre
Register:https://t.co/YXvvTtf0t9
indigenous.slcoordinator@utoronto.ca https://t.co/Z4CCLyKGZl",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://clnx.utoronto.ca/home/slevents.htm?eventId=41571 ,0,0,photo,https://pbs.twimg.com/media/FN5PhXHXwAMt0PO.jpg,https://pbs.twimg.com/media/FMsQ8XTWUAoJVyg.jpg
University of Toronto,University of Toronto,,,,,,,,,,58,,2022-03-15T18:05:19.000Z,Tue Mar 15 18:05:19 +0000 2022,107,#UofT plans in-person spring convocation ceremonies at Convocation Hall #UofTGrad22 ?? https://t.co/3CKbGf4Qge https://t.co/KTKaPCXbQV,21,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/7GO ,2,0,photo,https://pbs.twimg.com/media/FN6MwSYXwAE8pBI.jpg,https://pbs.twimg.com/media/FMnCZ0SUYAg1Bwl.jpg
Food Services,University of Toronto,,,,,,,,,,59,,2022-03-15T17:01:01.000Z,Tue Mar 15 17:01:01 +0000 2022,0,"RT @UeaToronto : #HBD @UofT Celebrate with a free Food Services Birthday button with your purchase at @CampusOneRes @ChestnutRes @lifeatnew, MSB, Robarts, and as part of your Sid Smith mobile order! *while supplies last*
#HBDUofT #BirthdayCake #UofT #UofTButton @UofTStudentLife @uoftlibraries https://t.co/IqfUVecDJU",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,,5,6,photo,https://pbs.twimg.com/media/FN5H3JpXwAQtbqm.jpg,https://pbs.twimg.com/media/FMh4-AFVEAM29v7.jpg
University of Toronto Magazine,University of Toronto,,,,,,,,,,60,,2022-03-15T16:02:36.000Z,Tue Mar 15 16:02:36 +0000 2022,0,RT @uoftmagazine : Happy birthday #UofT! Founded this day in 1827. https://t.co/62Iavmh1wm,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,1,0,photo,https://pbs.twimg.com/media/FN482xfXwAIzwxh.jpg,https://pbs.twimg.com/media/FMYZnFfX0AYtdpU.jpg
University of Toronto,University of Toronto,,,,,,,,,,61,,2022-03-15T15:01:49.000Z,Tue Mar 15 15:01:49 +0000 2022,19,"Thanks for playing, #UofT! ?? For more #HBDUofT trivia from @uoftmagazine &amp; to check your answers visit: https://t.co/JcadLAOZcs https://t.co/89sXSi6IQe",3,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,http://uoft.me/hbd195 ,2,1,photo,https://pbs.twimg.com/media/FN5eldOXoAgKMVk.jpg,https://video.twimg.com/ext_tw_video/1497276102259183624/pu/vid/640x360/ftDWwo3Ue8u176YE.mp4?tag=12
University of Toronto,University of Toronto,,,,,,,,,,62,,2022-03-15T15:01:48.000Z,Tue Mar 15 15:01:48 +0000 2022,8,In what year did women first graduate from the University of Toronto?,1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,0,,,https://pbs.twimg.com/media/FMceDl1UcAUgaDh.png
University of Toronto,University of Toronto,,,,,,,,,,63,,2022-03-15T15:01:48.000Z,Tue Mar 15 15:01:48 +0000 2022,7,"One of #UofT’s most picturesque spots features a beautiful stone bridge over a small pond, &amp; is located on which U of T campus:",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,1,0,,,https://pbs.twimg.com/media/FMc3h8wXoAkPDyW.jpg
University of Toronto,University of Toronto,,,,,,,,,,64,,2022-03-15T15:01:47.000Z,Tue Mar 15 15:01:47 +0000 2022,6,"The Andrews Building is a popular backdrop for films &amp; TV shows, including The Shape of Water, Total Recall &amp; Enemy. The building is located on which #UofT campus:",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,1,0,,,
University of Toronto,University of Toronto,,,,,,,,,,65,,2022-03-15T15:01:47.000Z,Tue Mar 15 15:01:47 +0000 2022,7,Which two celebrities donated to launch programs at #UofT? The Weeknd &amp; Fred VanVleet or Daniel Caesar &amp; Keanu Reeves?,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,1,0,,,
University of Toronto,University of Toronto,,,,,,,,,,66,,2022-03-15T15:01:46.000Z,Tue Mar 15 15:01:46 +0000 2022,7,Which of the following was invented by #UofT researchers or alumni?,1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,1,0,,,https://pbs.twimg.com/media/FMYke0YX0AIRWqb.jpg
University of Toronto,University of Toronto,,,,,,,,,,67,,2022-03-15T15:01:46.000Z,Tue Mar 15 15:01:46 +0000 2022,436,#HBDUofT! Today we celebrate 195 years since #UofT's founding in 1827. ?? Test your U of T knowledge with our special birthday quiz thread. ?? https://t.co/0Nf4Utuotn,99,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,,2,0,photo,https://pbs.twimg.com/media/FN5jGoNWYAMFQkA.jpg,https://pbs.twimg.com/media/FMYLfWGVIAIH5F3.png
University of Toronto,University of Toronto,,,,,,,,,,68,,2022-03-14T21:01:14.000Z,Mon Mar 14 21:01:14 +0000 2022,25,Seven takeaways from #UofT Entrepreneurship Week 2022 #UofTEntWeek ?? https://t.co/8Y43d64ips https://t.co/jav0E5644d,9,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/7GE ,2,0,photo,https://pbs.twimg.com/media/FN1i6wyXsAUFgwK.jpg,https://pbs.twimg.com/media/FMXpyHNXEAEYamZ.jpg
CivMin Engineering at U of T,University of Toronto,,,,,,,,,,69,,2022-03-14T20:01:00.000Z,Mon Mar 14 20:01:00 +0000 2022,0,"RT @civmin : It's Pi Day!!
Celebrate March 14, known to us as 3.14, with some pie today! How many decimal places do you know? 3.14159....
#PiDay #PieDay https://t.co/vMQFRThSUC",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,,2,0,photo,https://pbs.twimg.com/media/FN0M8WGX0AIAS8H.jpg,
U of T Engineering,University of Toronto,,,,,,,,,,70,,2022-03-14T19:30:03.000Z,Mon Mar 14 19:30:03 +0000 2022,0,"RT @uoftengineering : Now in its fourth-year, NSBEHacks – #Toronto's first Black student-run hackathon – is redesigning digital technologies to better serve marginalized communities ????: https://t.co/wFBFE3As9o https://t.co/IZgk61Fzup",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,http://uofteng.ca/ECLUtf ,1,0,photo,https://pbs.twimg.com/media/FN0dHtGXwAw5UTc.png,https://pbs.twimg.com/media/FMTVxJvX0AEGnTe.jpg
The Commonwealth,University of Toronto,,,,,,,,,,71,,2022-03-14T19:01:00.000Z,Mon Mar 14 19:01:00 +0000 2022,0,"RT @commonwealthsec : Students from small island nations will be supported in their climate action studies through new scholarships inspired by His Royal Highness The Prince of Wales @ClarenceHouse, announced today by @Cambridge_Uni, @UofT, @UniMelb, @McMasterU and the University of Montreal. https://t.co/gGo6IjWfi8",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://twitter.com/ClarenceHouse/status/1503309572903247874 ,0,5,,,https://pbs.twimg.com/media/FMTCYhoUYAAcyZu.jpg
University of Toronto,University of Toronto,,,,,,,,,,72,,2022-03-14T18:01:10.000Z,Mon Mar 14 18:01:10 +0000 2022,41,"Cheryl Regehr, #UofT’s vice-president &amp; provost, has received the YWCA Toronto’s 2022 Women of Distinction Award ?? https://t.co/A6UGf1phps https://t.co/g3Sg7Aergh",5,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/7Gv ,1,0,photo,https://pbs.twimg.com/media/FN1CkmbWYAkVQL5.jpg,https://pbs.twimg.com/media/FMSixpsXoAIQRGj.jpg
U of T Arts & Science Registrar,University of Toronto,,,,,,,,,,73,,2022-03-14T17:01:01.000Z,Mon Mar 14 17:01:01 +0000 2022,0,RT @ArtSciRegistrar : Reminder: today is the last day to drop Winter 2022 S courses @UofTArtSci without academic penalty. https://t.co/V74LtED5tU,0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,,0,1,photo,https://pbs.twimg.com/media/FNz_kqzX0AEJTRi.jpg,https://pbs.twimg.com/media/FMN0yniVQAMaZVL.jpg
University of Toronto,University of Toronto,,,,,,,,,,74,,2022-03-14T16:01:29.000Z,Mon Mar 14 16:01:29 +0000 2022,15,'We need a cultural change': @UofTMedicine's Aled Edwards on why equity matters when planning for the next pandemic #UofT ?? https://t.co/tyrljz2PUo https://t.co/CdWg50Qv1i,5,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/7Gw ,1,1,photo,https://pbs.twimg.com/media/FN0kzzzX0AUwjTQ.jpg,https://pbs.twimg.com/media/FMNSd0DVUAI46Bs.jpg
University of Toronto Student Life,University of Toronto,,,,,,,,,,75,,2022-03-14T15:01:00.000Z,Mon Mar 14 15:01:00 +0000 2022,0,"RT @UofTStudentLife : The *Learning How to Learn* workshop series continues with this week's session, Encountering Failure and Difficulty — Wednesday, Feb. 16, 2-3:15pmET (online). Register today at https://t.co/gJltYu4qnM #UofT https://t.co/S7RAktI67E",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://clnx.utoronto.ca/home/slevents.htm?eventId=39819 ,1,0,photo,https://pbs.twimg.com/media/FNz9q1qXwAcDB93.jpg,https://pbs.twimg.com/media/FMIJFIDVUAYWcxJ.jpg
University of Toronto,University of Toronto,,,,,,,,,,76,,2022-03-14T14:31:35.000Z,Mon Mar 14 14:31:35 +0000 2022,11,"For more information, resources &amp; the latest news please visit: https://t.co/TiJyWsVNHW",2,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,http://utoronto.ca/utogether ,0,0,,,https://pbs.twimg.com/media/FMDhm3bVIAMiY0-.jpg
University of Toronto,University of Toronto,,,,,,,,,,77,,2022-03-14T14:21:08.000Z,Mon Mar 14 14:21:08 +0000 2022,260,"In order to minimize uncertainty &amp; disruption &amp; to continue to support our students, staff, faculty &amp; university communities, Ontario’s universities, including #UofT, will maintain their #COVID19 vaccination &amp; masking policies until at least the end of the current term. https://t.co/IQROFbfmgu",94,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,,2,0,photo,https://pbs.twimg.com/media/FN0QD8zXIAYxxzq.jpg,https://pbs.twimg.com/media/FMC_dRAUcAEb14r.jpg
University of Toronto,University of Toronto,,,,,,,,,,78,,2022-03-11T22:01:33.000Z,Fri Mar 11 22:01:33 +0000 2022,37,Why do animals sleep? #UofT profs featured in @CBC’s The Nature of Things documentary ?? https://t.co/L5I8JLsh31 https://t.co/j5RbWH1w6b,6,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/7Gf ,1,1,photo,https://pbs.twimg.com/media/FNmZesMXMAUZ4vc.jpg,https://pbs.twimg.com/media/FL0f3nKXsA4lS94.jpg
Schwartz Reisman Institute,University of Toronto,,,,,,,,,,79,,2022-03-11T21:01:09.000Z,Fri Mar 11 21:01:09 +0000 2022,0,"RT @TorontoSRI : SAVE THE DATE! Absolutely Interdisciplinary returns June 20-22! Join leading thinkers from a variety of fields as they share cutting-edge research that encourages innovation, discussion, and new insights.
 
Registration: coming soon  
More: https://t.co/coiPwOTG1B
#TorontoSRI https://t.co/bxkgYqhCyw",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,http://bit.ly/3tI9DXS ,1,0,photo,https://pbs.twimg.com/media/FNlC3YvXsAUWW1P.jpg,https://pbs.twimg.com/media/FL6NiIJWUAM5Ynf.jpg
University of Toronto,University of Toronto,,,,,,,,,,80,,2022-03-11T20:01:10.000Z,Fri Mar 11 20:01:10 +0000 2022,21,"#UofT startups focused on health, sustainability among winners at Entrepreneurship Week pitch competition #UofTEntWeek ?? https://t.co/pT5xzz8CtW https://t.co/Tg6iWPf60d",6,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/7Gd ,2,0,photo,https://pbs.twimg.com/media/FNl-5upWYAAdUUL.jpg,https://pbs.twimg.com/media/FL53n4kVkAApSFr.jpg
Ontario's Universities,University of Toronto,,,,,,,,,,81,,2022-03-11T19:30:02.000Z,Fri Mar 11 19:30:02 +0000 2022,0,"RT @OntUniv : In order to minimize uncertainty &amp; disruption &amp; to continue to support our students, staff, faculty &amp; university communities, Ontario’s universities will maintain their COVID-19 vaccination &amp; masking policies until at least the end of the current term. https://t.co/pCjzphV8rV",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://ontariosuniversities.ca/cou-statement-covid-19-vaccination-and-masking-policies ,0,0,,,https://video.twimg.com/ext_tw_video/1494718423204388867/pu/vid/480x270/L-xcjSo5H9vvIDdE.mp4?tag=12
University of Toronto,University of Toronto,,,,,,,,,,82,,2022-03-11T19:01:49.000Z,Fri Mar 11 19:01:49 +0000 2022,12,#UofT entrepreneur to 'make the world a little more inclusive one necklace at a time' #UofTEntWeek ?? https://t.co/LuVNIP3KXl https://t.co/IJ2x0o9hhZ,1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/7Gb ,2,0,photo,https://pbs.twimg.com/media/FNlwbcqX0AMxmTT.jpg,https://pbs.twimg.com/media/FL4zDoWVUAAoGJ5.jpg
Meredith Irwin,University of Toronto,,,,,,,,,,83,,2022-03-11T18:01:26.000Z,Fri Mar 11 18:01:26 +0000 2022,0,"RT @drmeredithirwin : Excited to celebrate all of the amazing #WomenInMedicine @SickKidsNews &amp; @uoftmedicine Dept of Peds, @UofTPaedsRes on Canadian Women Physicians Day! A huge thank you from me on this day - I’m inspired by all of our #WomenDocsCAN! @PedChairsCan ?? ?? https://t.co/KmLv26SFQ5",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,2,4,video,https://video.twimg.com/ext_tw_video/1502246623165956100/pu/vid/720x952/eIBo5LQsjJjdOXBR.mp4?tag=12,
University of Toronto Scarborough,University of Toronto,,,,,,,,,,84,,2022-03-11T17:03:16.000Z,Fri Mar 11 17:03:16 +0000 2022,0,"RT @UTSC : From surviving to thriving: In collaboration with MARTK'D (@_martkd), #UTSC Department of Community Partnerships &amp; Engagement presents #KIT100, a virtual series centering Blackness and wellbeing. 

??Tune in for weekly conversations this March: https://t.co/7T8zvjpTEE https://t.co/kV38gc8CaJ",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://bit.ly/3i06s8Q ,2,1,video,https://video.twimg.com/amplify_video/1502042168264990730/pl/-GAt2mNUzRL3CMpa.m3u8?tag=14&container=fmp4&v=395,https://pbs.twimg.com/media/FL37RFUXEAEeAEX.jpg
