,,Visual Properties,,,,,Labels,,,Graph Metrics,Do Not Edit,,Other Columns,,,,,,,,,,,,,
Vivek Goel,University of Waterloo,,,,,,,,,,1986,,2020-12-01T21:07:17.000Z,Tue Dec 01 21:07:17 +0000 2020,0,"RT @UWaterlooPres : We're more than halfway to my 1,000 donors #GivingTuesdayCA Challenge with 8 hours to go! 9 of 21 Challenges have been unlocked so far. Be sure to keep it up Warriors to unlock $10,000 for the University Fund from me! https://t.co/981K7glJWC",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,1,0,photo,https://pbs.twimg.com/media/EoLfnmzW4AU5leI.png,
UWaterloo Alumni,University of Waterloo,,,,,,,,,,1987,,2020-12-01T19:39:09.000Z,Tue Dec 01 19:39:09 +0000 2020,0,"RT @uwaterlooalumni : We've reached our 100th #GivingTuesday donor! An additional $1,000 will be given to the fund of their choice. We've almost reached 500 donors, let's keep the momentum going!

Donate: https://t.co/9p3WdPqf0K

#UWaterlooAlumni #GivingUWaterloo #GivingTuesdayCA https://t.co/K9E1sHR34i",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://bit.ly/2GzjNph ,4,0,photo,https://pbs.twimg.com/media/EoLLINOVoAAu3WK.jpg,https://pbs.twimg.com/media/EoGANf0XUAMbErk.jpg
University of Waterloo,University of Waterloo,,,,,,,,,,1988,,2020-12-01T19:30:46.000Z,Tue Dec 01 19:30:46 +0000 2020,2,"According @LiliCamachoG, small and medium businesses make up 90% of Canada's economy. For that reason, Camacho says the solution to a greener rebuild needs to be a collaborative approach between private and public sectors. 

Read more: https://t.co/kvedGW4R9I #UWaterlooSummit https://t.co/sWkHUWVlRN",0,en,"<a href=""http://www.socialbakers.com/"" rel=""nofollow"">Emplifi</a>",Tweet,https://bit.ly/3ob930y ,1,1,video,https://video.twimg.com/ext_tw_video/1333855918170271750/pu/vid/640x360/jrs36rvcKxLE9ASE.mp4?tag=10,
University of Waterloo,University of Waterloo,,,,,,,,,,1989,,2020-12-01T18:16:21.000Z,Tue Dec 01 18:16:21 +0000 2020,7,How has #COVID19 changed society's view toward climate resilience and green recovery? @tomrand (BASc '91) hopes individuals realize how important the public sector is as conductors of recovery and how private sectors need to follow suit. https://t.co/kvedGW4R9I #UWaterlooSummit https://t.co/26bJKg8JcK,5,en,"<a href=""http://www.socialbakers.com/"" rel=""nofollow"">Emplifi</a>",Tweet,https://bit.ly/3ob930y ,2,1,video,https://video.twimg.com/ext_tw_video/1333837260391739392/pu/pl/aR3mdhdE8Y7PObfX.m3u8?tag=10,
UWaterloo Alumni,University of Waterloo,,,,,,,,,,1990,,2020-12-01T17:07:40.000Z,Tue Dec 01 17:07:40 +0000 2020,0,"RT @uwaterlooalumni : Let's go Waterloo! Another challenge unlocked! $5,000 has been unlocked to the Co-op and Experiential Education Fund ??

Let's keep the momentum going! Donate: https://t.co/9p3WdPqf0K

#UWaterlooAlumni #GivingTuesday #GivingTuesdayCA #GivingUWaterloo @HireWaterloo https://t.co/WSxqZ3Y6Fx",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://bit.ly/2GzjNph ,4,1,photo,https://pbs.twimg.com/media/EoKuM6hVgAArVNB.jpg,https://pbs.twimg.com/media/EoF3qH2XUAIpoTG.png
University of Waterloo,University of Waterloo,,,,,,,,,,1991,,2020-12-01T16:00:56.000Z,Tue Dec 01 16:00:56 +0000 2020,8,"As governments and businesses around the world look to rebuild from the economic fall-out of #COVID19, we have an opportunity to rethink and retool capitalism to meet the challenges of the climate crisis. Read more in our #UWaterlooSummit recap: https://t.co/0iCkd19VBT #UWaterloo https://t.co/z01LNhQAss",3,en,"<a href=""http://www.socialbakers.com/"" rel=""nofollow"">Emplifi</a>",Tweet,https://bit.ly/3lrt3u7 ,3,0,photo,https://pbs.twimg.com/media/EoKfArPUUAMFaNe.jpg,
University of Waterloo,University of Waterloo,,,,,,,,,,1992,,2020-12-01T15:15:50.000Z,Tue Dec 01 15:15:50 +0000 2020,15,"Today, let's make real world impact together. This #GivingTuesday, we have 21 challenges where you can unlock over $100,000 in charitable support from our challenge champions for #UWaterloo students: https://t.co/gXCoD955b1 

#UWaterlooAlumni @uwaterlooalumni https://t.co/Cg8Aq3D4Rb",4,en,"<a href=""http://www.socialbakers.com/"" rel=""nofollow"">Emplifi</a>",Tweet,https://bit.ly/3kmftrw ,3,1,photo,https://pbs.twimg.com/media/EoKUr82VEAEkw54.jpg,https://pbs.twimg.com/media/EoFyeH3W4AcL54i.jpg
Vivek Goel,University of Waterloo,,,,,,,,,,1993,,2020-12-01T14:54:29.000Z,Tue Dec 01 14:54:29 +0000 2020,0,"RT @UWaterlooPres : Unlock $10,000 from me today for #GivingTuesdayCA at @UWaterloo once we hit 1,000 donors! There are 21 challenges and more than $100,000 of support to unlock for our students and researchers today, so please donate if you can. #GivingUWaterloo

Donate: https://t.co/fPEIuT6lMo https://t.co/IpQzxZyLH9",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://bit.ly/3fFNjXH ,2,1,photo,https://pbs.twimg.com/media/EoKLzqlVQAE_sFt.jpg,https://pbs.twimg.com/media/EoFgH1VW4AIvIz5.jpg
UWaterloo News,University of Waterloo,,,,,,,,,,1994,,2020-12-01T14:15:47.000Z,Tue Dec 01 14:15:47 +0000 2020,0,"RT @UWaterlooNews : When it comes to large groups who refuse to wear masks, or the potential for many people to refuse a vaccine – there are real and often dangerous consequences. 

#UWaterloo researcher Ethan Meyers talks about a method to help combat this phenomenon: https://t.co/3wrXIKFw7g https://t.co/6crtN6TYph",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://bit.ly/3oe6zP6 ,1,0,photo,https://pbs.twimg.com/media/EoKF54SXIAA3bkf.png,https://pbs.twimg.com/media/EoFYrC6UcAIe9NR.jpg
Vivek Goel,University of Waterloo,,,,,,,,,,1995,,2020-12-01T01:20:05.000Z,Tue Dec 01 01:20:05 +0000 2020,0,"RT @UWaterlooPres : Tomorrow is Giving Tuesday and @UWaterloo is going big with 21 different challenges to unlock more than $100,000 to support our community, including $10,000 from me! #GivingUWaterloo #GivingTuesdayCA 

Learn more: https://t.co/fPEIuT6lMo https://t.co/3YOP2qFQLH",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://bit.ly/3fFNjXH ,2,1,photo,https://pbs.twimg.com/media/EoGfajyWEAE9JUE.jpg,https://pbs.twimg.com/media/EoFOV8lUUAA5hUf.jpg
University of Waterloo,University of Waterloo,,,,,,,,,,1996,,2020-11-30T21:30:18.000Z,Mon Nov 30 21:30:18 +0000 2020,39,"Due to #COVID19 restrictions, #UWaterloo will be recognizing the National Day of Remembrance and Action on Violence Against Women through a virtual ceremony on Friday, December 4 at 10:30 a.m. 

Register here: https://t.co/eyjms6efz5 #RememberThe14 #EcolePolytechnique https://t.co/sHXa1Svrct",15,en,"<a href=""http://www.socialbakers.com/"" rel=""nofollow"">Emplifi</a>",Tweet,https://bit.ly/3fOx8Y8 ,4,0,photo,https://pbs.twimg.com/media/EoGgzrnVoAEYYjA.jpg,https://video.twimg.com/ext_tw_video/1333418003933712384/pu/vid/480x480/br1lHVz9Xj6W5vcW.mp4?tag=10
University of Waterloo,University of Waterloo,,,,,,,,,,1997,,2020-11-30T20:40:39.000Z,Mon Nov 30 20:40:39 +0000 2020,3,@morricemike @olaf_weber @ancraik @SEEDWaterloo @LiliCamachoG @ClimateChoices Thank you for attending our #UWaterlooSummit @morricemike!,1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,1,6,,,https://pbs.twimg.com/media/EoE9StfVcAAoZOr.jpg
University of Waterloo,University of Waterloo,,,,,,,,,,1998,,2020-11-30T20:38:56.000Z,Mon Nov 30 20:38:56 +0000 2020,2,@vasu8694 @envwaterloo @olaf_weber Thank you for attending our #UWaterlooSummit @vasu8694!,2,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,1,4,,,
University of Waterloo,University of Waterloo,,,,,,,,,,1999,,2020-11-30T19:48:00.000Z,Mon Nov 30 19:48:00 +0000 2020,0,@LiliCamachoG @olaf_weber @ancraik @tomrand Thank you for sharing your thoughts and experiences in our panel! ????,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,4,,,https://pbs.twimg.com/media/En3JeLeW4AAExvS.jpg
University of Waterloo,University of Waterloo,,,,,,,,,,2000,,2020-11-30T19:42:11.000Z,Mon Nov 30 19:42:11 +0000 2020,11,"Thank you to our panelists, our attendees and everyone involved in our #UWaterlooSummit on green innovation! #ICYMI, the full event recording and details will be available here: https://t.co/9VLJf6zxd8 #UWaterloo #climateaction https://t.co/K9JUbRMfQz",3,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://bit.ly/2Hi3AW3 ,4,0,photo,https://pbs.twimg.com/media/EoGGOKcXYAAMwlV.jpg,https://pbs.twimg.com/media/En3Ab1RW4AULBXs.jpg
University of Waterloo,University of Waterloo,,,,,,,,,,2001,,2020-11-30T19:29:01.000Z,Mon Nov 30 19:29:01 +0000 2020,2,"@truzaar @ancraik @olaf_weber @LiliCamachoG Thank you for attending the #UWaterlooSummit, @truzaar!",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,1,5,,,https://pbs.twimg.com/media/En2vdKMVcAAjo_I.jpg
University of Waterloo,University of Waterloo,,,,,,,,,,2002,,2020-11-30T19:28:47.000Z,Mon Nov 30 19:28:47 +0000 2020,1,@alyss_lys @WeAreAgrisea ????,0,und,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,2,,,https://pbs.twimg.com/media/En2a5rMUYAEgyzX.jpg
Truzaar Dordi,University of Waterloo,,,,,,,,,,2003,,2020-11-30T19:28:23.000Z,Mon Nov 30 19:28:23 +0000 2020,0,"RT @truzaar : This year's Waterloo Innovation Summit #UWaterlooSummit focuses on climate change and a low carbon transition - bridging environment and innovation in policy, finance, and entrepreneurship, with @ancraik @olaf_weber @LiliCamachoG https://t.co/Ib9XvdoQgr",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,1,3,photo,https://pbs.twimg.com/media/EoF_3B5XYAMurQ7.jpg,https://pbs.twimg.com/media/En1_xE1VoAI2dKn.jpg
University of Waterloo,University of Waterloo,,,,,,,,,,2004,,2020-11-30T19:12:34.000Z,Mon Nov 30 19:12:34 +0000 2020,0,@climatechangeUW @ancraik @olaf_weber ????,0,und,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,3,,,
University of Waterloo,University of Waterloo,,,,,,,,,,2005,,2020-11-30T19:09:53.000Z,Mon Nov 30 19:09:53 +0000 2020,13,"What do governments have to keep doing, stop doing, and start doing as we transition to a more sustainable economy? 

Kathy Bardswick, President @ClimateChoices, leads a panel discussion on green innovation during our #UWaterlooSummit. 

#UWaterloo #climateaction https://t.co/M30k2uVwQc",2,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,,3,0,photo,https://pbs.twimg.com/media/EoGANf0XUAMbErk.jpg,
University of Waterloo,University of Waterloo,,,,,,,,,,2006,,2020-11-30T18:43:49.000Z,Mon Nov 30 18:43:49 +0000 2020,0,@EnviroDevlopmt @envwaterloo Dr. Andrey is amazing! ????,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,1,,,
University of Waterloo,University of Waterloo,,,,,,,,,,2007,,2020-11-30T18:43:29.000Z,Mon Nov 30 18:43:29 +0000 2020,12,We are lucky to have Dr. Jean Andrey as a part of our #UWaterlooCommunity and the #UWaterlooSummit! ???? https://t.co/eJtnezhJoq,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://twitter.com/AlexandriaESG/status/1333481472888430600 ,2,0,,,https://pbs.twimg.com/media/En2BryjUUAAX5Be.jpg
University of Waterloo,University of Waterloo,,,,,,,,,,2008,,2020-11-30T18:32:38.000Z,Mon Nov 30 18:32:38 +0000 2020,4,"""We are at a crucial point where governments, as @tomrand has highlighted, need to be thinking quickly and responding to #climatechange,"" says Kathy Bardswick, President @ClimateChoices, during our #UWaterlooSummit. 

#climateaction #UWaterloo #COVID19 https://t.co/vrtuMQHKY1",1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,,5,1,photo,https://pbs.twimg.com/media/EoF3qH2XUAIpoTG.png,https://pbs.twimg.com/media/En1atXiXYAErpbC.jpg
University of Waterloo,University of Waterloo,,,,,,,,,,2009,,2020-11-30T18:24:56.000Z,Mon Nov 30 18:24:56 +0000 2020,3,"""How does your toolkit put a cap on emissions?"" @tomrand discusses the role of green innovation in #climateaction during our #UWaterlooSummit. 

#climatechange #UWaterloo",1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,,4,1,,,https://pbs.twimg.com/media/En1S3vcVgAAq4_T.jpg
University of Waterloo,University of Waterloo,,,,,,,,,,2010,,2020-11-30T18:08:05.000Z,Mon Nov 30 18:08:05 +0000 2020,9,"""We are living in a time where we must look at how we are fostering sustainable ways of life – this is at the heart of this summit. #UWaterloo plays a unique and pivotal role in the effects of #climatechange,"" says @UWaterlooPres during our #UWaterlooSummit. https://t.co/1coLBQAH8Y",1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,,3,1,photo,https://pbs.twimg.com/media/EoFyeH3W4AcL54i.jpg,https://pbs.twimg.com/media/Enw5O7rXcAEbkJK.jpg
Daily Bulletin,University of Waterloo,,,,,,,,,,2011,,2020-11-30T17:09:48.000Z,Mon Nov 30 17:09:48 +0000 2020,0,"RT @uwdailybulletin : New screening requirement for accessing campus effective today: you must complete the new screening questions before accessing campus. You will get an email with a link to the screening tool when you check-in via eduroam or the manual form.
https://t.co/z2U6gVi1X3 https://t.co/1Mw1MbzBdk",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,http://ow.ly/WHoU50CylXF ,0,0,photo,https://pbs.twimg.com/media/EoFgH1VW4AIvIz5.jpg,https://pbs.twimg.com/media/EnxkaTQUUAEibOG.jpg
University of Waterloo,University of Waterloo,,,,,,,,,,2012,,2020-11-30T16:15:09.000Z,Mon Nov 30 16:15:09 +0000 2020,8,".@UWStpauls will be holding a free virtual installation ceremony for its third Chancellor, @MichaelleJeanF, on Friday, December 4 at 11:30 a.m, streamed live on the St. Paul's website and on its Facebook page. Register here: https://t.co/Rnbpk26gSy #UWaterloo https://t.co/3W8zm6LyGE",3,en,"<a href=""http://www.socialbakers.com/"" rel=""nofollow"">Emplifi</a>",Tweet,https://bit.ly/2Vl9kSh ,1,2,photo,https://pbs.twimg.com/media/EoFYrC6UcAIe9NR.jpg,
University of Waterloo,University of Waterloo,,,,,,,,,,2013,,2020-11-30T15:30:02.000Z,Mon Nov 30 15:30:02 +0000 2020,4,"In the midst of a pandemic, how do we find passion and purpose? Two #UWaterlooAlumni wanted to make an impact; one working on a vaccine and the other working on a screening tool for #COVID19. Read more in our #UWaterlooMagazine: https://t.co/Mtxx0WhnYq @darwinai @Mediphage https://t.co/XPlW2SC8Js",0,en,"<a href=""http://www.socialbakers.com/"" rel=""nofollow"">Emplifi</a>",Tweet,https://bit.ly/3m5YBqo ,3,2,photo,https://pbs.twimg.com/media/EoFOV8lUUAA5hUf.jpg,https://pbs.twimg.com/media/EnxY7y5XIAIGUzH.jpg
UWaterloo Alumni,University of Waterloo,,,,,,,,,,2014,,2020-11-30T14:30:30.000Z,Mon Nov 30 14:30:30 +0000 2020,0,"RT @uwaterlooalumni : Tomorrow, we rise.

#GivingUWaterloo #GivingTuesdayCA #GivingTuesday #UWaterlooAlumni #UWaterloo @UWaterloo https://t.co/oB0ZkDNFjX",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,5,1,video,https://video.twimg.com/ext_tw_video/1333418003933712384/pu/vid/480x480/br1lHVz9Xj6W5vcW.mp4?tag=10,https://pbs.twimg.com/media/EnxRVjuUUAAsYTc.jpg
University of Waterloo,University of Waterloo,,,,,,,,,,2015,,2020-11-30T14:15:32.000Z,Mon Nov 30 14:15:32 +0000 2020,7,"Today, we welcome business, government and academic leaders from around the work to our virtual #UWaterlooSummit on green innovation and cleantech. 

Register here: https://t.co/9VLJf6hVOy #UWaterloo #climateaction #COVID19 @tomrand @ClimateChoices https://t.co/n7I5JTPDJR",1,en,"<a href=""http://www.socialbakers.com/"" rel=""nofollow"">Emplifi</a>",Tweet,https://bit.ly/2Hi3AW3 ,4,1,photo,https://pbs.twimg.com/media/EoE9StfVcAAoZOr.jpg,
University of Waterloo,University of Waterloo,,,,,,,,,,2016,,2020-11-29T21:30:09.000Z,Sun Nov 29 21:30:09 +0000 2020,120,"#UWaterloo is mourning the loss of Pearl Sullivan.

“There's no doubt that Pearl left an indelible mark on the @WaterlooENG and the University of Waterloo, but most importantly, on her students, friends and colleagues…Our community has lost a giant.”

She will be sorely missed. https://t.co/7tcwtFOPob",18,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://twitter.com/UWaterlooPres/status/1333160946651566089 ,1,1,,,
University of Waterloo,University of Waterloo,,,,,,,,,,2017,,2020-11-27T21:54:21.000Z,Fri Nov 27 21:54:21 +0000 2020,8,"On this week's @uwdailybulletin podcast, Heather MacDougall, associate professor @waterloohistory, tells about the outbreak of the Spanish Flu in 1918, and how it compares to our current situation as we fight the spread of #COVID19. 

Listen and subscribe: https://t.co/8aCzKFaXls https://t.co/36p9RRMFzI",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://bit.ly/2V7G7Kz ,1,2,photo,https://pbs.twimg.com/media/En3JeLeW4AAExvS.jpg,
Vivek Goel,University of Waterloo,,,,,,,,,,2018,,2020-11-27T21:44:51.000Z,Fri Nov 27 21:44:51 +0000 2020,0,"RT @UWaterlooPres : With the holidays around the corner and this weekend traditionally being a big shopping period, please remember to keep your distance, stick to your household if possible, wash your hands and wear a mask. We can all do our part.

Stay safe Warriors! #WarriorsProtectWarriors https://t.co/TD4dv8cR9K",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,1,0,photo,https://pbs.twimg.com/media/En3Ab1RW4AULBXs.jpg,
University of Waterloo,University of Waterloo,,,,,,,,,,2019,,2020-11-27T20:00:23.000Z,Fri Nov 27 20:00:23 +0000 2020,5,"Chukwunonso J. Moneme, along with four other #UWaterloo student representatives are helping @UWaterloo make significant strides in the area of student wellness, the most recent being the reduction of mental health support wait times from 60 days to one: https://t.co/uQmkOYbeyM https://t.co/aL1wx4afEi",1,en,"<a href=""http://www.socialbakers.com/"" rel=""nofollow"">Emplifi</a>",Tweet,https://bit.ly/2JhT1TR ,1,1,photo,https://pbs.twimg.com/media/En2vdKMVcAAjo_I.jpg,https://pbs.twimg.com/media/EnwwFkeUUAMOwBN.jpg
University of Waterloo,University of Waterloo,,,,,,,,,,2020,,2020-11-27T18:30:35.000Z,Fri Nov 27 18:30:35 +0000 2020,4,"Can cleantech and green innovation drive economic recovery, post #COVID19? 

On Nov 30, join #UWaterloo researchers, panelists @TomRand and Kathy Bardswick and other experts for our upcoming #UWaterlooSummit. 

Register at: https://t.co/vzmU3UDi0y @ClimateChoices https://t.co/OodqCHDniu",0,en,"<a href=""http://www.socialbakers.com/"" rel=""nofollow"">Emplifi</a>",Tweet,https://bit.ly/3mLF8vb ,3,1,photo,https://pbs.twimg.com/media/En2a5rMUYAEgyzX.jpg,
UWaterloo Alumni,University of Waterloo,,,,,,,,,,2021,,2020-11-27T18:26:20.000Z,Fri Nov 27 18:26:20 +0000 2020,0,"RT @uwaterlooalumni : On Giving Tuesday all gifts to the Waterloo Eye Institute Fund, up to a total of $10k, will be matched! Special thanks to our challenge champion, Carol Cressman (OD '79). Learn more: https://t.co/9p3WdPqf0K

@UwOptometry
#GivingUWaterloo #GivingTuesdayCA https://t.co/Xw8ecc6dUa",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://bit.ly/2GzjNph ,2,1,photo,https://pbs.twimg.com/media/En1_xE1VoAI2dKn.jpg,https://pbs.twimg.com/media/EnwP9BuXEAA4RlX.jpg
University of Waterloo,University of Waterloo,,,,,,,,,,2022,,2020-11-27T18:16:59.000Z,Fri Nov 27 18:16:59 +0000 2020,3,@UWRecandLeisure ????,0,und,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,1,,,
University of Waterloo,University of Waterloo,,,,,,,,,,2023,,2020-11-27T18:16:45.000Z,Fri Nov 27 18:16:45 +0000 2020,2,@RyanSnelgrove @UWRecandLeisure ????,0,und,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,2,,,
University of Waterloo,University of Waterloo,,,,,,,,,,2024,,2020-11-27T18:16:34.000Z,Fri Nov 27 18:16:34 +0000 2020,2,@KelseyMJohansen @UWRecandLeisure @kayjaybelle ????,0,und,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,3,,,
University of Waterloo,University of Waterloo,,,,,,,,,,2025,,2020-11-27T16:40:24.000Z,Fri Nov 27 16:40:24 +0000 2020,7,"Last week, a group of innovative @UWaterloo students focused their skills on #5G and worked with high profile partners to hack #hockey. Learn more about their experiences and meet the teams who developed winning solutions: https://t.co/80hoTOILy6 @ConceptUW https://t.co/L86qkLxbe4",0,en,"<a href=""http://www.socialbakers.com/"" rel=""nofollow"">Emplifi</a>",Tweet,https://bit.ly/36cQgvF ,2,2,photo,https://pbs.twimg.com/media/En2BryjUUAAX5Be.jpg,
Concept by Velocity,University of Waterloo,,,,,,,,,,2026,,2020-11-27T14:19:10.000Z,Fri Nov 27 14:19:10 +0000 2020,0,"RT @ConceptUW : Last week a group of innovative @UWaterloo students focused their skills on #5G and worked with high profile partners to hack #hockey. Learn more about their experiences and meet the teams who developed winning solutions! ??????? 

https://t.co/njAlkxvKBk https://t.co/AtOB7ysuVi",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://bit.ly/3o6bLo9 ,2,1,photo,https://pbs.twimg.com/media/En1atXiXYAErpbC.jpg,
University of Waterloo,University of Waterloo,,,,,,,,,,2027,,2020-11-27T13:15:53.000Z,Fri Nov 27 13:15:53 +0000 2020,17,"How do our family stories help us unlock meaningful careers? Award-winning scholar Kimberly Lopez (MA ’13, PhD ’18) shares her wisdom on how she found meaning in her career through her family ties. 

Read more: https://t.co/q478W2ZSfA #UWaterlooMagazine @ahswaterloo https://t.co/BplNDFgVXt",2,en,"<a href=""http://www.socialbakers.com/"" rel=""nofollow"">Emplifi</a>",Tweet,https://bit.ly/3lXrPb0 ,1,0,photo,https://pbs.twimg.com/media/En1S3vcVgAAq4_T.jpg,https://pbs.twimg.com/media/Enly7_cW8AMnuqt.jpg
Concept by Velocity,University of Waterloo,,,,,,,,,,2028,,2020-11-26T20:51:18.000Z,Thu Nov 26 20:51:18 +0000 2020,0,"RT @ConceptUW : Welcome to the Virtual #Concept5K Finals  - Fall 2020 Edition! ??

You can now watch our 10 finalist teams pitching their ideas and competing for up to $10K in funding! 

??Watch the pitches: https://t.co/3rc169TmvE https://t.co/x8Gb9aPgT0",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://bit.ly/33jJ8M1 ,1,0,photo,https://pbs.twimg.com/media/Enw5O7rXcAEbkJK.jpg,https://pbs.twimg.com/media/EnrVQfxXEAMrWac.jpg
UWaterloo Alumni,University of Waterloo,,,,,,,,,,2029,,2020-11-26T20:27:20.000Z,Thu Nov 26 20:27:20 +0000 2020,0,"RT @uwaterlooalumni : Unlock an extra $1k when $9,000 in gifts have been made to the Impact Biology Scholarship Fund on Giving Tuesday! Learn more: https://t.co/9p3WdPqf0K

@WaterlooSci
#GivingUWaterloo #GivingTuesdayCA https://t.co/6GGqYHwrdB",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://bit.ly/2GzjNph ,2,1,photo,https://pbs.twimg.com/media/EnxkaTQUUAEibOG.jpg,https://video.twimg.com/ext_tw_video/1331622544563007489/pu/vid/640x360/Gl2nMzvnfgpOhPSt.mp4?tag=10
University of Waterloo,University of Waterloo,,,,,,,,,,2030,,2020-11-26T19:23:02.000Z,Thu Nov 26 19:23:02 +0000 2020,1,@UWaterlooPres We can't wait for the upcoming #UWaterlooSummit! ????,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,1,1,,,
Vivek Goel,University of Waterloo,,,,,,,,,,2031,,2020-11-26T19:22:31.000Z,Thu Nov 26 19:22:31 +0000 2020,0,"RT @UWaterlooPres : The #UWaterlooSummit returns Monday to tackle Green Innovation! 

Don't miss hearing from @UWaterloo experts and panelists as they discuss how our economic recovery can be driven by green innovation and cleantech: https://t.co/NJEywNyaWl https://t.co/hjBEXN7V47",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://bit.ly/3mLF8vb ,1,1,photo,https://pbs.twimg.com/media/EnxY7y5XIAIGUzH.jpg,https://pbs.twimg.com/media/EnrGY7kVEAAqrHy.jpg
University of Waterloo,University of Waterloo,,,,,,,,,,2032,,2020-11-26T18:30:42.000Z,Thu Nov 26 18:30:42 +0000 2020,6,"#COVID-19 has changed the daily workflow of community pharmacies, to say the least. Read more about how @UWPharmacy is adapting and partnering with @_AirMatrix_ to trial medication delivery by automated drones: https://t.co/YYNfdZEhtu https://t.co/sj3meVzjfd",5,en,"<a href=""http://www.socialbakers.com/"" rel=""nofollow"">Emplifi</a>",Tweet,https://bit.ly/39jV9Vx ,1,2,photo,https://pbs.twimg.com/media/EnxRVjuUUAAsYTc.jpg,https://video.twimg.com/tweet_video/EnnNvBXXYAYL8sM.mp4
University of Waterloo,University of Waterloo,,,,,,,,,,2033,,2020-11-26T16:23:07.000Z,Thu Nov 26 16:23:07 +0000 2020,5,@FlyYKF We applaud whoever wrote this poem. ??,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,1,,,https://pbs.twimg.com/media/EnmfVODVkAEksgV.jpg
University of Waterloo,University of Waterloo,,,,,,,,,,2034,,2020-11-26T16:21:39.000Z,Thu Nov 26 16:21:39 +0000 2020,1,@UWStpauls @campbelllor @UWIndig @UWomenNetwork Congratulations @campbelllor! ????,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,5,,,https://pbs.twimg.com/media/EnmQSCwXIAIQCXg.jpg
University of Waterloo,University of Waterloo,,,,,,,,,,2035,,2020-11-26T16:21:12.000Z,Thu Nov 26 16:21:12 +0000 2020,0,@uwaterlooHREI ????,0,und,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,1,,,
