"","Post","Entity","Position","Type","message"
"1754","2409","Black","208","Location","#BlackHistoryMonth is a time to celebrate Black culture and accomplishments, understand the history of Black people in Canada, and most importantly at Western, to support and recognize the contributions our Black community is making everyday. #westernu https://t.co/koudR5TYmg"
"1755","2415","Alan Shepard","26","Person","Looking ahead: President Alan Shepard on plans for the current and upcoming academic terms at #WesternU. https://t.co/x6EJrDqoa7"
"1756","2416","this year","143","Date","Congratulations to @ZamirFakirani on becoming the next @WesternUSC president for the 2021/2022 school year, and to everyone who was a part of this year's election process. Thank you to everyone who voted during the first ever all-virtual campaign season! #WesternU https://t.co/JZui3dfs3t"
"1757","2418","Lawrence Hill","140","Person","RT @huronatwestern : Celebrate Black History Month with an incredible author &amp; activist. Join us Feb 10 at 7pm for A Conversation with Lawrence Hill. Lawrence has authored ten books, receiving national &amp; international recognition for his phenomenal work. More info/register: https://t.co/FHdfA0vyCp https://t.co/gcUxdLjlgr"
"1758","2418","Lawrence","155","Person","RT @huronatwestern : Celebrate Black History Month with an incredible author &amp; activist. Join us Feb 10 at 7pm for A Conversation with Lawrence Hill. Lawrence has authored ten books, receiving national &amp; international recognition for his phenomenal work. More info/register: https://t.co/FHdfA0vyCp https://t.co/gcUxdLjlgr"
"1759","242","This week","1","Date","This week's #WesternU #COVID19 vaccination hours:

Mon, Feb. 7 - 9:00 a.m. to 8:00 p.m.
Tues, Feb. 8 - 9:00 a.m. to 5:00 p.m.
Wed, Feb. 9 - 9:00 a.m. to 5:00 p.m.
Thurs, Feb. 10 - 9:00 a.m. to 8:00 p.m.
Fri, Feb. 11 - 9:00 a.m. to 5:00 p.m."
"1760","2422","today","29","Date","RT @westernuTechSvs : After today's security update for Office 365 some iOS users may receive an ""email access is blocked"" message. To resolve, simply remove and re-add your #WesternU email account to get it to work. https://t.co/m0lQovumiJ https://t.co/PAtvqC18nk"
"1761","2424","Western University","80","Organization","RT @CTVLondon : From CTV's Gerry Dewan – Made from water-lily seeds, a pair of Western University students want people to pop this healthier choice.? https://t.co/tW9B6sn505"
"1762","2424","Gerry Dewan","28","Person","RT @CTVLondon : From CTV's Gerry Dewan – Made from water-lily seeds, a pair of Western University students want people to pop this healthier choice.? https://t.co/tW9B6sn505"
"1763","2425","Professional Achievement Award
• Community Service","196","Organization","RT @westernuAlumni : Do you know an exceptional #WesternU grad? Consider nominating them for an Alumni Award of Merit!

Categories are:
• Dr. Ivan Smith Award, Western Alumni's highest tribute
• Professional Achievement Award
• Community Service Award
• Young Alumni Award
https://t.co/o3qMFLfmYb"
"1764","2425","Ivan Smith","143","Person","RT @westernuAlumni : Do you know an exceptional #WesternU grad? Consider nominating them for an Alumni Award of Merit!

Categories are:
• Dr. Ivan Smith Award, Western Alumni's highest tribute
• Professional Achievement Award
• Community Service Award
• Young Alumni Award
https://t.co/o3qMFLfmYb"
"1765","2425","Young Alumni","255","Person","RT @westernuAlumni : Do you know an exceptional #WesternU grad? Consider nominating them for an Alumni Award of Merit!

Categories are:
• Dr. Ivan Smith Award, Western Alumni's highest tribute
• Professional Achievement Award
• Community Service Award
• Young Alumni Award
https://t.co/o3qMFLfmYb"
"1766","2427","Space Explorers","213","Organization","RT @drcrater : We usually welcome kids to the @WesternU campus for #MarchBreakCamp but not this year of course. BUT - registration is now OPEN for our 1st ever Virtual March Break Camp through our @westernuSpace Space Explorers program! Details below ?? #STEMeducation #STEM #purpleandproud https://t.co/TdMSQdD0Gk"
"1767","2427","this year","92","Date","RT @drcrater : We usually welcome kids to the @WesternU campus for #MarchBreakCamp but not this year of course. BUT - registration is now OPEN for our 1st ever Virtual March Break Camp through our @westernuSpace Space Explorers program! Details below ?? #STEMeducation #STEM #purpleandproud https://t.co/TdMSQdD0Gk"
"1768","2427","March","169","Date","RT @drcrater : We usually welcome kids to the @WesternU campus for #MarchBreakCamp but not this year of course. BUT - registration is now OPEN for our 1st ever Virtual March Break Camp through our @westernuSpace Space Explorers program! Details below ?? #STEMeducation #STEM #purpleandproud https://t.co/TdMSQdD0Gk"
"1769","2429","Ting-Yim Lee","83","Person","RT @lawsonresearch : Medical software licence underlines WORLDiscoveries success. Ting-Yim Lee's imaging software is an example of cutting-edge technology applied to improving health care. https://t.co/t19m6lIUaB @WORLDiscoveries @WesternU"
"1770","2429","U","239","Location","RT @lawsonresearch : Medical software licence underlines WORLDiscoveries success. Ting-Yim Lee's imaging software is an example of cutting-edge technology applied to improving health care. https://t.co/t19m6lIUaB @WORLDiscoveries @WesternU"
"1771","2430","Thursday","98","Date","RT @westernuSE : Have you registered yet? The hirewesternu VIRTUAL Career Fair is happening this Thursday from 10-3! More than 50 employers will be available to meet you, and you'll get the chance to win prizes. Plan your networking and register for the Fair at https://t.co/eePGUhitCU @WesternU https://t.co/CYUz2LpElK"
"1772","2431","Canada","119","Location","RT @CTVLondon : What if Wiarton Willie was a bear? @WesternU historian finds bears may have been first forecasters in Canada: https://t.co/6QF1SdGAuh"
"1773","2433","://t.co/2Ahaf02hq2","191","Date","Extending lifetime of materials used in automobiles and nuclear reactors is latest discovery from @westernuEng professor @AbdolvandHamid, his team and collaborators at @esrfsynchrotron https://t.co/2Ahaf02hq2"
"1774","2434","Ting-Yim Lee","1","Person","Ting-Yim Lee's innovative imaging software helps guide treatment for patients who have had a stroke or cancer. His #WesternU research is one reason @WORLDiscoveries is a leader in new #techtransfer rankings. @SchulichMedDent @AUTM @GEHealthcare #ldnont https://t.co/3QzTgkDbds"
"1775","2435","Today","83","Date","RT @CBCOntarioToday : NOON: Online learning has been tough on kids &amp; parents. Today we have child &amp; adolescent psychiatrist Dr. Javeed Sukhera 
@javeedsukhera @SchulichMedDent @WesternU taking calls, w/ strategies to manage in these uncertain times. #pandemic #mentalhealth   
https://t.co/JVOb6gAD2v"
"1776","2436","Hi Mel","18","Location","@GunstoneMelissa Hi Mel - transition to online delivery of our programs has not changed the amount that we are investing to ensure academic integrity and quality for our students. You can find more information here: https://t.co/qO4AAQLJKL"
"1777","244","McIntosh Gallery","115","Organization","RT @westernuArts : Professor Emeritus, Tony Urquhart, was Western's first artist-in-residence and curated for the McIntosh Gallery while helping to launch the fine arts program and being a driving force for the art community in London.  He passed away at the age of 87. 

https://t.co/9pvMPLhMRk"
"1778","244","Professor Emeritus","20","Person","RT @westernuArts : Professor Emeritus, Tony Urquhart, was Western's first artist-in-residence and curated for the McIntosh Gallery while helping to launch the fine arts program and being a driving force for the art community in London.  He passed away at the age of 87. 

https://t.co/9pvMPLhMRk"
"1779","244","Tony Urquhart","40","Person","RT @westernuArts : Professor Emeritus, Tony Urquhart, was Western's first artist-in-residence and curated for the McIntosh Gallery while helping to launch the fine arts program and being a driving force for the art community in London.  He passed away at the age of 87. 

https://t.co/9pvMPLhMRk"
"1780","244","London","229","Location","RT @westernuArts : Professor Emeritus, Tony Urquhart, was Western's first artist-in-residence and curated for the McIntosh Gallery while helping to launch the fine arts program and being a driving force for the art community in London.  He passed away at the age of 87. 

https://t.co/9pvMPLhMRk"
"1781","2440","Friday","54","Date","Correction: The Opening Ceremonies are being held on Friday, February 5th."
"1782","2440","February","62","Date","Correction: The Opening Ceremonies are being held on Friday, February 5th."
"1783","2442","February","99","Date","Follow along with @westernuSE as they highlight Black students and alumni throughout the month of February in celebration of Black Excellence at Western, and for a weekly feature on a locally and Black owned business. #westernu #purpleandproud"
"1784","2443","Thursday","12","Date","Join us on Thursday, February 5th for a special Opening Ceremonies hosted and broadcast by @BSAWestern. Stay tuned to their social media accounts for updates on this event, and several other virtual ways for us to come together, celebrate and reflect throughout the month."
"1785","2443","February","22","Date","Join us on Thursday, February 5th for a special Opening Ceremonies hosted and broadcast by @BSAWestern. Stay tuned to their social media accounts for updates on this event, and several other virtual ways for us to come together, celebrate and reflect throughout the month."
"1786","2444","BlackHistoryMonth2021","175","Date","It will be a month of sharing the histories and experiences of the Black community and the resilience of a thriving and richly diverse part of Canadian culture and society. #BlackHistoryMonth2021"
"1787","2444","Black","68","Location","It will be a month of sharing the histories and experiences of the Black community and the resilience of a thriving and richly diverse part of Canadian culture and society. #BlackHistoryMonth2021"
"1788","2445","February","1","Date","February is #BlackHistoryMonth2021 - a time to celebrate Black culture, art, music, and all the contributions Black people have made not only around the world, but also here at #WesternU. https://t.co/zS0W99gmNK"
"1789","2448","Rick","72","Person","RT @jkswift7 : Such a wholesome @WesternU moment #Wednesday’s #AreFor #Rick https://t.co/z7RIFdyP3b"
"1790","245","MA","117","Organization","How did the portayal of the 1918 Spanish Flu pandemic in the media impact Spaniards in Canada? Read the research by MA candidate Hanna Barnett! 

The Inspiring Minds campaign showcases graduate research from #WesternU.
#GradLifeWesternU @westernuArts @VPRWesternU"
"1791","245","1918","29","Date","How did the portayal of the 1918 Spanish Flu pandemic in the media impact Spaniards in Canada? Read the research by MA candidate Hanna Barnett! 

The Inspiring Minds campaign showcases graduate research from #WesternU.
#GradLifeWesternU @westernuArts @VPRWesternU"
"1792","245","Canada","88","Location","How did the portayal of the 1918 Spanish Flu pandemic in the media impact Spaniards in Canada? Read the research by MA candidate Hanna Barnett! 

The Inspiring Minds campaign showcases graduate research from #WesternU.
#GradLifeWesternU @westernuArts @VPRWesternU"
"1793","245","U","263","Location","How did the portayal of the 1918 Spanish Flu pandemic in the media impact Spaniards in Canada? Read the research by MA candidate Hanna Barnett! 

The Inspiring Minds campaign showcases graduate research from #WesternU.
#GradLifeWesternU @westernuArts @VPRWesternU"
"1794","2450","Monday","83","Date","#WesternU #COVID19 testing centre will be open for students, faculty and staff on Monday, Feb. 1 through Friday, Feb. 5 from 9:30 a.m. to 4:00 p.m. #TakeCareWesternU https://t.co/Emv7vSPjUf"
"1795","2450","Friday","106","Date","#WesternU #COVID19 testing centre will be open for students, faculty and staff on Monday, Feb. 1 through Friday, Feb. 5 from 9:30 a.m. to 4:00 p.m. #TakeCareWesternU https://t.co/Emv7vSPjUf"
"1796","2453","Education","97","Organization","RT @INDGTop10 : ON universities create fellowships for Indigenous and Black doctoral students  #Education #IndgEd #Fellowships @queensu @WesternU @McMasterU @UWaterloo @uOttawa @UofT | Read More:  https://t.co/byZTHxblSt"
"1797","2455","Duncan Hunter","31","Person","RT @VPRWesternU : #WesternU's Duncan Hunter, who created a magic bullet for rare cancers, is one of three finalists in the @AUTM Better World Awards. Vote today! https://t.co/dS3KJ6iZlN #AwesomeResearch @WORLDiscoveries"
"1798","2455","today","156","Date","RT @VPRWesternU : #WesternU's Duncan Hunter, who created a magic bullet for rare cancers, is one of three finalists in the @AUTM Better World Awards. Vote today! https://t.co/dS3KJ6iZlN #AwesomeResearch @WORLDiscoveries"
"1799","2456","today","168","Date","Help create a bold future for Western. If you had to choose the key issues for our researchers, scholars and artists to focus on, what would they be? Share your ideas today. #westernu #ldnont #cdnPSE https://t.co/QgJtxWt8KL"
"1800","246","Beijing2022","151","Date","From the #WesternU track to the bobsled run, @likeavillain13 and Kristen Bujnowski continue the @WesternMustangs Olympic legacy started by @Kopacz77 #Beijing2022 @BobCANSkel #purpleandproud #ldnont https://t.co/e2voALjPim"
"1801","2461","Student Experience","40","Organization","RT @OntUniv : Though their new Digital Student Experience website, @WesternU is providing students with a comprehensive suite of online supports &amp; resources including health and well-being supports, career development and fitness and nutrition resources. #BellLetsTalk 

https://t.co/xFdY4wxQj4 https://t.co/4p5mVY30y1"
"1802","2465","Today","18","Date","RT @westernuSE : Today for #BellLetsTalk day, take a selfie in the @WesternU virtual photo booth! Add your own digital toque &amp; personalized mental health message, share your picture with the hashtag #BellLetsTalk! Together we can help create positive change. 

Photo Booth: https://t.co/1Lmn3ytzwR https://t.co/ORFDP4ZHl0"
"1803","2466","Don","177","Person","RT @westernuhousing : ""In first year, I wish I knew that wellness &amp; mental health were parts of my life that I had to be intentional about. This year, I've learned from my Don and peers. I became intentional about my thoughts &amp; reminded myself that I'm not alone.""  @westernU #WesternU #BellLetsTalk https://t.co/0F5dxrFuEe"
"1804","2466","This year","145","Date","RT @westernuhousing : ""In first year, I wish I knew that wellness &amp; mental health were parts of my life that I had to be intentional about. This year, I've learned from my Don and peers. I became intentional about my thoughts &amp; reminded myself that I'm not alone.""  @westernU #WesternU #BellLetsTalk https://t.co/0F5dxrFuEe"
"1805","2467","Student-Senior Isolation Prevention Program","125","Organization","RT @SchulichMedDent : Forty @WesternU medical students have formed friendships with seniors in the community as part of the Student-Senior Isolation Prevention Program.

“It’s helped us feel less isolated and less alone, and given us something to look forward to every week.” 

#BellLetsTalk"
"1806","2469","Sasha Costanza-Chock","198","Person","RT @BigDataMargins : Coming up this week! We're thrilled to host ""Digital Care &amp; Cruelty: Social Provisioning &amp; Deprivation in the Era of Big Data,"" feat. Virginia Eubanks (@PopTechWorks), Sasha Costanza-Chock (@schock) &amp; Joanna Redden. #WesternU

Registration is free to all: https://t.co/P7KxRxyaDC https://t.co/4orAoWIp2C"
"1807","2469","Joanna Redden","235","Person","RT @BigDataMargins : Coming up this week! We're thrilled to host ""Digital Care &amp; Cruelty: Social Provisioning &amp; Deprivation in the Era of Big Data,"" feat. Virginia Eubanks (@PopTechWorks), Sasha Costanza-Chock (@schock) &amp; Joanna Redden. #WesternU

Registration is free to all: https://t.co/P7KxRxyaDC https://t.co/4orAoWIp2C"
"1808","2469","this week","32","Date","RT @BigDataMargins : Coming up this week! We're thrilled to host ""Digital Care &amp; Cruelty: Social Provisioning &amp; Deprivation in the Era of Big Data,"" feat. Virginia Eubanks (@PopTechWorks), Sasha Costanza-Chock (@schock) &amp; Joanna Redden. #WesternU

Registration is free to all: https://t.co/P7KxRxyaDC https://t.co/4orAoWIp2C"
"1809","247","Olympic Studies","202","Organization","A commentary on the issues surrounding the #Beijing2022WinterOlympics from the athletes' perspective, written by Angela Schneider, Olympic medalist and director of #WesternU’s International Centre for Olympic Studies. #Olympics #Beijing2022 https://t.co/AeOXOON7eD"
"1810","247","Angela Schneider","114","Person","A commentary on the issues surrounding the #Beijing2022WinterOlympics from the athletes' perspective, written by Angela Schneider, Olympic medalist and director of #WesternU’s International Centre for Olympic Studies. #Olympics #Beijing2022 https://t.co/AeOXOON7eD"
"1811","247","Beijing2022","230","Date","A commentary on the issues surrounding the #Beijing2022WinterOlympics from the athletes' perspective, written by Angela Schneider, Olympic medalist and director of #WesternU’s International Centre for Olympic Studies. #Olympics #Beijing2022 https://t.co/AeOXOON7eD"
"1812","2472","Kristina Klausen","188","Person","RT @westernuAlumni : Four exceptional #WesternU entrepreneurs + the head of Western Entrepreneurship = one incredible panel! 

On February 9, learn from @sukhindersingh, @Patrick_Spence, Kristina Klausen, @chrisalbinson, and Eric Morse from @iveybusiness. 
@theC100 @iveyMIFE 
https://t.co/2TrX9LdXzE"
"1813","2472","Eric Morse","226","Person","RT @westernuAlumni : Four exceptional #WesternU entrepreneurs + the head of Western Entrepreneurship = one incredible panel! 

On February 9, learn from @sukhindersingh, @Patrick_Spence, Kristina Klausen, @chrisalbinson, and Eric Morse from @iveybusiness. 
@theC100 @iveyMIFE 
https://t.co/2TrX9LdXzE"
"1814","2472","February 9","131","Date","RT @westernuAlumni : Four exceptional #WesternU entrepreneurs + the head of Western Entrepreneurship = one incredible panel! 

On February 9, learn from @sukhindersingh, @Patrick_Spence, Kristina Klausen, @chrisalbinson, and Eric Morse from @iveybusiness. 
@theC100 @iveyMIFE 
https://t.co/2TrX9LdXzE"
"1815","2473","Alice Munro Chair","71","Person","RT @westernuEnglish : The 1st event in @westernuArts @westernuEnglish Alice Munro Chair in Creativity @ivancoyote's #ActiveVoice series was warmly received across the nation! Singer-songwriters John K. Samson &amp; Christine Fellows welcomed viewers into their home for an intimate concert. Thx @WordsLDN https://t.co/2fb040YAF4"
"1816","2473","John K. Samson","195","Person","RT @westernuEnglish : The 1st event in @westernuArts @westernuEnglish Alice Munro Chair in Creativity @ivancoyote's #ActiveVoice series was warmly received across the nation! Singer-songwriters John K. Samson &amp; Christine Fellows welcomed viewers into their home for an intimate concert. Thx @WordsLDN https://t.co/2fb040YAF4"
"1817","2473","Christine Fellows","216","Person","RT @westernuEnglish : The 1st event in @westernuArts @westernuEnglish Alice Munro Chair in Creativity @ivancoyote's #ActiveVoice series was warmly received across the nation! Singer-songwriters John K. Samson &amp; Christine Fellows welcomed viewers into their home for an intimate concert. Thx @WordsLDN https://t.co/2fb040YAF4"
"1818","2474","Student Code","102","Organization","@uabouttolose Also, we want to make sure you know that anyone can submit a complaint under Western’s Student Code of Conduct by filling out the form available on our website: https://t.co/3oczVLwmZV."
"1819","2475","Student Support","228","Organization","@uabouttolose Thank you for reaching out. A safe and supportive learning environment is important to us. We are concerned and would like to hear from you about what has happened. Would you be open to speaking to someone on our Student Support &amp; Case Management team?"
"1820","2476","this week","92","Date","RT @westernuSE : Reminder: don't miss our NEW Survivor’s Series with @AnovaFuture starting this week! Join us every ??? Thursday ?? 7-8 PM EST ?? via Zoom

This is a psycho-educational series where we will explore a new topic each week. Email education@anovafuture.org to register. #westernu https://t.co/0bdcIeoKtz"
"1821","2476","Thursday","121","Date","RT @westernuSE : Reminder: don't miss our NEW Survivor’s Series with @AnovaFuture starting this week! Join us every ??? Thursday ?? 7-8 PM EST ?? via Zoom

This is a psycho-educational series where we will explore a new topic each week. Email education@anovafuture.org to register. #westernu https://t.co/0bdcIeoKtz"
"1822","2479","://t.co/Pl8Ot374jr","301","Date","RT @sgpoulin : Can’t think of a more important way to mark #HolocaustMemorialDay than sharing that Mr. Elly Gotz is again joining us at Western. Please take advantage of the opportunity Covid has offered us and join from wherever you are! @AzrieliMemoirs @WesternU @westernuSocSci @westernulibs https://t.co/Pl8Ot374jr"
"1823","248","Action Committee","142","Organization","The Committee was identified as one element in a broader action plan implemented to enhance student safety. Read the latest updates from the Action Committee below. https://t.co/E4KNvVRnAz"
"1824","2483","Elizabeth Stordeur Pryor","50","Person","RT @dr_kaniki : In December @WesternU hosted Dr. Elizabeth Stordeur Pryor for an important discussion on the use of the n-word in the classroom #antiracism https://t.co/mMdeSJrvru"
"1825","2484","University","171","Organization","@Guzzo_Vincenzo @uofg @mcgillu @Concordia @yorkuniversity @UCalgary @uOttawa @UofT @UWindsor @UMontreal @UWaterloo @UBC @UNBC @UQAM @DalhousieU @BishopsU @UAlberta @BrockUniversity @umanitoba @usask @queensualumni You KNOW our #WesternU founders will be representing! @westernuPropel @iveyMIFE #startedatthebottomofUCHill"
"1826","2486","Tuesday","62","Date","From their home, to ours, to yours. We’ve loved spending our Tuesday night with our students, professors, @westernualumni and fans of all things #creativity tonight! Make sure you add the next edition of #ActiveVoice to your calendar. https://t.co/GgSAbpRECQ"
"1827","2487","John","97","Person","“Can I be in your class?” This just in, @ivancoyote’s class (@westernuarts) gets more time with John and Christine after tonight’s public performance! #thisisarts #celebratealice #learnfromhome"
"1828","2487","Christine","106","Person","“Can I be in your class?” This just in, @ivancoyote’s class (@westernuarts) gets more time with John and Christine after tonight’s public performance! #thisisarts #celebratealice #learnfromhome"
"1829","2488","John K. Samson","180","Person","From Winnipeg, Saskatoon, Halifax, Vancouver, Toronto, Calgary, Clam Harbour (and helpful sisters in Guelph), and of course #LdnOnt! We pleased as punch to join you, @ivancoyote, John K. Samson, Christine Fellows, @WordsLDN and @westernuArts for the first night of #ActiveVoice! https://t.co/v6EPTuuzxN"
"1830","2488","Christine Fellows","196","Person","From Winnipeg, Saskatoon, Halifax, Vancouver, Toronto, Calgary, Clam Harbour (and helpful sisters in Guelph), and of course #LdnOnt! We pleased as punch to join you, @ivancoyote, John K. Samson, Christine Fellows, @WordsLDN and @westernuArts for the first night of #ActiveVoice! https://t.co/v6EPTuuzxN"
"1831","2488","Vancouver","36","Location","From Winnipeg, Saskatoon, Halifax, Vancouver, Toronto, Calgary, Clam Harbour (and helpful sisters in Guelph), and of course #LdnOnt! We pleased as punch to join you, @ivancoyote, John K. Samson, Christine Fellows, @WordsLDN and @westernuArts for the first night of #ActiveVoice! https://t.co/v6EPTuuzxN"
"1832","2488","Toronto","47","Location","From Winnipeg, Saskatoon, Halifax, Vancouver, Toronto, Calgary, Clam Harbour (and helpful sisters in Guelph), and of course #LdnOnt! We pleased as punch to join you, @ivancoyote, John K. Samson, Christine Fellows, @WordsLDN and @westernuArts for the first night of #ActiveVoice! https://t.co/v6EPTuuzxN"
"1833","2488","Calgary","56","Location","From Winnipeg, Saskatoon, Halifax, Vancouver, Toronto, Calgary, Clam Harbour (and helpful sisters in Guelph), and of course #LdnOnt! We pleased as punch to join you, @ivancoyote, John K. Samson, Christine Fellows, @WordsLDN and @westernuArts for the first night of #ActiveVoice! https://t.co/v6EPTuuzxN"
"1834","2488","Guelph","102","Location","From Winnipeg, Saskatoon, Halifax, Vancouver, Toronto, Calgary, Clam Harbour (and helpful sisters in Guelph), and of course #LdnOnt! We pleased as punch to join you, @ivancoyote, John K. Samson, Christine Fellows, @WordsLDN and @westernuArts for the first night of #ActiveVoice! https://t.co/v6EPTuuzxN"
"1835","2489","Chanel Miller","79","Person","RT @westernuAlumni : There’s one week before @nytimesbooks bestselling author Chanel Miller is live with #WesternU, discussing her memoir “Know My Name” and the power of personal writing. 

Reserve your spot for this exclusive virtual event now! @penguinusa 
https://t.co/j2pt1IlhMU"
"1836","249","Western Action Committee on Gender-Based","156","Organization","#WesternU students and employees are invited to share their input on how to better prevent and respond to violence on campus in an anonymous survey by the Western Action Committee on Gender-Based &amp; Sexual Violence. Check your Western email to fill out the survey by Feb 17. https://t.co/bOYn9xvAdX"
"1837","249","Feb 17","271","Date","#WesternU students and employees are invited to share their input on how to better prevent and respond to violence on campus in an anonymous survey by the Western Action Committee on Gender-Based &amp; Sexual Violence. Check your Western email to fill out the survey by Feb 17. https://t.co/bOYn9xvAdX"
"1838","2491","://t.co/rzg3lfk663","261","Date","Recruited from Sweden's @KTHuniversity, Yolanda Hedberg has been named the Wolfe-Western Fellow, an award acknowledging the work and promise of a young, newly recruited researcher. ?? #onpse #cdnpse #westernu #purpleandproud @HedbergLab @westernuScience 
https://t.co/rzg3lfk663"
"1839","2491","Sweden","16","Location","Recruited from Sweden's @KTHuniversity, Yolanda Hedberg has been named the Wolfe-Western Fellow, an award acknowledging the work and promise of a young, newly recruited researcher. ?? #onpse #cdnpse #westernu #purpleandproud @HedbergLab @westernuScience 
https://t.co/rzg3lfk663"
"1840","2492","Dr.","54","Person","RT @LGLizDowdeswell : As a research chair @WesternU, Dr. Jing Jiang is dedicated to training the next generation of Ontario and the world’s leaders in safe utilization of nuclear energy for power generation building connections. Delighted to congratulate him on his 2020 Order of Ontario. https://t.co/Cs7xehmrNm"
"1841","2492","Jing Jiang","58","Person","RT @LGLizDowdeswell : As a research chair @WesternU, Dr. Jing Jiang is dedicated to training the next generation of Ontario and the world’s leaders in safe utilization of nuclear energy for power generation building connections. Delighted to congratulate him on his 2020 Order of Ontario. https://t.co/Cs7xehmrNm"
"1842","2492","Ontario","117","Location","RT @LGLizDowdeswell : As a research chair @WesternU, Dr. Jing Jiang is dedicated to training the next generation of Ontario and the world’s leaders in safe utilization of nuclear energy for power generation building connections. Delighted to congratulate him on his 2020 Order of Ontario. https://t.co/Cs7xehmrNm"
"1843","2492","Ontario","281","Location","RT @LGLizDowdeswell : As a research chair @WesternU, Dr. Jing Jiang is dedicated to training the next generation of Ontario and the world’s leaders in safe utilization of nuclear energy for power generation building connections. Delighted to congratulate him on his 2020 Order of Ontario. https://t.co/Cs7xehmrNm"
"1844","2493","Listen","205","Organization","RT @charlesweijer : How do we decide when students should return to in-person classes? 

Grt chat w/ @JessBrady980 @AM980News 
@SchulichMedDent @WesternU @karlahemming #schools #COVID19 #ldnont #ldnews 

Listen (12:58 min): https://t.co/lQOMoiBsEp https://t.co/VGpNMFIW2J"
"1845","2493","12:58","213","Date","RT @charlesweijer : How do we decide when students should return to in-person classes? 

Grt chat w/ @JessBrady980 @AM980News 
@SchulichMedDent @WesternU @karlahemming #schools #COVID19 #ldnont #ldnews 

Listen (12:58 min): https://t.co/lQOMoiBsEp https://t.co/VGpNMFIW2J"
"1846","2497","Monday","83","Date","#WesternU #COVID19 testing centre will be open for students, faculty and staff on Monday, Jan. 25 through Friday, Jan. 29 from 9:30 a.m. to 4:00 p.m. #TakeCareWesternU https://t.co/Emv7vSPjUf"
"1847","2497","Jan. 25 through Friday","91","Date","#WesternU #COVID19 testing centre will be open for students, faculty and staff on Monday, Jan. 25 through Friday, Jan. 29 from 9:30 a.m. to 4:00 p.m. #TakeCareWesternU https://t.co/Emv7vSPjUf"
"1848","2497","Jan. 29","115","Date","#WesternU #COVID19 testing centre will be open for students, faculty and staff on Monday, Jan. 25 through Friday, Jan. 29 from 9:30 a.m. to 4:00 p.m. #TakeCareWesternU https://t.co/Emv7vSPjUf"
"1849","2498","December 1, 2020","74","Date","@breezyjamaica Thanks for reaching out. Our 2nd installment deadline was December 1, 2020. If you find yourself in a tight situation please reach out to our Fees Office to work out a payment plan reg-fees@uwo.ca."
"1850","25","Andrea Soddu","33","Person","Physicist-turned-neuroscientist Andrea Soddu has developed unique brain-imaging software that is helping a #ldnont law firm strengthen the case for better support for clients with #concussions. #WesternU #acquiredbraininjury @BMI_WesternU @SiskindsLLP https://t.co/qU09bFsgBm"
"1851","2500","British Columbia","68","Location","RT @KateHeeChoi : I was interviewed about the fertility decline in British Columbia during COVID-19. https://t.co/a0SBP2eUK4   @westernuSocSci @WesternuSOC @WesternU"
"1852","2500","U","165","Location","RT @KateHeeChoi : I was interviewed about the fertility decline in British Columbia during COVID-19. https://t.co/a0SBP2eUK4   @westernuSocSci @WesternuSOC @WesternU"
"1853","2501","Ontario","216","Location","RT @charlesweijer : When should kids return to in-person learning? @WesternU researcher, colleagues finding answers.
@charlesweijer @SchulichMedDent @karlahemming @SpencerPHey @HollyLynchez 
#ldnon #ldnnews #onted #Ontario #schools #COVID19 
https://t.co/mo2cTMWnb4"
"1854","2502","Tues","81","Person","RT @westernuSE : Check out our NEW Online Workshop: Bias Awareness Training 
?? Tues. Feb 2 
?? 12:30-1:30pm EST. 

This training aims to self-expose our individual unconscious biases, confirmation biases, and perceptions.

Register today ?? https://t.co/vg4kwDR765

#westernuThrive @WesternU https://t.co/HwVDgf3qHr"
"1855","2502","today","234","Date","RT @westernuSE : Check out our NEW Online Workshop: Bias Awareness Training 
?? Tues. Feb 2 
?? 12:30-1:30pm EST. 

This training aims to self-expose our individual unconscious biases, confirmation biases, and perceptions.

Register today ?? https://t.co/vg4kwDR765

#westernuThrive @WesternU https://t.co/HwVDgf3qHr"
"1856","2502","://t.co/vg4kwDR765","248","Date","RT @westernuSE : Check out our NEW Online Workshop: Bias Awareness Training 
?? Tues. Feb 2 
?? 12:30-1:30pm EST. 

This training aims to self-expose our individual unconscious biases, confirmation biases, and perceptions.

Register today ?? https://t.co/vg4kwDR765

#westernuThrive @WesternU https://t.co/HwVDgf3qHr"
"1857","2503","Western University","120","Organization","RT @LFPress : There’s a scientific way that governments could better understand whether #COVID19 is spread at schools. Western University researcher @charlesweijer talks to  @HeatheratLFP about “cluster randomized trials”. https://t.co/vKK4Ih1ioX #ldnont https://t.co/wPJakAXh5H"
"1858","2504","2020","95","Date","Congratulations to the inspiring young Londoners who made the @LdnIncMag 20 under 40 Class of 2020, including eight #WesternU alumni. #purpleandproud #ldnont
https://t.co/8AeREIVaqh"
"1859","2505","WesternU School of Occupational Therapy","2","Organization","#WesternU School of Occupational Therapy (OT), @antlerriverelem school, @ChippewaNF and @TVCCfamily partner to create a holistic approach that meets OT needs of Indigenous communities. Just one of four projects supported by our Indigenous Learning Fund.
https://t.co/fEmBAn2hNk"
