Post,message
1550,"Towards #WesternU at 150: In this Q &amp; A, President Alan Shepard discusses Western's new strategic plan and what it means for the university. #cdnpse #onpse #ldnont https://t.co/7G0ijAygfn"
1551,"#WesternU is investing a total of $6 million to support new equity, diversity and inclusion initiatives, including $4 million for the recruitment of Black and Indigenous faculty #cdnpse #onpse #ldnont #EDI https://t.co/zwNib81MIt"
1552,@StarrMHFNS @HalifaxWestHS Congrats Lily ?? Can't wait for you to join us in the fall ??
1553,"The #WesternU #COVID19 testing centre in the Western Student Recreation Centre closes today (June 25) at 1:00 p.m. It reopens with a vaccination clinic in the Graphics Services Building on July 26. Between June 26 &amp; July 25, please visit a #LdnOnt Assessment Centre for a test. https://t.co/bS90XVVX61"
1554,"Nature may be healing, yes, as the world paused during the #COVID19 pandemic, but the real fight against climate change must include rebuilding homes, cities and infrastructure, according to a new report on climate resilience led by Gordon McBean. https://t.co/oidaN9CQMJ"
1555,"We stand with and offer our deepest sympathies to Indigenous Peoples at Western, in #LdnOnt and all across Turtle Island during this heartbreaking time. 

Counselling supports and crisis lines are available - please reach out. https://t.co/1FODU30Fsq"
1556,"#WesternU's Strategic Planning Steering Committee is proud to share Towards Western at 150. Our new strategic plan is about achieving greater impact; focusing on our people, community and culture; and partnering for success at home and abroad. https://t.co/72Z803ipON #CdnPSE https://t.co/m3pQmIKNfS"
1557,"RT @SchulichMedDent : Researchers in ImPaKT are expanding their work to target #COVID19 variants of concern. ""My work will help us determine precisely how these variants survive in the body and how our current vaccines respond to these variants and new variants as they emerge,"" says @BarrLab."
1558,"Way to go Alex, and let's go #LdnOnt! Thanks for sharing your #COVID19 experience, @Kopacz77, and reminding us that we need to be in this together. #GetVaxxed https://t.co/XwDUwZXeL1"
1559,"RT @WesternMustangs : ""Western is thrilled to partner with the Ministry of Heritage, Sport, Tourism and Culture Industries, the City of London, and Tourism London to host the 2024 Ontario Summer Games."" - Christine Stapleton, Western Director of Sport and Recreation. Read more: https://t.co/FZCdXBKbSr https://t.co/h3OwTiPdWr"
1560,"#WesternU looks forward to welcoming athletes to @CityofLdnOnt for the 2024 Ontario Summer Games. @tourism_london @MacLeodLisa @ExploreON 
https://t.co/NY6ngR2eZQ"
1561,"RT @westernuAlumni : To all of our #WesternClassof2021 grads, welcome to the alumni family! We are so delighted to have you join the 328,000+ alumni across the world. ????

New grads, enter to win one of two $250 Amazon gift cards via the Purple Perks app!
#westernu #purpleandproud #ldnont"
1562,"""It’s important to give back … to step back and see what we’re grateful for"" - Jordan Boroditsky, kinesiology grad in the #WesternClassof2021 and podcaster-advocate for mental health. #purpleandproud @westernUFHS https://t.co/sDIvktTDCJ"
1563,@margolis_r @westernuSocSci The Grad Club has reopened to serve take-out only Monday - Friday from 11:00 a.m. to 4:30 p.m. https://t.co/BGJA8FZmqE @westernsogs
1564,"@margolis_r @westernuSocSci Campus eateries including The Spoke, Centre Spot, Tim Hortons and UCC Starbucks will reopen for take-out only in Step Two of the Roadmap to Reopen. For more information please visit https://t.co/XHdka5k0mZ"
1565,"RT @westernuEng : Congratulations to #westernuEng student Jordan St. Amand from Métis Nation of Ontario, who is one of @HydroOne's Leonard S. (Tony) Mandamin scholarship recipients. #IndigenousPeoplesDay @WesternU https://t.co/fWSBbAlzGU"
1566,"Learning to provide culturally sensitive health care for Indigenous patients is a journey, not a check box, says new #WesternU research. 
@SchulichMedDent #NIPD #IndigenousPeoplesDay #ldnont https://t.co/4zMgY0ddLd"
1567,"Led by professor Candace Brunette-Debassige and supported by @The_ACU,
new academic-development modules are underway aimed at decolonizing and Indigenizing the curriculum at #WesternU. #cdnpse #onpse #NIPD #IndigenousPeoplesDay @westernuCTL @westernuEdu https://t.co/eGMVaDdx8Y"
1568,"We honour the inspiring culture, resilience and contributions of Indigenous peoples in Canada. Today marks the 25th #NIPD in Canada, celebrating the heritage, inspiring cultures, and achievements of First Nations, Inuit, and Métis peoples.  https://t.co/2qmwoJwuM8"
1569,"Damon O’Shea would sometimes teach a full day, then race to #WesternU, where he’d quickly change clothes in time for his afternoon class. With 3 degrees and part of the #WesternClassof2021, he is a force to be reckoned with. #purpleandproud @WesternuEdu
https://t.co/r6R9BNhZTp"
1570,RT @DrKatinaPollock : #IndigenousPeoplesDay is approaching and it's time to take action. Thanks to the Office of Indigenous Initiatives at @WesternU for putting together “12 Things You Can Do Right Now to Promote Truth and Reconciliation”   https://t.co/SGkzkKfB5B
1571,"@NadineWathen @VPRWesternU @westernuFHS @westernuNursing @CRHESI @EQUIPHealthCare Quite the opposite! It was a great challenge to select and focus on so few moments, when you had so much to speak to and spoke so well. Cheers to the next project together!"
1572,@haannahaviv @amyisyouokay @serenxh @heykathj Hi! We did a similar livestream a year ago (and in the fall) for the Class of 2020. Please contact @westernuAlumni if you have not received your box (mailed separately from your degree in 2020).
1573,@DaryaMomand1 Our available graduate-level programs can be found here: https://t.co/Sgmg3XbmXm
1574,"@Nhialo_K @WorldUniService @queensu Congratulations, Nhial!"
1575,Join us in congratulating the achievements of #WesternClassof2021 as we spotlight some remarkable stories from a few of our graduates. #purpleandproud https://t.co/Ch9PhP7DPW
1576,Healthcare in Ghana is difficult for women farmers migrating within the African country. And #COVID19 pandemic has made it worse. New #WesternU study led by @nomunume offers solutions to reverse the trend: https://t.co/2okKICQwEl
1577,"RT @westernuFIMS : Dear #FIMSclassof2021 graduates… 
You rose to the challenges of this year - proving that you can tackle anything that comes your way ????

@westernu #purpleandproud #WesternClassof2021 ?? https://t.co/1CnatCJSBe"
1578,"‘I really want my art to have a purpose’ – Jade Williamson, spring grad in #WesternClassof2021, whose artistry and work to save endangered species has been honed at #WesternU. #purpleandproud @westernUArts https://t.co/4ihfblj6Ir"
1579,"#COVID19 lockdowns are an impossible situation for those experiencing domestic violence. 
#WesternU researchers, like professor Nadine Wathen, are working with colleagues at home in #LdnOnt and around the globe, to write a safer, healthier, more equitable next chapter."
1580,RT @Samridhip : Celebrating virtual graduation tonight. So happy and grateful for being able to complete the degree in the midst of everything going on life right now.Special thanks to my wonderful supervisor @NadineWathen for all the support and guidance! #WesternClassof2021 #purpleandproud
1581,"@callistaryan Congratulations, Callista!??"
1582,RT @callistaryan : Really excited to become a @WesternU alumni today ?? It’s been a challenging journey and I’m proud to graduate as a first generation student this year (who somehow managed to get a grad photo appointment in this COVID chaos no less). https://t.co/7e7kDloNal
1583,"RT @AbhishekShetty_ : Work Hard, Stay Humble, Be Kind, Keep Learning and Have Some Fun in the Process. You have got this #WesternClassof2021. Congrats to us! @westernuEdu @westernuAlumni @WesternU #teachercandidate #westernalumni https://t.co/kqPIgSBFhP"
1584,@DDeagleEdu @SebastianDeagle @UofT @uoftmedicine Congratulations Sebastian!
1585,@AbhishekShetty_ we love this! Maybe if you come back to visit in the future for Homecoming?
1586,@nusthegoose @lulualazem This was a very important responsibility and we appreciate your kind words ??
1587,"Congratulations to the #WesternClassof2021. Today, you officially graduate and begin your next chapter as @westernuAlumni ????
From President Alan Shepard, and the entire Western community - we are thrilled to celebrate you. Join us live right now! https://t.co/7PJS2qahe9 https://t.co/q7YWU6GrT1"
1588,Hadil Abdallah has managed being a new mom and living in a new country to pursue her master's degree @westernuEng at #WesternU. #WesternClassof2021 #purpleandproud https://t.co/zy8jY7T1ht
1589,"RT @logaansmaail : GRADUATED!!! ????????? Again, thank you thank you thank you @WesternU for the best 4 years! xo #WesternClassof2021 #purpleandproud"
1590,"Tyra Martens has managed motherhood, pregnancy, work and school, to reach her goal of a university degree. A member of #WesternClassof2021, her journey was hard but she pulled through. #purpleandproud @westernuSocSci https://t.co/vlMYrFHBHA"
1591,Thanatology grad Adam Taylor came to @kingsatwestern to learn about death and dying and discovered life after loss.  #WesternClassof2021 #purpleandproud https://t.co/MFdKJPsvdR
1592,RT @SDebesree : So happy to graduate from @WesternU. I would like to thank all my professors for their expert guidance and fellow class mates of @westernuCS for the immense support in this difficult time of pandemic. #WesternClassof2021 rocks and will keep rocking as always. #proudinpurple https://t.co/LsfrbHbjjt
1593,"Claude Guillemette came to Western as a mature student, finding acceptance and the university experience he missed years ago. A member of #WesternClassof2021, he's learned the kids are alright. #purpleandproud @westernuEng https://t.co/rPgxYqpl63"
1594,@logaansmaail Congratulations! ??
1595,@SDebesree @westernuCS Congratulations! We're so proud of you ??????
1596,"For Talissa Watson, getting an education was a means to empower others as well as herself. A member of #WesternClassof2021, Watson uses what she learns to give back to community.#purpleandproud @iveybusiness https://t.co/IMUngx3Xp2"
1597,"#WesternClassof2021, your day has finally arrived! You did it, and we’re so #purpleandproud of you ?? We can't wait to see you tonight at Last Lecture. Where will you be watching from? We love Kevique's grad photo taken in the Bahamas ????"
1598,"RT @SchulichMedDent : It was the academic opportunities offered by @westernubmsc that first drew Matthew Shammas-Toma to @WesternU, and he says the diversity of experiences outside of the classroom made his time on campus truly transformational. #purpleandproud"
1599,"RT @SchulichMedDent : ""We know the postpartum experience can greatly affect both the birthing person and their baby,"" says Dr. Genevieve Eastabrook (@placentadoc). She is part of a team at @WesternU and @lawsonresearch looking at health outcomes for mothers and their babies born during the pandemic."
1600,"RT @SportsAtGazette : It’s official! ????

@jillmoffatt_, will be participating in the #Tokyo2020 Olympics.

@WesternU and @WesternRowing alumna is set to join the @TeamCanada rowing team. Good luck Mustang! ????? https://t.co/oGhj645JCP"
1601,RT @karenkueneman : So excited for this research team led by Amanda Grzyb @westernuFIMS El Salvador research project receives @SSHRC_CRSH Partnership grant https://t.co/5ADhz673BA via @westernu
1602,"Join your fellow graduates tomorrow, Friday, June 18, at 7:00 p.m. Eastern Time, for your graduation celebration, Last Lecture. #WesternClassof2021 https://t.co/bt1jteIHyn"
1603,"RT @westernuEng : From working as a hairstylist, to a bank team manager, to even auditioning for Canadian Idol, mature student Claude Guillemette will now officially become a software engineer, as he joins the #WesternClassof2021: https://t.co/tw2pDG6d8W #purpleandproud @WesternU"
1604,"#WesternClassof2021, you did it!

Perhaps it feels just like yesterday when you first stepped onto Western’s campus – and for some, it has felt like a longer journey.

And here you are, the night before joining our lifelong @westernuAlumni family - 328,000 in 160+ countries! https://t.co/NG6LV9CIBb"
1605,"With @SSHRC_CRSH funding, a #WesternU team is a key partner in helping commemorate the human toll of the civil war in El Salvador 40 years ago. ""If our stories are documented, they will not be lost."" - Felipe Tobar, survivor. @westernuFIMS https://t.co/BSOvC5UAK0"
1606,"@TrusteeAgnew @SetonSt @HCDSB @ALSCanada hm, that doesn't quite look like ""UWO"" on your shirt ?? @booksatwesternu has you covered when and if you are interested in adding to your purple wardrobe!"
1607,"Voice recognition will be key as society returns to ""normal"" following #COVID19 pandemic lockdowns. @ingridjohnsrude from @BMI_WesternU shared the latest developments on her research with @chrisdelatorre on @CBCAfternoonDr. https://t.co/xKuR6V8EsK"
1608,@sarahl113 @McMasterU @SchulichMedDent Welcome to Western! ????
1609,Gender inequity in sports is top-of-mind for #WesternClassof2021 student Ann Carolyn-Lang - and she’s doing something to level the playing field. #purpleandproud @BresciaUC @WesternMustangs https://t.co/Ps1yDGQplr
1610,"RT @SchulichMedDent : A @WesternU-developed test to detect #COVID19 antibodies could become a pivotal tool in identifying and measuring immunity, particularly in response to variants of concern. The research team is now partnering with @LHSCCanada’s vaccination program to validate the test."
1611,"@JuliaStJohn253 Campus eateries including The Spoke, Centre Spot, Tim Hortons and UCC Starbucks will reopen for take-out only in Step Two of the Roadmap to Reopen. For more information please visit https://t.co/XHdka5k0mZ"
1612,"On June 18 at 7p.m., #WesternU will host a virtual graduation for its spring #WesternClassof2021, including performances by @Genevieve_f @RickMcGhie and a keynote address from @ivancoyote. #purpleandproud https://t.co/7gfhUt98D3"
1613,"RT @MLHealthUnit : Shout out to all the 12 to 17-year-olds out there! We absolutely love seeing such a jump in youth getting ???? vaxxed. More than 72% of individuals 18+ have now received at least one dose in #Middlesex-#LdnOnt. 
We are proud. ?? Let’s keep this going! #GetVaxxed #ThisIsOurShot"
1614,"RT @DrMatthewGrol : Excited and grateful to have received a Tier II CRC in Musculoskeletal Biology and Health! Looking forward to exciting research and collaboration with my colleagues @westernuBJI, @SchulichMedDent, and @WesternU! And congratulations to my fellow CRC awardees @CRC_CRC @CIHR_IRSC https://t.co/5TNZUjmfMo"
1615,"RT @HeritageCouncil : It’s halfway through #IndigenousHistoryMonth! 

Are you following along with #WesternUBiindigen’s Indigenous History Month Challenge? Find incredible resources for learning and unlearning here:https://t.co/r6DFEKhTkJ

Image Source: Indigenous Initiatives at @WesternU https://t.co/naSilhZgE4"
1616,"Olympian-scientist Jane Thornton is one of 12 #WesternU researchers named Canada Research Chairs. Read about all 12 CRCs and the important work they do. @SSHRC_CRSH, @CRC_CRC, @NSERC_CRSNG, @CIHR_IRSC, @InnovationCA. https://t.co/JhGOgzXwvO"
1617,"RT @westernuSpace : Do you have a future #space or computer scientist at home? Get the best of both worlds with this year's Virtual Space Explorers Camp in collaboration with Bit by Bit Computer Camp! ?????
Campers will enjoy a week full of space-themed activities, #coding, and much more! https://t.co/jrhtumgJz3"
1618,"RT @westernuIntl : We have loved welcoming teams to this year's World's Challenge Challenge. Despite the hardships and struggles around the world, you remain committed to your big ideas for the future. ??

For more on this year's winners visit https://t.co/Ipf4yDymp8

@WesternU 
#worldschallenge https://t.co/5hgoeUNbuE"
1619,RT @starmanjan : What's better than getting up early and head out to see the sunrise with a few friends? Seeing the eclipsed sun rise between University College and Middlesex College towers! #solareclipse2021 #WesternUniversity https://t.co/KpmSII4B7M
1620,"RT @westernuMusic : The @WesternU Percussion Ensemble's 2020-21 season recording will be shared live at 12:30 pm (EDT) on Thursday, June 17. Enjoy this short clip for a taste of what our incredible #percussion students have been up to this year! https://t.co/hDLSRfdDPq https://t.co/IAsSW12AWR"
1621,"RT @CRHESI : It is a time of transition at CRHESI as we celebrate the accomplishments of @helene_berman over a remarkable career and welcome @NadineWathen as our incoming Academic Director, who comes alongside Heather Lokko, Community Director. / @westernuFHS @WesternU #ldnont https://t.co/E3qgdoFc6p"
1622,"RT @iveyleadership : Join us for this important conversation on anti-racism with one of Canada's most powerful voices: Wes Hall, founder of @BlackNorthCA. This webinar is free&amp; open to all-on campus or in the wider community-who wish to attend. #ldnont @iveybusiness @WesternU 
https://t.co/JzyNZG3uUU"
1623,"Canadian Olympian (and @westernuAlumni) is cheering for, and sharing a few words with the Class of 2021 #purpleandproud #WesternClassof2021 https://t.co/6ZHifCIxnu"
1624,"RT @BCSC : Dr. Vasudeva Bhat, a postdoctoral research associate in the Department of Anatomy and Cell Biology at @WesternU, is studying the blood of breast cancer patients to help determine if they are good candidates for curative treatment.

To learn more, visit: https://t.co/YpecM8B8yF. https://t.co/gwNnLbBilA"
1625,".@westernuEng professor Kamran Siddiqui and his team have a new way for us to transport temperature-sensitive medicines, vaccines and organs for transplant. They have designed a breakthrough, self-cooling, portable smart box. #westernu #covid19 #onpoli"
1626,"RT @TheCurrentCBC : Singing took a hit in the pandemic, but that didn’t keep married couple Max &amp; Leah Arvidsson from a masters of music in performance and literature at @WesternU. 

They tell us how they did it — and how to have nine cast members on stage, all six feet apart https://t.co/E9FSOwrcbP https://t.co/sybnDra1VG"
1627,"Read an exclusive excerpt of @ivancoyote's most recent book, published by @McClellandBooks. #westernu https://t.co/zJ6UAnTFNf https://t.co/1l2XBvnq2d"
1628,https://t.co/hZ7la5CQQr
1629,https://t.co/zk74g0v2gW
1630,https://t.co/7Nt0tlPfVC
1631,"Care Of, the latest book by #WesternU's Alice Munro Chair in Creativity @ivancoyote, is available now. Read an exclusive excerpt here: https://t.co/zJ6UAnTFNf https://t.co/6S1IbxZE4s"
1632,"RT @westernuSE : We recognize that the news of Sunday’s attack has been distressing &amp; traumatic for many members of our Muslim communities &amp; Pakistani community. You are not alone. Flags at @WesternU remain at half-mast &amp; UC will be illuminated in green to honour the victims.?? 
(1/3) https://t.co/xqxzilIZx5"
1633,"Almost too picture-perfect to be real, but we promise it’s official. View of this morning’s partial #solareclipse as seen from Brescia University College hill by @westernuAlumni, Allan Leparskas. #theviewfromhere #ldnont #westernu https://t.co/uSpNdQvVBN"
1634,"RT @westernuCybSmrt : Social Media is a great way to share and connect but be mindful of what you post! Learn more https://t.co/mUHpZbtFUf 
#uwo #privacy #data #cybersmart #safe
@WesternUSC @WesternuOCH @WesternUSC @WesternMustangs @westernuSE @westernuReg @westernuhousing @westernuSocSci @uwogazette https://t.co/dMEKo3HsAN"
1635,"Madiha Salman was a generous, accomplished researcher and her husband Salman Afzaal was a dedicated physiotherapist. #WesternU mourns their deaths, and those of their daughter and her grandmother, following a hate crime Sunday. @westernuEng @westernuFHS https://t.co/fBbixVeHPl"
1636,"We must all take part in making significant change based on a long-term commitment to listening, reflecting, collaborating and taking systemic action. Our work at Western has only just begun.

Read the full statement: https://t.co/UKcRos0T1d https://t.co/UKcRos0T1d"
1637,Each of us has a role to play in championing and sustaining Indigenization and decolonization across the university and in our broader communities. Here are 12 Ways to Engage in Truth and Reconciliation at Western right now: https://t.co/2qmwoJwuM8
1638,"The Office of Indigenous Initiatives continues to expand in response to burgeoning needs and is focused on growing culturally relevant teaching and learning supports and resources for the benefit of all students, faculty and staff. https://t.co/0Ny6uawHEh"
1639,"Guided by our Indigenous Strategic Plan, we will continue to build on the progress of making meaningful change at Western. https://t.co/kyZ6SOWqKi"
1640,"Beyond 215 hours of mourning: a statement to our community. 

Alan Shepard
President and Vice-Chancellor

Sarah Prichard
Provost and Vice-President (Academic)

Christy R. Bressette
Vice-Provost and Associate Vice-President (Indigenous Initiatives) 

https://t.co/UKcRos0T1d"
1641,"We will have more to share about the positive impact Madiha and Salman had on the campus community in the coming days. 
 
Our flags will remain at half-mast and University College tower will be illuminated in green to honour the victims."
1642,"We have learned that victims of Sunday’s attack have deep connections to Western.
 
Madiha Salman was working toward her PhD in Engineering. Salman Afzaal was a Health Sciences graduate.
 
We mourn their loss and condemn these terrible acts of hate and Islamophobia."
1643,"Western students can reach out to counsellors for support at 519-661-3030 or health@uwo.ca. Faculty and staff can access Western’s Employee and Family Assistance Program 24/7 by phone at 1-844-880-9142, online at https://t.co/pF7SPdQYqU, or through the LifeWorks app."
1644,We are enraged and heartbroken at the news of a racist attack on members of London’s Muslim community. https://t.co/CZCDKjy5Bz
1645,"RT @westernuAlumni : Keep learning with #WesternU! 

We've put together a series of our top resources to keep your intellectual curiosity thriving.

First off, check out our catalogue of on-demand webinars including, topics like COVID-19 and tornado research.
https://t.co/83qrBUMWIP"
1646,"RT @SchulichMedDent : From the beginning of his medical school studies, Erik Mandawe (@piyesiwak) lived his truth - bringing his gifts as an artist and his identity as a Bush Cree person to his role as doctor. On June 5, he celebrates his graduation with the Medicine Class of 2021. #purpleandproud"
1647,"On now at @McIntoshGallery at #WesternU, In Search of Symbol spans nearly 45 years of local artist Doug Dolman's career. Check out this exciting retrospective by viewing the virtual exhibition walkthrough here: https://t.co/Tk3Fa84ims"
1648,"RT @westernuIntl : Today we kick off the Global Final of the World's Challenge Challenge @WesternU! Visit https://t.co/GqhWscdhAA to join us for Opening Ceremonies &amp; check out all the great events we have scheduled for the week!  

#worldschallenge https://t.co/tu18Oim9mn"
1649,RT @GaryTithecott : Congrats Erik Mandawe on your accomplishments in @SchulichMedDent Meds 2021. Looking forward to @WesternU virtual convocation tomorrow! https://t.co/510WBExK8p
1650,"RT @westernuMusic : HUGE congratulations to @E_M_I_C on winning #chambermusic album of the year for MOSAÏQUE! Members and co-founders include @WesternU faculty Sharon Wei #viola, BMus’00, and Angela Park #piano. #purpleandproud #JUNOS #JUNOS50 https://t.co/YhwxOPHMxB https://t.co/ZhkRgNE412"
1651,An honour for #WesternU President Alan Shepard from @Concordia where he was President from 2012 to 2019: The Alan Shepard @D3Innovation Summer Residency Program ?? https://t.co/FFcyh0099b
1652,"RT @APLU_News : Join APLU for a special webinar celebrating #PrideMonth on June 22nd at 12pm EDT. A panel of LGBTQ+ public university presidents, a faculty member, &amp; a student leader will reflect on their own journeys in #highered, describe challenges, &amp; more. Register: https://t.co/ikym5QphGP https://t.co/zxxfaIAyW9"
1653,"RT @KevinVuongTO : How are you spending your Thursday night? We’re getting @TakeCareSupply masks ready for donation!

Tomorrow, we’re in #ldnont donating $20K in masks in honour of @WesternU, and all the institution did to equip us to build our social enterprise! ?? #PurpleandProud #InThisTogether https://t.co/V4GV1LQcja"
1654,New research from @BMI_WesternU and @ucl suggests people may need to concentrate on the art of conversation more than ever following pandemic lockdowns. And they can train to do it better. #westernu https://t.co/tS7rPlTbvB
1655,"For Bipasha Baruah, @CRC_CRC &amp; @westernuArts professor, a post-pandemic world invites a shift towards public policies that will strengthen social justice, create fairer economies and benefit our physical environment. #covid19 #westernu #onpoli"
1656,"RT @westernuFIMS : Con-GRAD-ulations to all of the #WesternClassof2021, including our own graduating #FIMSclassof2021 ?
 
We're looking forward to honouring our FIMS graduates not only at @westernu's celebration, but also at our own virtual festivities on June 22 ???? https://t.co/u1tj8b5Ldz"
1657,"RT @westernuepibio : Congratulations EpiBio 2021 Graduates! 

We are proud of your hard work &amp; resultant success. We hope that you cherish the connections made during your time at Western &amp; that you continue to keep in touch as you move on in your academic/professional life. 

#westernclassof2021 https://t.co/ZjDRu5cYWt"
1658,RT @westernuPoliSci : Congratulations Graduates! Hip hip hooray you did it ?? https://t.co/9Asfvq4noh
1659,"RT @westernuArts : Congratulations to our graduating A&amp;H students!  Keep an eye on these virtual celebrations and surprises from Western and our own Faculty!  

#WesternU #ClassOf2021 #WesterUArts #LdnOnt https://t.co/BW9BD6I5zq"
1660,RT @Coachstapleton : Congratulations @WesternMustangs !!  What an accomplishment during this challenging times.  We look forward to welcoming you back to campus as @westernuAlumni.  #stayintouch #purpleandproud #goStangs https://t.co/8ocoSDeU61
1661,"RT @westernuAlumni : We can't wait to welcome the #WesternClassof2021 into the alumni family! ????

Have some advice to share with our new grads? 
Comment below or submit yours via this form: https://t.co/xVs5oOE2ag

#westernu #purpleandproud #ldnont https://t.co/LfsNJCAMle"
1662,"Author and @westernuAlumni @LouiseJohnsonTO tells the life of beauty maven #ElizabethArden and Johnson's own path with the company, in her debut book, Behind the Red Door @iveybusiness #purpleandproud @ElizabethArden https://t.co/EXQJ0Uwsda"
1663,A #WesternU research team has created @projectecho2020 to amplify the voices and lived experiences of parasport participants and improve #AccessAbility @AccessibleGC @lmisene @westernuFHS #LeavingNoOneBehind https://t.co/oyPTL4CbzD
1664,"We are so proud of you, #WesternClassof2021 ??

Join us for a virtual celebration of all our grads on Friday, June 18 at 7p.m. EST at https://t.co/bt1jtf0ipV, as we welcome them into the lifelong @westernuAlumni family ???? #purpleandproud"
1665,"RT @WesternMustangs : Today Ontario University Athletics @OUAsport announced approval of the conference’s plans for league-based sport in the 2021-22 season, the latest step in the path for a return to university sport this fall. 

Read more: https://t.co/Az6zGMpREu

#RunWithUs #WesternMustangs #OUA https://t.co/m9d39MLQAD"
1666,"RT @karaehannah : I will be presenting at @SchulichMedDent @WesternU’s 6th Annual Dr. Benjamin Goldberg Developmental Disabilities Research Day tomorrow, June 3. I’m looking forward to the presentations! To attend or view the program, see below: https://t.co/rskuBWsqnP"
1667,"RT @westernuhousing : June is #IndigenousHistoryMonth. This month, diversify your social media feeds with Indigenous voices, businesses, and learn all about the Indigenous impact on Canadian society.

Explore resources in our blog post: https://t.co/43tNlwdQQs  

@westernu #westernu #WesternUBiindigen https://t.co/ZcPd5qQ0OO"
1668,"RT @KingsAtWestern : In keeping with our respect for the dignity and equity of all persons, and that we stand in solidarity with those who experience discrimination, King’s will raise the Progress Pride flag on June 1.  #APlaceForEveryone #PrideMonth @PresLondonEDC @KUCSC @kingsprincipal"
1669,"New research at #WesternU shows xenon gas can be used to vastly improve MRI lung images - and to help diagnose damage done by #asthma, #emphysema, #cysticfibrosis or #COVID19. @westernuScience https://t.co/r0dakmIKHy"
1670,"As #WesternU prepares for in-person classes this fall, @WesternMustangs are looking forward to returning to sport competition. Today, @OUAsport announced that plans for league-based sport for the 2021-22 season have been approved. #cdnpse #onpse #ldnont https://t.co/5XH1lgqAhP"
1671,"RT @westernuAlumni : At Thursday's AGM, you'll hear Class of 2011 grad @SimuLiu discuss the (super) powers of storytelling and social media, anti-Asian racism, and his career in television and film since graduating from #WesternU. 

#purpleandproud #ldnont"
1672,"To the incoming undergraduate class,

Welcome to the Western family ??

You’ve accepted your offer of admission and have taken the first steps of your post-secondary journey. Congratulations, you should be proud! We can’t wait to welcome you in the fall ??

#ldnont #westernu https://t.co/bzQOOeyoqO"
1673,"RT @OntUniv : Today marks the start of #PrideMonth and Ontario's universities celebrate the vital role 2SLGBTQ+ communities play at universities across the province &amp; reflect on our continued commitment and responsibility to create a more inclusive environment for all.
https://t.co/p3t3ih19b8"
1674,"RT @westernuCybSmrt : Be aware of scams in the form of impersonating someone you know! #westernu #westernucybersmart
https://t.co/8TXiPpxot1 https://t.co/FsORkfUGf4"
1675,"The Progress Pride Flag will be raised for the month of June and will remain at half-mast along with all of our flags, to respect the tragic loss of 215 children found at the former Indian Residential School in Kamloops, BC. #westernu #pride"
1676,"Today marks the beginning of #PrideMonth2021. #WesternU is committed to fostering a campus where everyone feels respected, valued, and included. Today, and every day, we stand in support of our #2SLGBTQ+ community. #ldnont https://t.co/2mTdc030rq"
1677,"RT @westernulibs : We challenge you to learn with us! 

It's #IndigenousHistoryMonth and Western's Indigenous Learning Circle has a 30-day challenge for the community to learn and unlearn about Indigenous histories, cultures and Peoples.

Check it out ?? https://t.co/7j3te58RJ1

#WesternUbiindigen https://t.co/RC5OjbT1h1"
1678,"Researchers from @westernuNTP provided an update about the new drone they'll be using for the upcoming #tornado season. Despite #COVID19 restrictions, the team managed 409 investigations last year, verifying an additional 77 tornadoes across the country."
1679,"Throughout the month of June, Biindigen, Western’s Indigenous Learning Circle, is providing activities, resources, and opportunities to learn and unlearn about Indigenous histories, cultures, and Peoples. https://t.co/bcCBruSY7s"
1680,"...to make sure their stories are not forgotten. While there are many stories of trauma, Indigenous Peoples’ brilliance, creativity, and ingenuity, from stitches and syringes to maple syrup, should be recognized and celebrated. #IndigenousHistoryMonth"
1681,"The #WesternU community can honour the Tk’emlúps te Secwépemc First Nations children and all Nations and families affected by the Indian Residential School system, by continuing to work with Indigenous Peoples on and off campus in reciprocity and respect..."
1682,"It is imperative that we not only learn about the legacy of Indian Residential Schools, but the ongoing impacts of settler-colonialism impacting Indigenous Peoples, past and present. #IndigenousHistoryMonth"
1683,"June is #IndigenousHistoryMonth . As we enter this month with heavy hearts, we are reminded of the work and commitment necessary to move toward truth and reconciliation. https://t.co/TVn7IEzdK0 https://t.co/tGZXYx9dkV"
1684,"RT @CBCNews : Researchers from Western University in London, Ont., have found a unique subsurface ice feature in a location that would be optimal for future Mars explorers. https://t.co/ZtB4UexHbt @NebulousNikki"
1685,A milestone in #opendata: #WesternU's Scholarship [at] Western repository has reached 10M downloads in 10 years - with readers from 200+ countries in disciplines ranging from anthropology to zoology. @westernulibs https://t.co/EyJzNAZJxD
1686,Canada is aiming to land a micro-rover on the #Moon within five years – and a new @csa_asc grant means #WesternU researchers will play a major role in helping understand what the rover may find when it gets there. @westernuSpace https://t.co/m455cPfBVJ
1687,"RT @westernuAlumni : Looking back at your time at #WesternU, what advice do you have for our 2021 grads? 

Submit your message via this form and we will share it with the #WesternClassof2021 during the graduation celebration in June!

??: Harwinder Singh
#westernu #purpleandproud #ldnont"
1688,"We know this news brings with it feelings of grief, sorrow and anger.

A national Indian Residential School crisis line is available to provide 24/7 support to residential school survivors and others who are affected: 1-866-925-4419."
1689,"Our hearts are with the Tk’emlúps te Secwépemc People, and with Indigenous People across Turtle Island, who lost so many members of their community during this shameful period in Canada’s history."
